neighbor_id	source_recipe	source_catalog_tier	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_recipe	target_is_exact_catalog_key	target_identity_route	target_identity_status	target_factor_gate_status	target_execution_route	target_execution_decision	target_blocked_factor_rules	source_identity_retained_without_exact_target	fuzzy_identity_matching_used	meaning_revision	surface_prediction
G447-N00117	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	CH	ACTION_HEAD	AIR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00118	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	K	ACTION_HEAD	AIR+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00119	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	OK	ACTION_HEAD	AIR+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00120	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	P	ACTION_HEAD	AIR+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00121	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	R	ACTION_HEAD	AIR+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00122	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	S	ACTION_HEAD	AIR+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00123	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	SH	ACTION_HEAD	AIR+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00124	AIR+CHD	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	T	ACTION_HEAD	AIR+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00133	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	CH	ACTION_HEAD	AIR+CH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00134	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	K	ACTION_HEAD	AIR+K+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00135	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	OK	ACTION_HEAD	AIR+OK+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00136	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	P	ACTION_HEAD	AIR+P+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00137	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	R	ACTION_HEAD	AIR+R+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00138	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	S	ACTION_HEAD	AIR+S+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00139	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	SH	ACTION_HEAD	AIR+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00140	AIR+CHD+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	CHD	T	ACTION_HEAD	AIR+T+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00155	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	CH	ACTION_HEAD	AIR+CH+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00156	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	CHD	ACTION_HEAD	AIR+CHD+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00160	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	OK	ACTION_HEAD	AIR+OK+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00161	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	P	ACTION_HEAD	AIR+P+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00162	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	R	ACTION_HEAD	AIR+R+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00163	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	S	ACTION_HEAD	AIR+S+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00164	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	SH	ACTION_HEAD	AIR+SH+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00165	AIR+K+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	K	T	ACTION_HEAD	AIR+T+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00210	AIR+SH+E+DY	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	SH	CH	ACTION_HEAD	AIR+CH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
