binding_id	source_reading_id	surface	evidence_role	evidence_path	selector	matched_row_fingerprint_sha256	source_row_match	score_credit_family_ids	evidence_status	historical_confirmation
E011	airoy#1	airoy	V96_ACTIVE_LEXICAL	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=airoy#1	e4a4be8b0e8dc247fa3252255e4efd40d0b8f0eeaa51eddd94d97f1cc0cf3534	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E012	airoy#1	airoy	V96_EXACT_CONTEXT	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_479_CONTEXT_REALIZATIONS.tsv	position_id=P150	1b75441af3d626a463aa308cc0cf740fd28f7dda92985e70a40d9788b13950e3	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E013	airoy#1	airoy	V96_HELD_AUDIT	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_47_HELD_READING_AUDIT.tsv	source_reading_id=airoy#1	e656a30d56cc56f93ad42ab18e352299de2213cf1c4d3fa740cbc80bc799c9b0	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E014	airoy#1	airoy	GDT694_EXACT_MIGRATION	experiments/yolo/gdt694_residual_fraction_share_migration/artifacts/V67_22_RESIDUAL_SHARE_MIGRATIONS.tsv	locus=f114r.26;token_ordinal=9;surface=airoy	4b5f7d7457bb594776d765f710753583873d8fc43f42ea35f16ab19d77e9327a	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E021	araram#1	araram	V96_ACTIVE_LEXICAL	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=araram#1	c63df1330b7ed7dbc8b974d928d9daf8fe224b47f9f6d153e5eb76f85dd2906a	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E022	araram#1	araram	V96_EXACT_CONTEXT	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_479_CONTEXT_REALIZATIONS.tsv	position_id=P414	e24780e3610ee5eb00ba57b03eaa62daf6055ea31f599564ea9a302ce2f0a51e	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E023	araram#1	araram	V96_HELD_AUDIT	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_47_HELD_READING_AUDIT.tsv	source_reading_id=araram#1	814767aff72c2b18a5c6cadb5577287acfc9152bc78a1b6b5e294dbacf07fc83	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E024	araram#1	araram	GDT694_EXACT_MIGRATION	experiments/yolo/gdt694_residual_fraction_share_migration/artifacts/V67_22_RESIDUAL_SHARE_MIGRATIONS.tsv	locus=f86v6.25;token_ordinal=10;surface=araram	1aac82c4fc571f08257abcb7565875e17636cf66045c8b0b8a29b80ead49c467	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E031	arl#1	arl	V96_ACTIVE_LEXICAL	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=arl#1	ad682da828630d4cfea5788f3eeb01e996b95838c45c3f9d2105b83701853876	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E032	arl#1	arl	V96_EXACT_CONTEXT	experiments/yolo/gdt723_v96_twelve_preparation_bound_core_context_repair/artifacts/V96_479_CONTEXT_REALIZATIONS.tsv	position_id=P112	30d36b12dadaf7eb0e23d4bebeeb6a545a50c69ca3bd28626ba33a1edbd8d0c1	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
