source_position_id	event_id	record_unit_id	statement_id	surface	joint_tuple_id	family_id	family_head_de	controlled_phrase	fixed_reverse_formula	exact_card_value_de
S001	E001	H1	H1-S001	dchey	65f320e75510b2f38182	B01	Material	BEZUG[Wurzelteil]	B01::BEZUG[Wurzelteil]	Wurzelteil
S002	E002	H1	H1-S001	cthoor	dedc383b600397a301ee	A01	Bereit	SCHLUSS[Bereitansatz]	A01::SCHLUSS[Bereitansatz]	Bereitansatz
S003	E003	H1	H1-S001	char	4d4559019a961b834aa1	B02	Quelle	BEZUG[Quelle]	B02::BEZUG[Quelle]	Quelle
S004	E004	H1	H1-S001	chty	80ebbbbf238eee9f0aef	M05	Teilen	MASS[Zerkleinern]	M05::MASS[Zerkleinern]	Zerkleinern
S005	E005	H1	H1-S001	os	df1098831679a8ad1b39	B06	Gefäß	BEZUG[Gefäß]	B06::BEZUG[Gefäß]	Gefäß
S006	E006	H1	H1-S001	chair	12efe866f335461823a6	T09	Waschgang	TRANSFER[Wasserzulauf]	T09::TRANSFER[Wasserzulauf]	Wasserzulauf
S007	E007	H1	H1-S001	otytchol	62ff059766b21c7de083	B04	Fortsetzung	BEZUG[Folgeteilfortsetzung]	B04::BEZUG[Folgeteilfortsetzung]	Folgeteilfortsetzung
S008	E008	H1	H1-S001	oky	276a7c2d74d1143446f4	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S009	E009	H1	H1-S001	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S010	E010	H1	H1-S001	etyd	a6939862e33ece5a0483	A04	Rest	SCHLUSS[Kurzrest]	A04::SCHLUSS[Kurzrest]	Kurzrest
S011	E011	H1	H1-S002	qokchy	9ad66e67803a12e745de	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S012	E012	H1	H1-S002	qotchol	e8a6105b5c3a6220b440	B04	Fortsetzung	BEZUG[Folgefortsetzung]	B04::BEZUG[Folgefortsetzung]	Folgefortsetzung
S013	E013	H1	H1-S002	chol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S014	E014	H1	H1-S002	cthy	e0b630cb1b5df5e7105b	A01	Bereit	SCHLUSS[Bereit]	A01::SCHLUSS[Bereit]	Bereit
S015	E015	H2	H2-S001	ycheor	7249edc4df3419c26999	B03	Ansatz	BEZUG[Auszugsansatz]	B03::BEZUG[Auszugsansatz]	Auszugsansatz
S016	E016	H2	H2-S001	cthy	e0b630cb1b5df5e7105b	A01	Bereit	SCHLUSS[Bereit]	A01::SCHLUSS[Bereit]	Bereit
S017	E017	H2	H2-S001	chor	7a4bb8136330ee4e6e56	B03	Ansatz	BEZUG[Ansatz]	B03::BEZUG[Ansatz]	Ansatz
S018	E018	H2	H2-S001	cthaiin	f3c23f42baf625639e1e	M01	Sollmaß	MASS[Bereitsollmaß]	M01::MASS[Bereitsollmaß]	Bereitsollmaß
S019	E019	H2	H2-S001	qoctholy	af816c04e65874a0f2fa	B04	Fortsetzung	BEZUG[Folgefortsetzungsposten]	B04::BEZUG[Folgefortsetzungsposten]	Folgefortsetzungsposten
S020	E020	H2	H2-S001	dy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S021	E021	H2	H2-S001	chy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S022	E022	H2	H2-S001	taiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S023	E023	H2	H2-S001	shy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S024	E024	H2	H2-S002	qotchor	10488b911aae52b3b334	B03	Ansatz	BEZUG[Folgeansatz]	B03::BEZUG[Folgeansatz]	Folgeansatz
S025	E025	H2	H2-S002	chor	7a4bb8136330ee4e6e56	B03	Ansatz	BEZUG[Ansatz]	B03::BEZUG[Ansatz]	Ansatz
S026	E026	H2	H2-S002	otol	497cbd9c7401810ff56b	B04	Fortsetzung	BEZUG[Folgefortsetzung]	B04::BEZUG[Folgefortsetzung]	Folgefortsetzung
S027	E027	H2	H2-S002	chol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S028	E028	H2	H2-S002	cholor	dec401773c1f0347793d	B03	Ansatz	BEZUG[Fortsetzungsansatz]	B03::BEZUG[Fortsetzungsansatz]	Fortsetzungsansatz
S029	E029	H2	H2-S002	chol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S030	E030	H2	H2-S002	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S031	E031	H2	H2-S002	dar	4d4559019a961b834aa1	B02	Quelle	BEZUG[Quelle]	B02::BEZUG[Quelle]	Quelle
S032	E032	H2	H2-S003	oykchor	27d97af8c96eb056c2e6	B03	Ansatz	BEZUG[Gefäßansatz]	B03::BEZUG[Gefäßansatz]	Gefäßansatz
S033	E033	H2	H2-S003	shor	7a4bb8136330ee4e6e56	B03	Ansatz	BEZUG[Ansatz]	B03::BEZUG[Ansatz]	Ansatz
S034	E034	H2	H2-S003	chor	7a4bb8136330ee4e6e56	B03	Ansatz	BEZUG[Ansatz]	B03::BEZUG[Ansatz]	Ansatz
S035	E035	H2	H2-S003	chy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S036	E036	H2	H2-S003	kaiiin	409de02322e7b2ca0c62	A02	Festmachen	SCHLUSS[Bindestufe]	A02::SCHLUSS[Bindestufe]	Bindestufe
S037	E037	H2	H2-S003	dy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S038	E038	H2	H2-S003	chodaiin	834825c61d048a6b5628	M01	Sollmaß	MASS[Zutatsollmaß]	M01::MASS[Zutatsollmaß]	Zutatsollmaß
S039	E039	H3	H3-S001	tshol	953ad19b79517fc8a211	B01	Material	BEZUG[Blütenkraut]	B01::BEZUG[Blütenkraut]	Blütenkraut
S040	E040	H3	H3-S001	schoal	428a5e3662aa57b4b256	Z01	Zielstelle	ZIEL[Zieleingabe]	Z01::ZIEL[Zieleingabe]	Zieleingabe
S041	E041	H3	H3-S001	cfhy	bdad9f9ea8b80f141496	T08	Auswringen	TRANSFER[Auswringen]	T08::TRANSFER[Auswringen]	Auswringen
S042	E042	H3	H3-S001	shfydaiin	a8af08e69edab8e54f15	T05	Absetzen	TRANSFER[Standzeit]	T05::TRANSFER[Standzeit]	Standzeit
S043	E043	H3	H3-S001	cphy	deb377381ceaf55ea310	T07	Klären	TRANSFER[Nachseihen]	T07::TRANSFER[Nachseihen]	Nachseihen
S044	E044	H3	H3-S001	shey	b5df9126607030b95175	T07	Klären	TRANSFER[Klarauszug]	T07::TRANSFER[Klarauszug]	Klarauszug
S045	E045	H3	H3-S001	tchody	2e2027b1951d79911e24	T06	Sammeln	TRANSFER[Rücknahmeschluss]	T06::TRANSFER[Rücknahmeschluss]	Rücknahmeschluss
S046	E046	H3	H3-S002	shoyty	577c03a928d674d420d7	B01	Material	BEZUG[Zutatfolgeteil]	B01::BEZUG[Zutatfolgeteil]	Zutatfolgeteil
S047	E047	H3	H3-S003	dchol	d665560c8ff80799a82c	B04	Fortsetzung	BEZUG[Vorfortsetzung]	B04::BEZUG[Vorfortsetzung]	Vorfortsetzung
S048	E048	H3	H3-S003	chy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S049	E049	H3	H3-S003	kchy	b2812c8283c3a62438bd	A02	Festmachen	SCHLUSS[Bindeposten]	A02::SCHLUSS[Bindeposten]	Bindeposten
S050	E050	H3	H3-S003	dy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S051	E051	H3	H3-S003	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S052	E052	H3	H3-S004	qotchy	a48efd6c4491a046ba78	B04	Fortsetzung	BEZUG[Folgeposten]	B04::BEZUG[Folgeposten]	Folgeposten
S053	E053	H3	H3-S004	okchol	322281bd391aa621f568	Z02	Einsetzen	ZIEL[Fortsetzungseinsatz]	Z02::ZIEL[Fortsetzungseinsatz]	Fortsetzungseinsatz
S054	E054	H3	H3-S004	cthy	e0b630cb1b5df5e7105b	A01	Bereit	SCHLUSS[Bereit]	A01::SCHLUSS[Bereit]	Bereit
S055	E055	H3	H3-S004	dy	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S056	E056	H4	H4-S001	qokaiin	b5fcea1eaed06b2f2291	M01	Sollmaß	MASS[Sollstellung]	M01::MASS[Sollstellung]	Sollstellung
S057	E057	H4	H4-S001	chaiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S058	E058	H4	H4-S001	ykain	403c1592f918c8f23b88	M02	Portion	MASS[Postenportion]	M02::MASS[Postenportion]	Postenportion
S059	E059	H4	H4-S001	ykan	d929a14ec45749b2e805	M02	Portion	MASS[Postenzweitportion]	M02::MASS[Postenzweitportion]	Postenzweitportion
S060	E060	H4	H4-S001	ody	97cc9ac109148723c472	T06	Sammeln	TRANSFER[Rücknahmeschluss]	T06::TRANSFER[Rücknahmeschluss]	Rücknahmeschluss
S061	E061	H4	H4-S002	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S062	E062	H4	H4-S002	chedy	6f7ff8287eddf4da9fdb	T01	Transfer	TRANSFER[Umsetzen]	T01::TRANSFER[Umsetzen]	Umsetzen
S063	E063	H4	H4-S002	talam	e026af581c99322fbd46	A03	Verwahren	SCHLUSS[Verwahren]	A03::SCHLUSS[Verwahren]	Verwahren
S064	E064	H4	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	M01	Sollmaß	MASS[Postensollmaß]	M01::MASS[Postensollmaß]	Postensollmaß
S065	E065	H4	H4-S003	cheoar	807591efc3d3f7ddbfab	T01	Transfer	TRANSFER[Auszugnahme]	T01::TRANSFER[Auszugnahme]	Auszugnahme
S066	E066	H4	H4-S003	cheeky	2c1a5fd92b9e3c762242	D04	Wärmen	ZUSTAND[Langwärme]	D04::ZUSTAND[Langwärme]	Langwärme
S067	E067	H4	H4-S003	oldy	1b1ffdd869fb1429ad03	B04	Fortsetzung	BEZUG[Fortschluss]	B04::BEZUG[Fortschluss]	Fortschluss
S068	E068	H4	H4-S004	aiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S069	E069	H4	H4-S004	okal	308e8ea2d5d190c498e8	Z01	Zielstelle	ZIEL[Zieleinsatz]	Z01::ZIEL[Zieleinsatz]	Zieleinsatz
S070	E070	H4	H4-S004	oltchy	204b04837409088c48f9	B03	Ansatz	BEZUG[Fortsetzungszubereitung]	B03::BEZUG[Fortsetzungszubereitung]	Fortsetzungszubereitung
S071	E071	H4	H4-S004	or	7a4bb8136330ee4e6e56	B03	Ansatz	BEZUG[Ansatz]	B03::BEZUG[Ansatz]	Ansatz
S072	E072	H4	H4-S004	y	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S073	E073	H4	H4-S004	orain	6afeb5c9ab9f6cbdea0d	M02	Portion	MASS[Ansatzportion]	M02::MASS[Ansatzportion]	Ansatzportion
S074	E074	H5	H5-S001	chochor	b9d7b6d68209a9019e7a	B03	Ansatz	BEZUG[Zutatenansatz]	B03::BEZUG[Zutatenansatz]	Zutatenansatz
S075	E075	H5	H5-S001	cho	2cc054357a929df85f64	B01	Material	BEZUG[Zutat]	B01::BEZUG[Zutat]	Zutat
S076	E076	H5	H5-S001	chodaly	0ec6a45e2950e8e7061d	Z01	Zielstelle	ZIEL[Zutatstelle]	Z01::ZIEL[Zutatstelle]	Zutatstelle
S077	E077	H5	H5-S001	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S078	E078	H5	H5-S001	sho	2cc054357a929df85f64	B01	Material	BEZUG[Zutat]	B01::BEZUG[Zutat]	Zutat
S079	E079	H5	H5-S001	kchol	893c570f3fa3fce99711	B07	Bindefortsetzung	BEZUG[Bindefortsetzung]	B07::BEZUG[Bindefortsetzung]	Bindefortsetzung
S080	E080	H5	H5-S001	otchor	10488b911aae52b3b334	B03	Ansatz	BEZUG[Folgeansatz]	B03::BEZUG[Folgeansatz]	Folgeansatz
S081	E081	H5	H5-S001	choky	276a7c2d74d1143446f4	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S082	E082	H5	H5-S001	dal	dd0ecaf5e27d81befffc	Z01	Zielstelle	ZIEL[Stelle]	Z01::ZIEL[Stelle]	Stelle
S083	E083	H5	H5-S002	schol	d665560c8ff80799a82c	B04	Fortsetzung	BEZUG[Vorfortsetzung]	B04::BEZUG[Vorfortsetzung]	Vorfortsetzung
S084	E084	H5	H5-S002	choy	c10aec6d4dd877ec8bd8	B01	Material	BEZUG[Zutatposten]	B01::BEZUG[Zutatposten]	Zutatposten
S085	E085	H5	H5-S002	choky	276a7c2d74d1143446f4	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S086	E086	H5	H5-S002	cheeckhody	95987d6f198d6d247511	A04	Rest	SCHLUSS[Auftragsschluss]	A04::SCHLUSS[Auftragsschluss]	Auftragsschluss
S087	E087	H5	H5-S003	sh	ad3581d3144f69a5912d	B01	Material	BEZUG[Pflanzenteil]	B01::BEZUG[Pflanzenteil]	Pflanzenteil
S088	E088	H5	H5-S003	cho	2cc054357a929df85f64	B01	Material	BEZUG[Zutat]	B01::BEZUG[Zutat]	Zutat
S089	E089	H5	H5-S003	kchey	b74e9e65637b7c8538dd	A02	Festmachen	SCHLUSS[Kurzbindeposten]	A02::SCHLUSS[Kurzbindeposten]	Kurzbindeposten
S090	E090	H5	H5-S003	qokokchy	1322bc176443fc2a8a86	Z02	Einsetzen	ZIEL[Wiedereinsatz]	Z02::ZIEL[Wiedereinsatz]	Wiedereinsatz
S091	E091	H5	H5-S004	okchy	9ad66e67803a12e745de	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S092	E092	H5	H5-S004	chokcheo	087a47b5423438cd6b6a	M03	Zugabe	MASS[Auszugzugabe]	M03::MASS[Auszugzugabe]	Auszugzugabe
S093	E093	H5	H5-S004	kchal	75a523fcf039b006f97b	Z04	Binden	ZIEL[Zielbindung]	Z04::ZIEL[Zielbindung]	Zielbindung
S094	E094	H5	H5-S005	sho	2cc054357a929df85f64	B01	Material	BEZUG[Zutat]	B01::BEZUG[Zutat]	Zutat
S095	E095	H5	H5-S005	chokchy	9ad66e67803a12e745de	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S096	E096	H5	H5-S005	kchoar	c71c72da4e09e0833392	B07	Bindefortsetzung	BEZUG[Quellenzutatbindung]	B07::BEZUG[Quellenzutatbindung]	Quellenzutatbindung
S097	E097	H5	H5-S005	sotodan	61a075bc54793c1c781f	Z03	Gebrauchen	ZIEL[Gebrauchen]	Z03::ZIEL[Gebrauchen]	Gebrauchen
S098	E098	H5	H5-S006	otchey	faf321940aed922846a9	B04	Fortsetzung	BEZUG[Folgeposten]	B04::BEZUG[Folgeposten]	Folgeposten
S099	E099	H5	H5-S006	keol	9bb7122b386ebbc6138f	B07	Bindefortsetzung	BEZUG[Kurzbindefortsetzung]	B07::BEZUG[Kurzbindefortsetzung]	Kurzbindefortsetzung
S100	E100	H5	H5-S006	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S101	E101	B1	B1-S001	qokedy	7db18b2f0fb7ed0fcfd3	D03	Langkontakt	ZUSTAND[Kurzkontakt]	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt
S102	E102	B1	B1-S002	okaiin	b5fcea1eaed06b2f2291	M01	Sollmaß	MASS[Sollstellung]	M01::MASS[Sollstellung]	Sollstellung
S103	E103	B1	B1-S002	kair	22fb87a5a83e5c3fb510	T04	Durchgang	TRANSFER[Beckenlauf]	T04::TRANSFER[Beckenlauf]	Beckenlauf
S104	E104	B1	B1-S002	okal	308e8ea2d5d190c498e8	Z01	Zielstelle	ZIEL[Zieleinsatz]	Z01::ZIEL[Zieleinsatz]	Zieleinsatz
S105	E105	B1	B1-S002	sar	4d4559019a961b834aa1	B02	Quelle	BEZUG[Quelle]	B02::BEZUG[Quelle]	Quelle
S106	E106	B1	B1-S002	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S107	E107	B1	B1-S002	kain	9da1b6ac2c929daea697	M02	Portion	MASS[Portion]	M02::MASS[Portion]	Portion
S108	E108	B1	B1-S002	olkain	94df4847b7b16c98394a	M02	Portion	MASS[Folgeportion]	M02::MASS[Folgeportion]	Folgeportion
S109	E109	B1	B1-S002	al	dd0ecaf5e27d81befffc	Z01	Zielstelle	ZIEL[Stelle]	Z01::ZIEL[Stelle]	Stelle
S110	E110	B1	B1-S002	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S111	E111	B1	B1-S002	rol	1496a731803a9f48d2e1	B04	Fortsetzung	BEZUG[Anschluss]	B04::BEZUG[Anschluss]	Anschluss
S112	E112	B1	B1-S002	dl	0f18de177ed7c878bf95	M03	Zugabe	MASS[Zusatz]	M03::MASS[Zusatz]	Zusatz
S113	E113	B1	B1-S002	olor	dec401773c1f0347793d	B03	Ansatz	BEZUG[Fortsetzungsansatz]	B03::BEZUG[Fortsetzungsansatz]	Fortsetzungsansatz
S114	E114	B1	B1-S002	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S115	E115	B1	B1-S002	sheckhal	4eab1841ed655c20a348	T04	Durchgang	TRANSFER[Zielkurzpassage]	T04::TRANSFER[Zielkurzpassage]	Zielkurzpassage
S116	E116	B1	B1-S002	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
