family_id	family_head_de	controlled_phrase	atomic_value_de	slot_code	event_count	card_types	joint_tuple_ids	allowed_free_synonyms_de	drift_boundary_de	fixed_reverse_formula
A01	Bereit	SCHLUSS[Bereit]	Bereit	S6_BEREIT_ABSCHLUSS	7	1	e0b630cb1b5df5e7105b	bereit|fertig|einsatzbereit	kein Qualitätsurteil darüber hinaus	A01::SCHLUSS[Bereit]
A01	Bereit	SCHLUSS[Bereitansatz]	Bereitansatz	S6_BEREIT_ABSCHLUSS	1	1	dedc383b600397a301ee	bereit|fertig|einsatzbereit	kein Qualitätsurteil darüber hinaus	A01::SCHLUSS[Bereitansatz]
A02	Festmachen	SCHLUSS[Bindeposten]	Bindeposten	S6_BEREIT_ABSCHLUSS	1	1	b2812c8283c3a62438bd	befestigen|binden|festsetzen	Ziel bleibt lokal	A02::SCHLUSS[Bindeposten]
A02	Festmachen	SCHLUSS[Bindestufe]	Bindestufe	S6_BEREIT_ABSCHLUSS	1	1	409de02322e7b2ca0c62	befestigen|binden|festsetzen	Ziel bleibt lokal	A02::SCHLUSS[Bindestufe]
A02	Festmachen	SCHLUSS[Kurzbindeposten]	Kurzbindeposten	S6_BEREIT_ABSCHLUSS	1	1	b74e9e65637b7c8538dd	befestigen|binden|festsetzen	Ziel bleibt lokal	A02::SCHLUSS[Kurzbindeposten]
A02	Festmachen	SCHLUSS[befestigen]	befestigen	S6_BEREIT_ABSCHLUSS	1	1	eb2e4bc143f623ee03ac	befestigen|binden|festsetzen	Ziel bleibt lokal	A02::SCHLUSS[befestigen]
A03	Verwahren	SCHLUSS[Verwahren]	Verwahren	S6_BEREIT_ABSCHLUSS	1	1	e026af581c99322fbd46	verwahren|beiseitestellen	keine Lagerdauer	A03::SCHLUSS[Verwahren]
A04	Rest	SCHLUSS[Auftragsschluss]	Auftragsschluss	S6_BEREIT_ABSCHLUSS	1	1	95987d6f198d6d247511	Rest|Endposten|Rückstand	nicht automatisch Abfall	A04::SCHLUSS[Auftragsschluss]
A04	Rest	SCHLUSS[Endposten]	Endposten	S6_BEREIT_ABSCHLUSS	1	1	3e9c7f217843b588489d	Rest|Endposten|Rückstand	nicht automatisch Abfall	A04::SCHLUSS[Endposten]
A04	Rest	SCHLUSS[Kurzrest]	Kurzrest	S6_BEREIT_ABSCHLUSS	1	1	a6939862e33ece5a0483	Rest|Endposten|Rückstand	nicht automatisch Abfall	A04::SCHLUSS[Kurzrest]
B01	Material	BEZUG[Blütenkraut]	Blütenkraut	S1_BEZUG_FOLGE	1	1	953ad19b79517fc8a211	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Blütenkraut]
B01	Material	BEZUG[Pflanzenteil]	Pflanzenteil	S1_BEZUG_FOLGE	1	1	ad3581d3144f69a5912d	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Pflanzenteil]
B01	Material	BEZUG[Wurzelteil]	Wurzelteil	S1_BEZUG_FOLGE	1	1	65f320e75510b2f38182	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Wurzelteil]
B01	Material	BEZUG[Zutat]	Zutat	S1_BEZUG_FOLGE	4	1	2cc054357a929df85f64	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Zutat]
B01	Material	BEZUG[Zutatfolgeteil]	Zutatfolgeteil	S1_BEZUG_FOLGE	1	1	577c03a928d674d420d7	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Zutatfolgeteil]
B01	Material	BEZUG[Zutatposten]	Zutatposten	S1_BEZUG_FOLGE	1	1	c10aec6d4dd877ec8bd8	Stoff|Teil|Zutat	niemals Pflanzenart oder Heilwirkung	B01::BEZUG[Zutatposten]
B02	Quelle	BEZUG[Folgequelle]	Folgequelle	S1_BEZUG_FOLGE	1	1	b6b654722e55729cc947	Quelle|Vorrat|daraus	niemals konkrete Herkunft erfinden	B02::BEZUG[Folgequelle]
B02	Quelle	BEZUG[Quelle]	Quelle	S1_BEZUG_FOLGE	5	1	4d4559019a961b834aa1	Quelle|Vorrat|daraus	niemals konkrete Herkunft erfinden	B02::BEZUG[Quelle]
B02	Quelle	BEZUG[Quellposten]	Quellposten	S1_BEZUG_FOLGE	1	1	0bdc8b6db811b4e67a63	Quelle|Vorrat|daraus	niemals konkrete Herkunft erfinden	B02::BEZUG[Quellposten]
B03	Ansatz	BEZUG[Ansatz]	Ansatz	S1_BEZUG_FOLGE	7	1	7a4bb8136330ee4e6e56	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Ansatz]
B03	Ansatz	BEZUG[Auszugsansatz]	Auszugsansatz	S1_BEZUG_FOLGE	1	1	7249edc4df3419c26999	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Auszugsansatz]
B03	Ansatz	BEZUG[Folgeansatz]	Folgeansatz	S1_BEZUG_FOLGE	2	1	10488b911aae52b3b334	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Folgeansatz]
B03	Ansatz	BEZUG[Folgevorbereitung]	Folgevorbereitung	S1_BEZUG_FOLGE	1	1	a8f891de626fc00028e9	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Folgevorbereitung]
B03	Ansatz	BEZUG[Fortsetzungsansatz]	Fortsetzungsansatz	S1_BEZUG_FOLGE	2	1	dec401773c1f0347793d	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Fortsetzungsansatz]
B03	Ansatz	BEZUG[Fortsetzungszubereitung]	Fortsetzungszubereitung	S1_BEZUG_FOLGE	1	1	204b04837409088c48f9	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Fortsetzungszubereitung]
B03	Ansatz	BEZUG[Gefäßansatz]	Gefäßansatz	S1_BEZUG_FOLGE	1	1	27d97af8c96eb056c2e6	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Gefäßansatz]
B03	Ansatz	BEZUG[Zutatenansatz]	Zutatenansatz	S1_BEZUG_FOLGE	1	1	b9d7b6d68209a9019e7a	Ansatz|Zubereitung|Vorbereitung	nicht mit fertigem Produkt gleichsetzen	B03::BEZUG[Zutatenansatz]
B04	Fortsetzung	BEZUG[Anschluss]	Anschluss	S1_BEZUG_FOLGE	1	1	1496a731803a9f48d2e1	weiter|danach|fortsetzen	keine neue Operation hinzudichten	B04::BEZUG[Anschluss]
B04	Fortsetzung	BEZUG[Folgefortsetzung]	Folgefortsetzung	S1_BEZUG_FOLGE	2	2	497cbd9c7401810ff56b|e8a6105b5c3a6220b440	weiter|danach|fortsetzen	keine neue Operation hinzudichten	B04::BEZUG[Folgefortsetzung]
