event_id	physical_page	locus	surface	component_recipe	codebook_layer	register	portable_atomic_reading_de	register_expansion_de	former_canonical_reading_de
P912-E0001	f10r	f10r.1	pchocthy	P+CH+O+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSETZEN · NEHMEN · AUSFÜHREN · BEREIT · DIES	EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES	EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES
P912-E0002	f10r	f10r.1	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	HALTEN · SATZ	HALTEN · ANSATZ	HALTEN · ANSATZ
P912-E0003	f10r	f10r.1	octhody	O+CTH+O+D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES
P912-E0004	f10r	f10r.1	chorchy	CH+OR+CH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · SATZ · NEHMEN · DIES	ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES	ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES
P912-E0005	f10r	f10r.1	pchodol	P+CH+O+D_ADDR+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSETZEN · NEHMEN · AUSFÜHREN · TEIL · FORTSETZEN	EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN	EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN
P912-E0006	f10r	f10r.1	chopchal	CH+O+P+CH+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · AUSFÜHREN · EINSETZEN · NEHMEN · ZIEL	ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIELSTELLE	ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIEL
P912-E0007	f10r	f10r.1	ypch	Y+P+CH	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES · EINSETZEN · NEHMEN	DIES · EINSETZEN · ENTNEHMEN	DIES · EINSETZEN · ENTNEHMEN
P912-E0008	f10r	f10r.1	kom	K+O+M_LOCAL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	GEBEN · AUSFÜHREN · MITTE	ZUGEBEN · AUSFÜHREN · MITTE	ZUGEBEN · AUSFÜHREN · MITTE
P912-E0009	f10r	f10r.2	dchey	CH+E+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · KURZ · DIES	ENTNEHMEN · KURZ · DIES	ENTNEHMEN · KURZ · DIES
P912-E0010	f10r	f10r.2	cthoor	CTH+O+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT · AUSFÜHREN · SATZ	BEREIT · AUSFÜHREN · ANSATZ	BEREIT · AUSFÜHREN · ANSATZ
P912-E0011	f10r	f10r.2	char	AR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	QUELLE	VORRAT	QUELLE
P912-E0012	f10r	f10r.2	chty	CH+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · EINSTELLEN · DIES	ENTNEHMEN · EINSTELLEN · DIES	ENTNEHMEN · EINSTELLEN · DIES
P912-E0013	f10r	f10r.2	os	OS	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DAZU	DAZU	DAZU
P912-E0014	f10r	f10r.2	chair	CH+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · LAUF	ENTNEHMEN · FLÜSSIGKEITSLAUF	ENTNEHMEN · LAUF
P912-E0015	f10r	f10r.2	otytchol	OT+Y+T+CH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DANACH · DIES · EINSTELLEN · NEHMEN · FORTSETZEN	DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN	DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN
P912-E0016	f10r	f10r.2	oky	OK+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	SETZEN · DIES	ANSETZEN · DIES	DIESEN POSTEN ANSETZEN
P912-E0017	f10r	f10r.2	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0018	f10r	f10r.2	etyd	E+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	KURZ · EINSTELLEN · DIES	KURZ · EINSTELLEN · DIES	KURZ · EINSTELLEN · DIES
P912-E0019	f10r	f10r.3	qotor	OT+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · SATZ	DANACH · ANSATZ	DER NAECHSTE ANSATZ
P912-E0020	f10r	f10r.3	o	O	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN	AUSFÜHREN	AUSFÜHREN
P912-E0021	f10r	f10r.3	tchy	T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSTELLEN · DIES	EINSTELLEN · DIES	EINSTELLEN · DIES
P912-E0022	f10r	f10r.3	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0023	f10r	f10r.3	chocthy	CH+O+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · AUSFÜHREN · BEREIT · DIES	ENTNEHMEN · AUSFÜHREN · BEREIT · DIES	ENTNEHMEN · AUSFÜHREN · BEREIT · DIES
P912-E0024	f10r	f10r.3	qotchy	OT+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · DIES	DANACH · DIES	DANACH DIESER POSTEN
P912-E0025	f10r	f10r.3	chol	OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN	FORTSETZEN	FORTSETZEN
P912-E0026	f10r	f10r.3	or	OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SATZ	ANSATZ	ANSATZ
P912-E0027	f10r	f10r.3	yty	Y+T+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DIES · EINSTELLEN · DIES	DIES · EINSTELLEN · DIES	DIESEN POSTEN EINSTELLEN
P912-E0028	f10r	f10r.3	dy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0029	f10r	f10r.3	dy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0030	f10r	f10r.4	sor	S+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	AUSWÄHLEN · SATZ	AUSWÄHLEN · ANSATZ	ZUBEREITUNGSVARIANTE
P912-E0031	f10r	f10r.4	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · SOLLWERT	ENTNEHMEN · SOLLMASS	ENTNEHMEN · SOLLMASS
P912-E0032	f10r	f10r.4	chcthy	CH+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · BEREIT · DIES	ENTNEHMEN · BEREIT · DIES	ENTNEHMEN · BEREIT · DIES
P912-E0033	f10r	f10r.4	ctho	CTH+O	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT · AUSFÜHREN	BEREIT · AUSFÜHREN	BEREIT · AUSFÜHREN
P912-E0034	f10r	f10r.4	ckhy	CKH+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DURCHLASS · DIES	DURCHLASS · DIES	DURCH DEN DURCHLASS FUEHREN
P912-E0035	f10r	f10r.4	or	OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SATZ	ANSATZ	ANSATZ
P912-E0036	f10r	f10r.4	aiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0037	f10r	f10r.4	chtchor	CH+T+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · EINSTELLEN · NEHMEN · SATZ	ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ	ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ
P912-E0038	f10r	f10r.4	doiir	D_ADDR+O+IIN+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TEIL · AUSFÜHREN · STUFE · MARKIEREN	TEIL · AUSFÜHREN · STUFE · MARKIEREN	TEIL · AUSFÜHREN · STUFE · MARKIEREN
P912-E0039	f10r	f10r.4	ody	O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · SCHLIESSEN	AUSFÜHREN · SCHLIESSEN	AUSFÜHREN · SCHLIESSEN
P912-E0040	f10r	f10r.5	qokchy	OK+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	SETZEN · DIES	ANSETZEN · DIES	DIESEN POSTEN ANSETZEN
P912-E0041	f10r	f10r.5	qotchol	OT+CH+OL	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	DANACH TEIL ENTNEHMEN UND WEITER
P912-E0042	f10r	f10r.5	chol	OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN	FORTSETZEN	FORTSETZEN
P912-E0043	f10r	f10r.5	cthy	CTH+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	BEREIT · DIES	BEREIT · DIES	BIS BEREIT FUEHREN
P912-E0044	f10r	f10r.6	ycheor	Y+CHEO+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES · AUSZUG · MARKIEREN	DIES · AUSZUG · MARKIEREN	DIES · AUSZUG · MARKIEREN
P912-E0045	f10r	f10r.6	cthy	CTH+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	BEREIT · DIES	BEREIT · DIES	BIS BEREIT FUEHREN
P912-E0046	f10r	f10r.6	chor	CH+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	NEHMEN · SATZ	ENTNEHMEN · ANSATZ	VOM ANSATZ ENTNEHMEN
P912-E0047	f10r	f10r.6	cthaiin	CTH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT · SOLLWERT	BEREIT · SOLLMASS	BEREIT · SOLLMASS
P912-E0048	f10r	f10r.6	qoctholy	CARRIER_Q+O+CTH+OL+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES
P912-E0049	f10r	f10r.6	dy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0050	f10r	f10r.6	chy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0051	f10r	f10r.6	taiin	T+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSTELLEN · SOLLWERT	EINSTELLEN · SOLLMASS	EINSTELLEN · SOLLMASS
P912-E0052	f10r	f10r.6	shy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0053	f10r	f10r.7	dchy	D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TEIL · DIES	TEIL · DIES	TEIL · DIES
P912-E0054	f10r	f10r.7	qokchol	OK+OL	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	ANSETZEN UND WEITERFÜHREN
P912-E0055	f10r	f10r.7	y	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0056	f10r	f10r.7	kchaiin	K+CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	GEBEN · NEHMEN · SOLLWERT	ZUGEBEN · ENTNEHMEN · SOLLMASS	ZUGEBEN · ENTNEHMEN · SOLLMASS
P912-E0057	f10r	f10r.7	yty	Y+T+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DIES · EINSTELLEN · DIES	DIES · EINSTELLEN · DIES	DIESEN POSTEN EINSTELLEN
P912-E0058	f10r	f10r.7	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0059	f10r	f10r.7	cth	CTH	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT	BEREIT	BEREIT
P912-E0060	f10r	f10r.7	dain	AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINHEIT	PORTION	PORTION
P912-E0061	f10r	f10r.7	dair	D_ADDR+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TEIL · LAUF	TEIL · FLÜSSIGKEITSLAUF	TEIL · LAUF
P912-E0062	f10r	f10r.7	am	AM_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	INNEN	INNEN	INNEN
P912-E0063	f10r	f10r.8	qotchor	OT+CH+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · NEHMEN · SATZ	DANACH · ENTNEHMEN · ANSATZ	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN
P912-E0064	f10r	f10r.8	chor	CH+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	NEHMEN · SATZ	ENTNEHMEN · ANSATZ	VOM ANSATZ ENTNEHMEN
P912-E0065	f10r	f10r.8	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DANACH · FORTSETZEN	DANACH · FORTSETZEN	DANACH · FORTSETZEN
P912-E0066	f10r	f10r.8	chol	OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN	FORTSETZEN	FORTSETZEN
P912-E0067	f10r	f10r.8	cholor	OL+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN · SATZ	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ
P912-E0068	f10r	f10r.8	chol	OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN	FORTSETZEN	FORTSETZEN
P912-E0069	f10r	f10r.8	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0070	f10r	f10r.8	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	TEIL · QUELLE	TEIL · VORRAT	AUS DEM BEZEICHNETEN TEIL
P912-E0071	f10r	f10r.9	oykchor	O+Y+K+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · DIES · GEBEN · NEHMEN · SATZ	AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ	AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ
P912-E0072	f10r	f10r.9	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	HALTEN · SATZ	HALTEN · ANSATZ	HALTEN · ANSATZ
P912-E0073	f10r	f10r.9	chor	CH+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	NEHMEN · SATZ	ENTNEHMEN · ANSATZ	VOM ANSATZ ENTNEHMEN
P912-E0074	f10r	f10r.9	chy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0075	f10r	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	GEBEN · ORT · UNTERSTUFE · STUFE	ZUGEBEN · ORT · UNTERSTUFE · STUFE	ZUGEBEN · ORT · UNTERSTUFE · STUFE
P912-E0076	f10r	f10r.9	dy	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0077	f10r	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · AUSFÜHREN · TEIL · SOLLWERT	ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS	ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS
P912-E0078	f10r	f10r.10	oqotor	O+OT+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · DANACH · SATZ	AUSFÜHREN · DANACH · ANSATZ	AUSFÜHREN · DANACH · ANSATZ
P912-E0079	f10r	f10r.10	otor	OT+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · SATZ	DANACH · ANSATZ	DER NAECHSTE ANSATZ
P912-E0080	f10r	f10r.10	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TRENNEN · DIES	TRENNEN · DIES	TRENNEN · DIES
P912-E0081	f10r	f10r.10	cthor	CTH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT · SATZ	BEREIT · ANSATZ	BEREIT · ANSATZ
P912-E0082	f10r	f10r.10	osain	O+S+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · AUSWÄHLEN · EINHEIT	AUSFÜHREN · AUSWÄHLEN · PORTION	AUSFÜHREN · AUSWÄHLEN · PORTION
P912-E0083	f10r	f10r.10	ytoiin	Y+T+O+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES · EINSTELLEN · AUSFÜHREN · STUFE	DIES · EINSTELLEN · AUSFÜHREN · STUFE	DIES · EINSTELLEN · AUSFÜHREN · STUFE
P912-E0084	f10r	f10r.11	otchoshor	OT+CH+O+SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ	DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ	DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ
P912-E0085	f10r	f10r.11	qoty	OT+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · DIES	DANACH · DIES	DANACH DIESER POSTEN
P912-E0086	f10r	f10r.11	qotor	OT+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · SATZ	DANACH · ANSATZ	DER NAECHSTE ANSATZ
P912-E0087	f10r	f10r.11	cthyd	CTH+Y+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEREIT · DIES · TEIL	BEREIT · DIES · TEIL	BEREIT · DIES · TEIL
P912-E0088	f10r	f10r.11	otar	OT+AR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · QUELLE	DANACH · VORRAT	DANACH AUS DER QUELLE
P912-E0089	f10r	f10r.12	odaiin	O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSFÜHREN · TEIL · SOLLWERT	AUSFÜHREN · TEIL · SOLLMASS	AUSFÜHREN · TEIL · SOLLMASS
P912-E0090	f10r	f10r.12	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0091	f10r	f10r.12	qotchy	OT+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · DIES	DANACH · DIES	DANACH DIESER POSTEN
P912-E0092	f10r	f10r.12	qotor	OT+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · SATZ	DANACH · ANSATZ	DER NAECHSTE ANSATZ
