edition	model	paragraph	mention	form	relation	right	governing_action	debt	row_status
ZL3b	U	f93r|f93r.1-f93r.32	f93r.8:1	lor	UNRESOLVED_COMPLEMENT	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
ZL3b	U	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.8:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	U	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.13:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	U	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.18:3		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	U	f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.28:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	U	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.30:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.8:1	lor	TOOL_PHRASE	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.8:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.13:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.18:3		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.28:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.30:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.8:1	lor	MATERIAL_ACCOMPANIMENT	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.8:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.13:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.18:3		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.28:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	P	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.30:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
ZL3b	U	f102v2|f102v2.30-f102v2.39	f102v2.31:2	ckhy	ACTION_PATIENTS_IN_ARGUMENTS	f102v2.31:3			recorded
ZL3b	T	f102v2|f102v2.30-f102v2.39	f102v2.31:2	ckhy	ACTION_PATIENTS_IN_ARGUMENTS	f102v2.31:3			recorded
ZL3b	P	f102v2|f102v2.30-f102v2.39	f102v2.31:2	ckhy	ACTION_PATIENTS_IN_ARGUMENTS	f102v2.31:3			recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.8:1	lor	UNRESOLVED_COMPLEMENT	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.8:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.13:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.18:3		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.30:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	T	f93r|f93r.1-f93r.32	f93r.8:1	lor	TOOL_PHRASE	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
IT2a	T	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.8:4		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	T	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.13:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	T	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.18:3		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	T	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	FIXED_OWN_MATERIAL_DOSE	f93r.30:2		NO_ADJACENCY_BASED_DOSE_TRANSFER	recorded
IT2a	P	f93r|f93r.1-f93r.32	f93r.8:1	lor	MATERIAL_ACCOMPANIMENT	f93r.8:2		MISSING_GOVERNING_ACTION	recorded
