opaque_id	phase	page	physical_folio	currier	hand	quire	folio_rank_quartile	page_side	canvas_id	leaf_margin_state	score_eligible	visual_provenance	group_count	locus_count	mean_symbols_per_group	label_group_rate	alternative_group_rate
LX1DEE719D	LM001X	f1v	f1	A	1	q01	1	v	1006077	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	68	8	3.617647058824	0.000000000000	0.161764705882
LY3EF27319	LM001Y	f2v	f2	A	1	q01	1	v	1006079	UNCERTAIN	0	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	51	7	3.627450980392	0.000000000000	0.000000000000
LM7201FAD9	LM001_HELD	f3r	f3	A	1	q01	1	r	1006080	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	102	18	4.098039215686	0.000000000000	0.000000000000
LX2E609C0A	LM001X	f5v	f5	A	1	q01	1	v	1006085	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	37	5	3.945945945946	0.000000000000	0.000000000000
LM4BDB2124	LM001_HELD	f6r	f6	A	1	q01	1	r	1006086	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	60	10	3.133333333333	0.000000000000	0.100000000000
LYF21DAF2A	LM001Y	f7v	f7	A	1	q01	1	v	1006089	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	49	6	3.530612244898	0.000000000000	0.000000000000
LX927CDC89	LM001X	f8v	f8	A	1	q01	1	v	1006091	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	91	14	3.626373626374	0.000000000000	0.000000000000
LX392B8776	LM001X	f9r	f9	A	1	q02	1	r	1006092	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	68	8	3.602941176471	0.000000000000	0.308823529412
LYD541DBB2	LM001Y	f10r	f10	A	1	q02	1	r	1006094	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	90	12	3.611111111111	0.000000000000	0.177777777778
LX16DE17EC	LM001X	f13r	f13	A	1	q02	1	r	1006098	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	50	7	3.820000000000	0.000000000000	0.140000000000
LX47C213BA	LM001X	f14v	f14	A	1	q02	2	v	1006101	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	59	8	3.898305084746	0.000000000000	0.000000000000
LM4A01EBCD	LM001_HELD	f16v	f16	A	1	q02	2	v	1006105	UNCERTAIN	0	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	67	12	3.656716417910	0.000000000000	0.194029850746
LYD11C7D19	LM001Y	f17r	f17	A	1	q03	2	r	1006106	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	47	8	3.829787234043	0.000000000000	0.106382978723
LY64E57EC5	LM001Y	f18v	f18	A	1	q03	2	v	1006109	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	53	8	3.754716981132	0.000000000000	0.094339622642
LX25B2BBA8	LM001X	f19v	f19	A	1	q03	2	v	1006111	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	65	12	3.723076923077	0.000000000000	0.353846153846
LM7D3410B1	LM001_HELD	f20v	f20	A	1	q03	2	v	1006113	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	78	10	3.307692307692	0.000000000000	0.000000000000
LX71B507A7	LM001X	f21r	f21	A	1	q03	2	r	1006114	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	92	11	3.750000000000	0.000000000000	0.065217391304
LY3362A195	LM001Y	f22r	f22	A	1	q03	2	r	1006116	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	77	9	3.506493506494	0.000000000000	0.064935064935
LX04270557	LM001X	f23v	f23	A	1	q03	2	v	1006119	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	68	9	3.676470588235	0.000000000000	0.088235294118
LYD6D791C8	LM001Y	f24r	f24	A	1	q03	2	r	1006120	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	69	13	3.217391304348	0.000000000000	0.000000000000
LY82D0DF56	LM001Y	f27r	f27	A	1	q04	3	r	1006126	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	75	11	3.320000000000	0.000000000000	0.120000000000
LX2459DE79	LM001X	f28r	f28	A	1	q04	3	r	1006128	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	59	8	3.983050847458	0.000000000000	0.000000000000
LXCB52589D	LM001X	f30r	f30	A	1	q04	3	r	1006132	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	69	10	3.898550724638	0.000000000000	0.000000000000
LX605028AC	LM001X	f32r	f32	A	1	q04	3	r	1006136	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	74	18	3.675675675676	0.000000000000	0.081081081081
LM2B184143	LM001_HELD	f33r	f33	B	2	q05	1	r	1006138	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	73	7	3.958904109589	0.000000000000	0.452054794521
