opaque_id	phase	page	physical_folio	currier	hand	quire	folio_rank_quartile	page_side	canvas_id	leaf_margin_state	score_eligible	visual_provenance
LX1DEE719D	LM001X	f1v	f1	A	1	q01	1	v	1006077	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LY3EF27319	LM001Y	f2v	f2	A	1	q01	1	v	1006079	UNCERTAIN	0	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM7201FAD9	LM001_HELD	f3r	f3	A	1	q01	1	r	1006080	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX2E609C0A	LM001X	f5v	f5	A	1	q01	1	v	1006085	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM4BDB2124	LM001_HELD	f6r	f6	A	1	q01	1	r	1006086	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LYF21DAF2A	LM001Y	f7v	f7	A	1	q01	1	v	1006089	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX927CDC89	LM001X	f8v	f8	A	1	q01	1	v	1006091	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX392B8776	LM001X	f9r	f9	A	1	q02	1	r	1006092	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LYD541DBB2	LM001Y	f10r	f10	A	1	q02	1	r	1006094	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX16DE17EC	LM001X	f13r	f13	A	1	q02	1	r	1006098	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX47C213BA	LM001X	f14v	f14	A	1	q02	2	v	1006101	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM4A01EBCD	LM001_HELD	f16v	f16	A	1	q02	2	v	1006105	UNCERTAIN	0	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LYD11C7D19	LM001Y	f17r	f17	A	1	q03	2	r	1006106	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LY64E57EC5	LM001Y	f18v	f18	A	1	q03	2	v	1006109	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX25B2BBA8	LM001X	f19v	f19	A	1	q03	2	v	1006111	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM7D3410B1	LM001_HELD	f20v	f20	A	1	q03	2	v	1006113	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX71B507A7	LM001X	f21r	f21	A	1	q03	2	r	1006114	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LY3362A195	LM001Y	f22r	f22	A	1	q03	2	r	1006116	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX04270557	LM001X	f23v	f23	A	1	q03	2	v	1006119	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LYD6D791C8	LM001Y	f24r	f24	A	1	q03	2	r	1006120	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LY82D0DF56	LM001Y	f27r	f27	A	1	q04	3	r	1006126	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX2459DE79	LM001X	f28r	f28	A	1	q04	3	r	1006128	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LXCB52589D	LM001X	f30r	f30	A	1	q04	3	r	1006132	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX605028AC	LM001X	f32r	f32	A	1	q04	3	r	1006136	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM2B184143	LM001_HELD	f33r	f33	B	2	q05	1	r	1006138	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LMFCAA8CDD	LM001_HELD	f34r	f34	B	2	q05	1	r	1006140	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM213247BB	LM001_HELD	f38r	f38	A	1	q05	3	r	1006148	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LMAE19D35F	LM001_HELD	f40v	f40	B	2	q05	2	v	1006153	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM3800E5EB	LM001_HELD	f41v	f41	B	5	q06	2	v	1006155	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM8DD0010A	LM001_HELD	f42r	f42	A	1	q06	3	r	1006156	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LXF93AFBB6	LM001X	f45v	f45	A	1	q06	3	v	1006163	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LME32F24F5	LM001_HELD	f47v	f47	A	1	q06	4	v	1006167	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LME24EBA42	LM001_HELD	f48v	f48	B	5	q06	3	v	1006169	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LXC164AE70	LM001X	f49v	f49	A	1	q07	4	v	1006171	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM0D77BF50	LM001_HELD	f51r	f51	A	1	q07	4	r	1006174	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX13E439B5	LM001X	f52r	f52	A	1	q07	4	r	1006176	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LY4DCF82C2	LM001Y	f53v	f53	A	1	q07	4	v	1006179	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX449DB51B	LM001X	f54r	f54	A	1	q07	4	r	1006180	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM56823A90	LM001_HELD	f55v	f55	B	2	q07	3	v	1006183	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX69592034	LM001X	f87r	f87	A	1	q15	4	r	1006232	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LXEA1B71E7	LM001X	f93v	f93	A	1	q17	4	v	1006239	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM16839C2C	LM001_HELD	f94v	f94	B	3	q17	4	v	1006241	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LM1A73FE1E	LM001_HELD	f95v2	f95	B	3	q17	4	2	1006243	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
LX8C602775	LM001X	f96r	f96	A	1	q17	4	r	1006244	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES
