candidate_id	rank	formal_feature	page	currier	leaf_margin_state	feature_rate	reason
3564af09e7a5827d	1	WITHIN_GROUP_3GRAM:ABB	f10r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
3564af09e7a5827d	1	WITHIN_GROUP_3GRAM:ABB	f40v	B	TOOTHED	0.012195121951	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
3564af09e7a5827d	1	WITHIN_GROUP_3GRAM:ABB	f33r	B	SMOOTH	0.054794520548	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
3564af09e7a5827d	1	WITHIN_GROUP_3GRAM:ABB	f52r	A	SMOOTH	0.044117647059	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
674349fdad55b416	2	FIRST_GROUP_PREFIX_2:AB	f5v	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
674349fdad55b416	2	FIRST_GROUP_PREFIX_2:AB	f9r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
674349fdad55b416	2	FIRST_GROUP_PREFIX_2:AB	f51r	A	SMOOTH	0.125000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
674349fdad55b416	2	FIRST_GROUP_PREFIX_2:AB	f94v	B	SMOOTH	0.100000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
8ad14323a97bd93b	3	WITHIN_GROUP_2GRAM:BB	f10r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
8ad14323a97bd93b	3	WITHIN_GROUP_2GRAM:BB	f40v	B	TOOTHED	0.012195121951	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
8ad14323a97bd93b	3	WITHIN_GROUP_2GRAM:BB	f18v	A	SMOOTH	0.075471698113	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
8ad14323a97bd93b	3	WITHIN_GROUP_2GRAM:BB	f52r	A	SMOOTH	0.058823529412	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
