rank	candidate_id	formal_feature	feature_type	support_pages_all44	absence_pages_all44	toothed_mean_minus_smooth_mean	currier_A_effect	currier_B_effect	cross_currier_direction_stable	leave_one_quire_direction_stable	strict_only_effect	observed_stratified_z	strict_only_stratified_z	local_p	library_maxT_p	lofo_gain_bits	selector_paid_gain_bits	lofo_auc	positive_folds	total_folds	fold_gains	label
1	3564af09e7a5827d	WITHIN_GROUP_3GRAM:ABB	WITHIN_GROUP_3GRAM	30	14	0.016643847174	0.022387664044	0.002422379821	true	true	0.012196844741	2.830019996223	2.427408735075	0.003417134489	0.487673907737	1.214734788765	-6.733632442819	0.663129973475	26	42	0.14821980;-0.10367601;0.04086947;0.05799653;0.22952084;0.03527266;0.05498275;-0.83003541;0.37226865;0.26805241;-0.11781868;-0.10090240;0.37032164;0.11721219;0.16876919;0.28653194;1.37656144;0.13673896;-0.05383055;0.04054898;0.02395416;-0.00269055;-1.78461259;-0.16243637;-0.22950178;-0.52538283;-0.22046723;0.25517105;0.30728413;0.07424036;0.23033288;-0.00942676;-0.04646253;-0.08119135;0.37521230;-0.05901103;0.41599616;-0.00343026;0.04980518;0.01360406;0.05174525;0.04439816	WEAK
2	674349fdad55b416	FIRST_GROUP_PREFIX_2:AB	FIRST_GROUP_PREFIX_2	7	37	0.052596732769	0.082724867725	-0.025000000000	false	true	0.033097553787	2.793623133727	2.269912936921	0.004393458628	0.512326092263	5.919177266428	-2.029189965157	0.742705570292	32	42	-0.00422136;-0.05165218;-0.24200819;0.06308667;0.03738227;0.00343742;-0.25924261;-0.36529530;0.39960198;0.40675526;0.32499514;0.28477294;0.21892887;0.20807431;0.17888588;2.87717220;0.38818831;0.16312061;0.01252660;0.04243805;0.02861786;0.00817750;0.03002630;-0.18548177;-0.21705672;0.06885743;-0.04130222;0.13779251;0.21403200;0.03409862;0.02480557;0.01825352;-0.30053861;0.13999750;0.99720305;0.09313721;0.05704793;0.07385872;0.07298112;-0.11027167;0.04875157;0.03924295	LIKELY_REGISTER_OR_LAYOUT_CONFOUND
3	8ad14323a97bd93b	WITHIN_GROUP_2GRAM:BB	WITHIN_GROUP_2GRAM	32	12	0.013238088570	0.017383470615	0.002721513986	true	true	0.008507947492	2.409530659419	1.999494399699	0.012448132780	0.881132536002	-0.462135820633	-8.410503052217	0.633952254642	26	42	0.11447622;-0.10935970;-0.06460787;0.03571845;0.16912787;0.03738871;0.03171397;-0.55813619;0.25790316;0.25200628;-0.00937683;-0.77846112;0.20448962;0.12127980;0.14043734;0.04008333;0.63982697;0.11163907;-0.02442273;-0.02733493;0.02756894;0.00527819;-1.07792924;0.07073334;-0.16029761;-0.53473777;-0.19626771;0.20121884;0.11323773;-0.05781465;0.20922486;-0.00892635;0.00664702;-0.14627323;0.11407133;-0.02666012;0.31427344;-0.02429532;0.06359432;0.01909154;0.00656031;0.03517488	NO_SIGNAL
4	cbea456efd4cc4b0	WITHIN_GROUP_3GRAM:BBA	WITHIN_GROUP_3GRAM	27	17	0.011664679721	0.016194365830	-0.004218019253	false	true	0.010033032459	2.351704356467	2.166371016406	0.018794239688	0.915792042958	-0.488766468351	-8.437133699935	0.618037135279	28	42	0.08172517;-0.10156503;-0.73051261;0.03318177;0.09907592;0.01008878;0.09962468;-0.77592246;0.38909959;0.47691077;0.03579718;0.02301404;0.08334219;0.00700230;0.12366382;0.15359336;0.76554922;0.09121274;0.01076093;-0.09217162;0.02271625;0.00587031;-1.71590695;-0.26021421;-0.04319513;-0.31463561;-0.35883455;0.18304296;-0.04920499;0.16009247;0.31538384;0.01350292;0.10368286;-0.14197376;0.55466068;0.00695473;0.30071962;-0.08528533;-0.02937330;0.02268948;-0.00289811;0.03996861	NO_SIGNAL
5	41f7b3c07a909f19	FIRST_GROUP_PREFIX_2:KA	FIRST_GROUP_PREFIX_2	16	28	-0.045869251483	-0.068080126592	0.041666666667	false	true	-0.041908525274	-2.235360735400	-2.322202464768	0.019770563827	0.969489870637	3.180283297250	-4.768083934335	0.684350132626	23	42	0.18264724;-0.04985980;0.57041323;-0.18383772;0.36600819;0.11322727;0.09726740;0.26929160;0.10621612;0.81691448;0.34730452;-0.13679053;-0.06139313;-0.18375511;-0.06871557;0.22129958;0.30206018;-0.07152570;0.00952880;0.06198752;0.14158467;-0.03426380;-0.23761551;-0.58719498;0.15085255;0.04637108;-0.00049143;0.03753159;0.36654310;0.58471450;0.16058936;0.00907905;-0.02635508;-0.00750785;0.32176774;-0.01397164;-0.21407380;-0.10268711;-0.06867691;-0.03675409;0.00676905;-0.02421575	LIKELY_REGISTER_OR_LAYOUT_CONFOUND
6	453139ab5ca73c6d	FIRST_GROUP_PREFIX_2:BA	FIRST_GROUP_PREFIX_2	22	22	-0.074478490858	-0.061624461958	-0.173809523810	true	true	-0.054506311809	-2.193653712226	-1.637401810046	0.024408103490	0.978764949963	5.992183358901	-1.956183872684	0.684350132626	26	42	0.32280703;-0.13634209;0.43062013;0.21692407;-0.43297449;0.11783844;-0.17607580;0.46332993;0.19850645;1.00717873;-0.08964557;-0.09752506;0.05869498;-0.09592678;-0.07838323;0.36370440;-0.81026321;-0.06814930;0.08961720;-0.06203218;-0.05139306;0.05373182;1.45113325;0.59198508;0.35297296;0.69200281;-0.23533572;0.15353277;0.67337327;0.02254937;0.18096169;-0.03168106;-0.19246978;0.06049346;0.56974360;0.10606200;0.39142856;0.09255161;-0.27478965;-0.00751437;0.09883050;0.07211063	WEAK
7	152098e3cc55f1a3	LAST_GROUP_SUFFIX_3:BBA	LAST_GROUP_SUFFIX_3	11	33	0.035787775443	0.057721661055	-0.025000000000	false	true	0.030072984781	2.154508845991	2.383553994316	0.016353429339	0.985355137906	2.814109290800	-5.134257940784	0.649867374005	24	42	0.02218219;-0.02821623;-0.36898530;0.03648325;0.05769273;-0.04041968;-0.46068928;-0.37284579;0.56714366;0.33337496;0.08716476;0.04947176;0.05364327;-0.01795918;-0.00484657;-0.10666701;-0.03902927;0.01347576;-0.02955707;-0.16193300;0.05857057;0.03466107;0.54477396;-0.15448989;0.61716817;0.56319799;-0.01890098;0.21338965;0.49554063;0.16089258;-0.02359159;0.00325720;0.18692249;-0.17643720;0.49153728;-0.09431536;0.44063630;-0.06336393;0.12437161;0.01931401;-0.22179474;0.02328550	LIKELY_REGISTER_OR_LAYOUT_CONFOUND
8	6a71cac5967c57c3	FIRST_GROUP_PREFIX_1:B	FIRST_GROUP_PREFIX_1	33	11	-0.082251789910	-0.095311954196	-0.094642857143	true	true	-0.060088320981	-2.074700381289	-1.338172902126	0.032218696607	0.994874298267	5.085802603128	-2.862564628457	0.700265251989	27	42	0.19430041;-0.24169448;0.71734271;0.16232238;0.12269094;0.12042762;0.09094145;-0.25330841;0.27982561;0.48357443;0.15930121;-0.26666730;-0.07765442;-0.22172762;0.01708969;-0.23038018;-0.25901602;-0.13097569;0.08446706;-0.26754686;0.10325610;0.04287270;1.07425392;0.57222905;0.44105776;0.52742522;-0.16672847;-0.33954438;0.45590146;0.34915566;-0.09253252;-0.01874176;-0.00891871;0.10476156;0.91420142;0.02951844;0.25614322;0.05879217;0.27413970;-0.02523850;0.04587766;0.00460837	WEAK
9	cc4c5e5495d8ab73	LAST_GROUP_SUFFIX_3:ABB	LAST_GROUP_SUFFIX_3	7	37	0.030126055447	0.046615739988	0.000000000000	false	true	0.020747521799	2.026248555375	1.485685315944	0.041005613864	0.997315108616	3.187879701843	-4.760487529742	0.710875331565	29	42	0.18489482;0.03294109;1.44376332;0.04783322;0.28018950;0.09843455;-0.01158541;0.08607970;-0.08429867;0.38222873;0.15159826;0.25777315;0.21219951;0.13381643;0.03842559;-0.37332377;1.44917902;0.02305413;-0.17110321;0.06080326;0.03585066;0.01189053;-0.04016004;0.14480466;-0.41158527;-0.04986905;-0.10333199;0.18160715;0.72667598;-0.26687538;-0.05979095;-0.01752576;-0.82050635;0.06905078;-1.00731366;0.01831611;0.32646326;0.03052618;0.15795083;0.00234492;0.01092859;0.00552529	LIKELY_REGISTER_OR_LAYOUT_CONFOUND
10	63f4763d8c46f3ea	WITHIN_GROUP_2GRAM:JQ	WITHIN_GROUP_2GRAM	22	22	-0.005503404496	-0.010311246402	-0.010386305856	true	true	-0.001539511828	-2.021173551992	-1.792175228238	0.039785208689	0.997803270686	6.558940172511	-1.389427059074	0.687002652520	25	42	-0.07637432;-0.03857305;0.02143075;-0.11919121;-0.00978789;0.06845769;0.23812584;-0.03806495;0.14111645;0.33897051;0.38920290;-0.05909695;-0.14847499;0.14665199;-0.18109474;0.45371587;0.12991464;0.04725895;-0.03009821;-0.05364035;0.04063390;-0.02831136;1.87826205;-0.12946652;0.52649755;0.99643570;-0.10516322;0.46106538;0.62090619;0.35859445;0.09904511;0.02530223;0.09088704;-0.28529627;0.38720514;0.09907549;0.34629669;0.03704275;-0.04453947;0.02742068;-0.00847134;-0.05493094	WEAK
