surface	candidate_id	candidate_de	candidate_axes	candidate_origin	external_occurrences	field_axis_weights	candidate_axis_support_total	candidate_axis_support_mean	opposition_mean	amount_redundancy_penalty	content_complement_bonus	endpoint_bonus	patient_before_process_bonus	exploratory_field_score	cross_cohort_source_removed_support_total	selected_final	score_is_lexical_probability	default_is_translation	component_export_credit	field_score_rank
cheedaiin	C0_GDT781_DEFAULT	Trockenmenge, Mittelstufe	DRY|AMOUNT|MIDDLE_STAGE	GDT781_DEFAULT	3	DRY:6|MOIST:3|AMOUNT:3|MATERIAL:6|PREPARATION:3|CLOSE:3|MIDDLE_STAGE:6|END_STAGE:6	15	5.000	4.500	1.000	0.000	0.000	0.000	-0.500	9	0	0	0	0	3
cheedaiin	C1_GDT781_RIVAL_1	Trockenmenge, Endstufe	DRY|AMOUNT|END_STAGE	GDT781_RIVAL_1	3	DRY:6|MOIST:3|AMOUNT:3|MATERIAL:6|PREPARATION:3|CLOSE:3|MIDDLE_STAGE:6|END_STAGE:6	15	5.000	4.500	1.000	0.000	3.000	0.000	2.500	6	1	0	0	0	1
cheedaiin	C2_GDT781_RIVAL_2	getrocknete Zubereitung	DRY|PREPARATION	GDT781_RIVAL_2	3	DRY:6|MOIST:3|AMOUNT:3|MATERIAL:6|PREPARATION:3|CLOSE:3|MIDDLE_STAGE:6|END_STAGE:6	9	4.500	3.000	0.000	1.000	0.000	0.000	2.500	6	0	0	0	0	2
chedor	C0_GDT781_DEFAULT	trockene Stoffportion	DRY|AMOUNT|MATERIAL	GDT781_DEFAULT	1	AMOUNT:3|MATERIAL:2	5	1.667	0.000	3.000	2.000	0.000	0.000	0.667	5	0	0	0	0	2
chedor	C1_GDT781_RIVAL_1	trockener Anteil	DRY|PART	GDT781_RIVAL_1	1	AMOUNT:3|MATERIAL:2	0	0.000	0.000	3.000	0.000	0.000	0.000	-3.000	0	0	0	0	0	4
chedor	C2_GDT781_RIVAL_2	fertige Trockenportion	DRY|AMOUNT|END_STAGE	GDT781_RIVAL_2	1	AMOUNT:3|MATERIAL:2	3	1.000	0.000	3.000	0.000	0.000	0.000	-2.000	3	0	0	0	0	3
chedor	C3_EXTERNAL_REFINEMENT	getrockneter Arzneistoff	DRY|MATERIAL	EXTERNAL_AMOUNT_COMPLEMENT_REFINEMENT	1	AMOUNT:3|MATERIAL:2	2	1.000	0.000	0.000	2.000	0.000	0.000	3.000	2	1	0	0	0	1
chockhar	C0_GDT781_DEFAULT	Trockenzubereitung	DRY|PREPARATION	GDT781_DEFAULT	1	HOT:1|AMOUNT:3|MATERIAL:3|LEVEL_II:1	0	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0	0	0	0	0	3
chockhar	C1_GDT781_RIVAL_1	heiße Ansatzfraktion	HOT|PART|PREPARATION	GDT781_RIVAL_1	1	HOT:1|AMOUNT:3|MATERIAL:3|LEVEL_II:1	1	0.333	0.000	1.000	1.000	0.000	0.000	0.333	1	0	0	0	0	4
chockhar	C2_GDT781_RIVAL_2	trockener Arzneistoff	DRY|MATERIAL	GDT781_RIVAL_2	1	HOT:1|AMOUNT:3|MATERIAL:3|LEVEL_II:1	3	1.500	0.000	0.000	1.000	0.000	0.000	2.500	3	0	0	0	0	1
chockhar	C3_EXTERNAL_REFINEMENT	erhitzter Ansatz	HOT|PREPARATION	EXTERNAL_AMOUNT_DEDUPLICATION_REFINEMENT	1	HOT:1|AMOUNT:3|MATERIAL:3|LEVEL_II:1	1	0.500	0.000	0.000	1.000	0.000	0.000	1.500	1	1	0	0	0	2
keeor	C0_GDT781_DEFAULT	erhitzter Arzneistoff	HOT|MATERIAL	GDT781_DEFAULT	1	DRY:3|PART:2|MATERIAL:3|MIDDLE_STAGE:3|END_STAGE:3	3	1.500	0.000	0.000	0.000	0.000	0.000	1.500	3	0	0	0	0	3
keeor	C1_GDT781_RIVAL_1	heiße Portion	HOT|AMOUNT	GDT781_RIVAL_1	1	DRY:3|PART:2|MATERIAL:3|MIDDLE_STAGE:3|END_STAGE:3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	4
keeor	C2_GDT781_RIVAL_2	erhitzter Endzustand	HOT|END_STAGE	GDT781_RIVAL_2	1	DRY:3|PART:2|MATERIAL:3|MIDDLE_STAGE:3|END_STAGE:3	3	1.500	1.500	0.000	0.000	0.000	0.000	0.000	3	0	0	0	0	5
keeor	C3_EXTERNAL_REFINEMENT	getrockneter Arzneistoff	DRY|MATERIAL	EXTERNAL_DRY_MATERIAL_FIELD_REFINEMENT	1	DRY:3|PART:2|MATERIAL:3|MIDDLE_STAGE:3|END_STAGE:3	6	3.000	0.000	0.000	0.000	0.000	0.000	3.000	6	1	0	0	0	1
keeor	C4_EXTERNAL_FIELD_SCOPE	Arzneistoff im Trockenfeld	DRY|MATERIAL	EXTERNAL_CENSUS_SCOPE_PRESERVING_REFINEMENT	1	DRY:3|PART:2|MATERIAL:3|MIDDLE_STAGE:3|END_STAGE:3	6	3.000	0.000	0.000	0.000	0.000	0.000	3.000	6	0	0	0	0	2
shdair	C0_GDT781_DEFAULT	Arzneistoff	MATERIAL	GDT781_DEFAULT	1	HOT:3|MOIST:3|AMOUNT:1|PROCESS:3|CLOSE:2|MIDDLE_STAGE:3|END_STAGE:2	0	0.000	0.000	0.000	0.000	0.000	2.000	2.000	0	1	0	0	0	2
shdair	C1_GDT781_RIVAL_1	feuchte Stoffportion	MOIST|PART|MATERIAL	GDT781_RIVAL_1	1	HOT:3|MOIST:3|AMOUNT:1|PROCESS:3|CLOSE:2|MIDDLE_STAGE:3|END_STAGE:2	3	1.000	0.000	0.000	0.000	0.000	2.000	3.000	3	0	0	0	0	1
shdair	C2_GDT781_RIVAL_2	trockene Stoffmenge	DRY|AMOUNT|MATERIAL	GDT781_RIVAL_2	1	HOT:3|MOIST:3|AMOUNT:1|PROCESS:3|CLOSE:2|MIDDLE_STAGE:3|END_STAGE:2	1	0.333	3.000	0.000	0.000	0.000	2.000	-0.667	1	0	0	0	0	3
sheckhal	C0_GDT781_DEFAULT	feuchte Arzneimischung	MOIST|MATERIAL|PREPARATION	GDT781_DEFAULT	1	DRY:2|MATERIAL:2|MIDDLE_STAGE:2	2	0.667	2.000	0.000	0.000	0.000	0.000	-1.333	2	0	0	0	0	4
sheckhal	C1_GDT781_RIVAL_1	trockene Mischung	DRY|PREPARATION	GDT781_RIVAL_1	1	DRY:2|MATERIAL:2|MIDDLE_STAGE:2	2	1.000	0.000	0.000	0.000	0.000	0.000	1.000	2	0	0	0	0	2
sheckhal	C2_GDT781_RIVAL_2	heiß-feuchtes Rohmaterial	HOT|MOIST|MATERIAL	GDT781_RIVAL_2	1	DRY:2|MATERIAL:2|MIDDLE_STAGE:2	2	0.667	1.000	0.000	0.000	0.000	0.000	-0.333	2	0	0	0	0	3
sheckhal	C3_EXTERNAL_REFINEMENT	trockene Arzneimischung	DRY|MATERIAL|PREPARATION	EXTERNAL_DRY_MATERIAL_FIELD_REFINEMENT	1	DRY:2|MATERIAL:2|MIDDLE_STAGE:2	4	1.333	0.000	0.000	0.000	0.000	0.000	1.333	4	1	0	0	0	1
