external_id	surface	page	physical_folio	locus	target_ordinal	offset	absolute_distance	neighbor_ordinal	neighbor_surface	neighbor_reader_exact	neighbor_class	clean_pool_reading_ids	clean_pool_level	clean_pool_default_de	clean_pool_axes	gdt754_provenance_present	gdt754_renderer_disposition	gdt754_sanitized_default_de	gdt754_sanitized_axes	gdt754_source_literal_prose_spoken	later_display_source	later_display_override_de	registered_construction_id	registered_construction_eva	registered_construction_de	legacy_cell_value_de	retired_literal_visible	source_composed_visible	same_target_analogy_source	other_cohort_target_analogy_source	target_surface_leakage	within_radius_3	selector_credit	default_is_translation	component_export_credit
G782-X001	keeor	f17v	f17	f17v.22	4	-3	3	1	qokeee	1	OPEN_EXACT	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	[qokeee:?]	0	0	0	NONE	0	1	0	0	0
G782-X001	keeor	f17v	f17	f17v.22	4	-2	2	2	dar	1	CLEAN_W2W3_COMPLETE_WHOLE	dar#1	W3_SOLID_WORKING_THEORY	abgemessener Anteil I	PART	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	abgemessene Fraktion I	0	0	0	NONE	0	1	0	0	0
G782-X001	keeor	f17v	f17	f17v.22	4	-1	1	3	chey	1	CLEAN_W2W3_COMPLETE_WHOLE	chey#1	W2_PROVISIONAL_WORKING	trocken in der Mitte des Grades	DRY|MIDDLE_STAGE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	trocken in der Mitte des Grades	0	0	0	NONE	0	1	0	0	0
G782-X001	keeor	f17v	f17	f17v.22	4	1	1	5	cheeol	1	CLEAN_W2W3_COMPLETE_WHOLE	cheeol#GLOBAL	W3_SOLID_WORKING_THEORY	vollständig getrockneter Drogenstoff	DRY|MATERIAL|END_STAGE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	vollständig getrockneter Drogenstoff	0	0	0	NONE	0	1	0	0	0
G782-X001	keeor	f17v	f17	f17v.22	4	2	2	6	ctheey	1	CLEAN_W2W3_COMPLETE_WHOLE	ctheey#GLOBAL	W3_SOLID_WORKING_THEORY	CTH-Drogenmaterial, Form II	MATERIAL	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CTH-Drogenmaterial, Form II	0	0	0	NONE	0	1	0	0	0
G782-X001	keeor	f17v	f17	f17v.22	4	3	3	7	cthy	1	CLEAN_W2W3_COMPLETE_WHOLE	cthy#GLOBAL	W3_SOLID_WORKING_THEORY	Blattgut	MATERIAL	0	NONE	NONE	NONE	NONE	GDT768_WORKING_DICTIONARY	Blattgut	NONE	NONE	NONE	CTH-Drogenmaterial	0	0	0	NONE	0	1	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	-5	5	1	tocthey	1	OPEN_EXACT	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	[tocthey:?]	0	0	0	NONE	0	0	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	-4	4	2	cheor	1	CLEAN_W2W3_COMPLETE_WHOLE	cheor#GLOBAL	W3_SOLID_WORKING_THEORY	trockener Drogenteil	DRY|PART|MATERIAL	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	trockener Drogenteil	0	0	0	chedor	0	0	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	-3	3	3	olol	1	QUARANTINED_RETIRED_LITERAL	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	Holzdrogen-Grundansatz	1	0	0	NONE	0	1	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	-2	2	4	cheol	1	LOWER_GRADE_WHOLE_HYPOTHESIS	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	trockener Drogenstoff	0	0	0	NONE	0	1	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	-1	1	5	tedy	0	NONEXACT_VISIBLE_ONLY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	kalt in der Mitte des Grades, abgeschlossen	0	0	0	NONE	0	1	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	1	1	7	sheeckhy	1	OPEN_EXACT	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	[sheeckhy:?]	0	0	0	NONE	0	1	0	0	0
G782-X002	sheckhal	f83v	f83	f83v.20	6	2	2	8	cheal	1	CLEAN_W2W3_COMPLETE_WHOLE	cheal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I, trocken in der Gradmitte	DRY|MATERIAL|MIDDLE_STAGE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	Rohstoffklasse I, trocken in der Gradmitte	0	0	0	NONE	0	1	0	0	0
G782-X003	cheedaiin	f86v3	f86	f86v3.27	8	-7	7	1	teeos	1	OPEN_EXACT	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	[teeos:?]	0	0	0	NONE	0	0	0	0	0
G782-X003	cheedaiin	f86v3	f86	f86v3.27	8	-6	6	2	aiin	1	CLEAN_W2W3_COMPLETE_WHOLE	aiin#1	W2_PROVISIONAL_WORKING	Menge III	AMOUNT	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	Menge III	0	0	0	NONE	0	0	0	0	0
G782-X003	cheedaiin	f86v3	f86	f86v3.27	8	-5	5	3	yteey	1	CLEAN_W2W3_COMPLETE_WHOLE	yteey#GLOBAL	W3_SOLID_WORKING_THEORY	kühle hiervon bis zur Endstufe ab	END_STAGE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	kühle hiervon bis zur Endstufe ab	0	0	0	NONE	0	0	0	0	0
G782-X003	cheedaiin	f86v3	f86	f86v3.27	8	-4	4	4	qoteey	1	CLEAN_W2W3_COMPLETE_WHOLE	qoteey#GLOBAL	W3_SOLID_WORKING_THEORY	kalt am Ende des Grades	COLD|END_STAGE	0	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	kalt am Ende des Grades	0	0	0	NONE	0	0	0	0	0
