record	at	word	reading	row_status
f17r	f17r.4:1	tcho	⟦tcho⟧	recorded
f17r	f17r.4:2	shol	⟦shol⟧	recorded
f17r	f17r.4:3	qokol	⟦qokol⟧	recorded
f17r	f17r.4:4	qor	⟦qor⟧	recorded
f17r	f17r.4:5	olaiin	⟦Zielstring ine ungelesen⟧ [Pakete=ol+aiin → ine]	recorded
f17r	f17r.4:6	opydg	⟦opydg⟧	recorded
f17r	f17r.4:7	som	⟦som⟧	recorded
f17r	f17r.4:8	ypchy	⟦ypchy⟧	recorded
f17r	f17r.4:9	ypaim	⟦ypaim⟧	recorded
f17r	f17r.5:1	ychekchy	⟦ychekchy⟧	recorded
f17r	f17r.5:2	cthy	Kraut	recorded
f17r	f17r.5:3	chor	Blüte	recorded
f17r	f17r.5:4	shor	Frucht	recorded
f17r	f17r.5:5	cphor	⟦cphor⟧	recorded
f17r	f17r.5:6	cphaldy	⟦cphaldy⟧	recorded
f17r	f17r.5:7	dair	⟦dair⟧	recorded
f17r	f17r.5:8	cthey	⟦cthey⟧	recorded
f17r	f17r.5:9	qody	⟦qody⟧	recorded
f17r	f17r.6:1	tsho	⟦tsho⟧	recorded
f17r	f17r.6:2	qof	⟦qof⟧	recorded
f17r	f17r.6:3	cho	⟦cho⟧	recorded
f17r	f17r.6:4	qokcheor	⟦qokcheor⟧	recorded
f17r	f17r.6:5	cheteg	⟦cheteg⟧	recorded
f21r	f21r.8:1	fcho	⟦fcho⟧	recorded
f21r	f21r.8:2	kshy	⟦kshy⟧	recorded
f21r	f21r.8:3	otor	⟦otor⟧	recorded
f21r	f21r.8:4	sheol	⟦sheol⟧	recorded
f21r	f21r.8:5	ocphal	⟦ocphal⟧	recorded
f21r	f21r.8:6	opsheas	⟦opsheas⟧	recorded
f21r	f21r.8:7	cthodaiin	⟦cthodaiin⟧	recorded
f21r	f21r.8:8	oty	⟦oty⟧	recorded
f21r	f21r.9:1	okaiin	Ansatz	recorded
f21r	f21r.9:2	sho	⟦sho⟧	recorded
f21r	f21r.9:3	tshaiin	⟦tshaiin⟧	recorded
f21r	f21r.9:4	chkaiin	⟦chkaiin⟧	recorded
f21r	f21r.9:5	sh	⟦sh⟧	recorded
f21r	f21r.9:6	cthey	⟦cthey⟧	recorded
f21r	f21r.9:7	cthody	⟦cthody⟧	recorded
f21r	f21r.9:8	cthy	Kraut	recorded
f21r	f21r.9:9	s	Kraut und Wasser [links=f21r.9:8; rechts=f21r.10:3; fehlend=] [Pakete=s → et]	recorded
f21r	f21r.10:1	totchy	⟦totchy⟧	recorded
f21r	f21r.10:2	keor	⟦keor⟧	recorded
f21r	f21r.10:3	chy	Wasser	recorded
f21r	f21r.10:4	ky	⟦ky⟧	recorded
f21r	f21r.10:5	qotaiin	Portion	recorded
f21r	f21r.10:6	qotchol	⟦qotchol⟧	recorded
f21r	f21r.10:7	ty	⟦ty⟧	recorded
f21r	f21r.10:8	ctheey	⟦ctheey⟧	recorded
f21r	f21r.10:9	otaiin	⟦otaiin⟧	recorded
f21r	f21r.11:1	shol	⟦shol⟧	recorded
f21r	f21r.11:2	chol	⟦chol⟧	recorded
f21r	f21r.11:3	shol	⟦shol⟧	recorded
f21r	f21r.11:4	tchol	⟦tchol⟧	recorded
f21r	f21r.11:5	chcthy	⟦chcthy⟧	recorded
f21r	f21r.11:6	otyky	⟦otyky⟧	recorded
f21r	f21r.11:7	shey	⟦shey⟧	recorded
f21r	f21r.11:8	yteol	⟦yteol⟧	recorded
f21r	f21r.11:9	shody	⟦shody⟧	recorded
f21r	f21r.12:1	ykeey	⟦ykeey⟧	recorded
f21r	f21r.12:2	chor	Blüte	recorded
f21r	f21r.12:3	sheey	⟦sheey⟧	recorded
f21r	f21r.12:4	ysheol	⟦ysheol⟧	recorded
f21r	f21r.12:5	chor	Blüte	recorded
f21r	f21r.12:6	chol	⟦chol⟧	recorded
f21r	f21r.12:7	daiin	Blüte von/aus ? [links=f21r.12:5; rechts=; fehlend=right] [Pakete=d+aiin → de]	recorded
f21r	f21r.12:8	chkaiin	⟦chkaiin⟧	recorded
f32v	f32v.7:1	ksho	⟦ksho⟧	recorded
f32v	f32v.7:2	cphos	⟦cphos⟧	recorded
f32v	f32v.7:3	she	⟦she⟧	recorded
f32v	f32v.7:4	sheaiin	⟦sheaiin⟧	recorded
f32v	f32v.7:5	otshcho	⟦otshcho⟧	recorded
f32v	f32v.7:6	r	⟦r⟧	recorded
f32v	f32v.7:7	dain	 gib ? [links=; rechts=; fehlend=right] [Pakete=d+ain → da]	recorded
f32v	f32v.7:8	shckhy	⟦shckhy⟧	recorded
f32v	f32v.7:9	s	? und ? [links=; rechts=; fehlend=left,right] [Pakete=s → et]	recorded
f32v	f32v.7:10	odan	⟦odan⟧	recorded
