path	expected_sha256	role
experiments/yolo/gdt776_ol_h4_h3_medial_register_bridge/artifacts/GDT776_376_RENDERER.tsv	41f47354ac7ea5b1bab4c651e6a69815a0d020b466d5727166278a482f851709	published 376-position predecessor renderer and exact right-token metadata
experiments/yolo/gdt736_opaque_head_record_role_bridge/artifacts/OPAQUE_96_CONCRETE_ROLE_GRID.tsv	17b748f391fac1a8d67af0fca9b2d667050212f892ee979413374825b76a33ab	training H1-H4 whole-form and body registry
experiments/yolo/gdt737_held_body_record_role_transfer/artifacts/HELD_273_FORM_ROLE_BRIDGE.tsv	e28beadb1859da800e7327b842f638cf2a8a4434dd257f9f6519c0231733263f	held H1-H4 whole-form registry and transferred record-position roles
experiments/yolo/gdt737_held_body_record_role_transfer/artifacts/HELD_BODY_WORKING_CANDIDATES.tsv	1983d5644000938182a7a8390835117393c2651e8a2eb46ab513172eb90df405	corrected held-body candidates and explicit no-export status
experiments/yolo/gdt737_held_body_record_role_transfer/artifacts/TRANSFER_MODEL_UPDATE.tsv	0ad5ce9041816d57cf64f104f6b2f33eedc446e1505a5d9de1a2ba00897c5084	binding occurrence-conditioned H1-H4 role limits
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/EXACT_122_CONSTRUCTION_SPAN_ATLAS.tsv	456ffe9569f953ef69ac86d82e6d428fda22f41a7531d4722833a024eaed77c4	exact observed quantity and state construction spans
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/GDT759_EXACT_CONSTRUCTION_DICTIONARY.tsv	c66a3a8afa68163872bdb12a2368e72bc08bbc4f997d0882e30e15f536ab03e7	registered exact s aiin quantity-value working construction
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/QUANTITY_7_EXACT_BOUNDARY_BRIDGES.tsv	3f0a66fe691449f664fdc8dc0fa4204fc3b6e053309332daf7e0ee98e82183a8	alternate-reader exact split-fusion boundary controls
experiments/yolo/gdt762_moist_medium_candidate_discrimination/artifacts/SEMANTIC_PRECEDENCE_REPAIR_AUDIT.tsv	29364a5ef3f4a720d8e214e884c9198d2ccda8870acef86dfd81f132863f625f	corrected training-whole cards after retired literal-head removal
experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/core_atlas.py	3f66f4db4c749db7496091f8a333fb55db21cbf752b3de7c2f4a3d1b3ec3e063	guarded cached environment provider
experiments/yolo/gdt769_liquid_process_role_identity_dispatch/experiment.json	b4258f4733d1c794fdf7aa19f81318a5cd887cffc451f47952ef42ef324f9556	manifest controlling GDT769 transitive cached inputs
experiments/yolo/gdt764_bounded_value_field_dispatch/src/run.py	fe25e46a0a15e53ea3fbb0d95364a4afb8a351a494cfdfd818fdcf9551ceb687	cache-loader dependency imported by GDT769
experiments/yolo/gdt764_bounded_value_field_dispatch/experiment.json	fe30264a4ecbaf6265bc39462438584a8ccbd667745de74ff560fa5a005b9fe4	manifest controlling inherited guarded cache dependencies
tools/relation_edge_intake.py	fb8447470aa81ed608b90aedf7478893ddf6a445351aa12ab23c6fd725be3a47	GDT388 relation packet validator
