length_id	island_length	event_count	replacement_count	canonical_replay_sha256
L01	1	4576	55	0daa32e6eae167ab992f4811f6a52656be1151d03d126112ca0c79ac95d5efe6
L02	2	4576	110	8f7d06fbba86f78b0ac30f4ac58bd9f52431e11ad18b4201a22edff54aefa089
L03	3	4576	165	15f8331893760939fb67058c0e7ae9bab89d84f5171c7361b7c88630cded9c7f
L04	4	4576	220	8db3993f59ca3eaf26694485e6ff65289176bd3e849e0e83b02a49397f2b5a1b
L05	5	4576	275	2ef7c4a3d32b040b29e1d1951067349edc8c7cf4b100dae053667b02af57382e
L06	6	4576	330	1aba51f83d013b62d048907204b385c74109cdb651756a7cfdcf5152a4bbafc4
L07	7	4576	385	3b78b270ccf52aad63b1ae5de23b2e8f7f894dc802ab6d948bc180b8520eb738
L08	8	4576	440	cd30d91b6c452d82a74c308e1e7096652307d64c3f3020148cc897fd6ff745fd
L09	9	4576	495	c03c68f21b4a7ffca191a46c9c1951a209a22fbecd84922b287763f3d222fc14
L10	10	4576	550	b3c0dcec07d5bc0c57be4bebdf312958b2c831ccdfa8c74a76ca4c9ff270e07d
L11	11	4576	605	3d2b728cfaf9a0a6cf8cca25505239338909a1e975a48c8edbe95cff2dc2c8e0
L12	12	4576	660	bb5efd9400c723a192a6ddfab2747f5618e79c4284b23c4cb361c47b6baa9a8b
L13	13	4576	715	44c8195e22662db3c8891d2ab37a5f7d3f58339a5438224b95f7cdc4f7bc1bfe
L14	14	4576	770	6fbfd6a7ff569e0a1988c57a44cbc305906f5a653a870e6cf9b4cd047b33dbc6
L15	15	4576	825	f40e70802cfa511988f942fd7773af06081bbadc1531b7b97d574300748a48eb
L16	16	4576	880	0a0cd3e9c825df8e5d5ca12f57689938780078bdcb1e9968c3e4e1d15474e22e
