length_id	island_length	bank_id	physical_page	owner_de	event_count	replacement_count	stop_count	isolated_global_exact_count	isolated_global_all_exact
L01	1	G457-L01-K001	f10r	zweiknolliges blauköpfiges Heilkraut	92	2	1	92	YES
L01	1	G457-L01-K002	f11r	blühender dreikroniger Sodenstock	59	1	0	59	YES
L01	1	G457-L01-K003	f13r	große Wurzelkrone mit Blatt und Blütenstand	77	1	0	77	YES
L01	1	G457-L01-K004	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	78	2	0	78	YES
L01	1	G457-L01-K005	f18r	große abgebildete Blütenpflanze	84	3	0	84	YES
L01	1	G457-L01-K006	f1r	F1R_TEXT_BLOCK_A	46	1	0	46	YES
L01	1	G457-L01-K007	f1r	F1R_TEXT_BLOCK_B	25	0	0	25	YES
L01	1	G457-L01-K008	f1r	F1R_TEXT_BLOCK_C	88	1	0	88	YES
L01	1	G457-L01-K009	f1r	F1R_TEXT_BLOCK_D	55	1	1	55	YES
L01	1	G457-L01-K010	f24v	F24V_WHOLE_PLANT	86	2	0	86	YES
L01	1	G457-L01-K011	f55v	große aromatische Doldenpflanze	106	1	0	106	YES
L01	1	G457-L01-K012	f56r	stachelköpfiges Kraut in mehreren Reifestufen	105	2	0	105	YES
L01	1	G457-L01-K013	f67r2	zwei getrennte Himmelsräder und Tabelle	126	2	1	126	YES
L01	1	G457-L01-K014	f68r1	mehrteilige Sternstellentafel	31	1	0	31	YES
L01	1	G457-L01-K015	f71v	dritte lokale Ringgruppe	11	0	0	11	YES
L01	1	G457-L01-K016	f71v	erste lokale Figuren-/Sternringgruppe	37	2	0	37	YES
L01	1	G457-L01-K017	f71v	zweite lokale Figuren-/Sternringgruppe	30	1	0	30	YES
L01	1	G457-L01-K018	f72r	Tierkreis-Ringgruppe A	42	1	0	42	YES
L01	1	G457-L01-K019	f72r	Tierkreis-Ringgruppe B	27	0	0	27	YES
L01	1	G457-L01-K020	f72r	Tierkreis-Ringgruppe C	13	0	0	13	YES
L01	1	G457-L01-K021	f72r	Tierkreis-Ringgruppe D	41	1	0	41	YES
L01	1	G457-L01-K022	f72r	Tierkreis-Ringgruppe E	26	1	0	26	YES
L01	1	G457-L01-K023	f72r	Tierkreis-Ringgruppe F	15	0	0	15	YES
L01	1	G457-L01-K024	f72r	Tierkreis-Ringgruppe G	47	0	0	47	YES
L01	1	G457-L01-K025	f72r	Tierkreis-Ringgruppe H	41	1	0	41	YES
L01	1	G457-L01-K026	f72r	Tierkreis-Ringgruppe I	27	0	0	27	YES
L01	1	G457-L01-K027	f72r	Tierkreis-Ringgruppe J	9	0	0	9	YES
L01	1	G457-L01-K028	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	408	2	0	408	YES
L01	1	G457-L01-K029	f76r	unbebilderter Textabschnitt A0	37	0	0	37	YES
L01	1	G457-L01-K030	f76r	unbebilderter Textabschnitt A1	26	0	0	26	YES
L01	1	G457-L01-K031	f76r	unbebilderter Textabschnitt A2	28	0	0	28	YES
L01	1	G457-L01-K032	f76r	unbebilderter Textabschnitt A3	39	0	0	39	YES
L01	1	G457-L01-K033	f76r	unbebilderter Textabschnitt A4	36	0	0	36	YES
L01	1	G457-L01-K034	f76r	unbebilderter Textabschnitt A5	35	0	0	35	YES
L01	1	G457-L01-K035	f76r	unbebilderter Textabschnitt A6	53	0	0	53	YES
L01	1	G457-L01-K036	f76r	unbebilderter Textabschnitt A7	39	0	0	39	YES
L01	1	G457-L01-K037	f76r	unbebilderter Textabschnitt A8	69	0	0	69	YES
L01	1	G457-L01-K038	f76r	unbebilderter Textabschnitt A9	6	0	0	6	YES
L01	1	G457-L01-K039	f76r	unbebilderter Textabschnitt B	58	0	0	58	YES
L01	1	G457-L01-K040	f76r	unbebilderter Textabschnitt C	76	0	0	76	YES
L01	1	G457-L01-K041	f76r	unbebilderter Textabschnitt D	58	0	0	58	YES
L01	1	G457-L01-K042	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	321	1	0	321	YES
L01	1	G457-L01-K043	f81r	F81R_LOWER_POOL	116	1	0	116	YES
L01	1	G457-L01-K044	f81r	F81R_UPPER_POOL	94	2	0	94	YES
L01	1	G457-L01-K045	f81v	gemeinsames zweireihiges Badfeld	253	1	0	253	YES
L01	1	G457-L01-K046	f82r	mehrere getrennte Bad- und Leitungsstationen	278	2	0	278	YES
L01	1	G457-L01-K047	f83r	Variantenatlas lokaler Becken und Anwendungen	341	2	0	341	YES
L01	1	G457-L01-K048	f88r	sechzehn Drogenposten und drei Gefäßansätze	134	3	0	134	YES
L01	1	G457-L01-K049	f88v	erste Gefaess-/Zutatengruppe	39	2	1	39	YES
L01	1	G457-L01-K050	f88v	zweite Gefaess-/Zutatengruppe	92	3	0	92	YES
L01	1	G457-L01-K051	f89r	Gefäß-/Pflanzenteilgruppe A	47	1	0	47	YES
L01	1	G457-L01-K052	f89r	Gefäß-/Pflanzenteilgruppe B	35	1	0	35	YES
L01	1	G457-L01-K053	f89r	Gefäß-/Pflanzenteilgruppe C	44	1	0	44	YES
L01	1	G457-L01-K054	f89r	Gefäß-/Pflanzenteilgruppe D	44	1	0	44	YES
L01	1	G457-L01-K055	f89r	Gefäß-/Pflanzenteilgruppe E	62	2	0	62	YES
L01	1	G457-L01-K056	f89r	Gefäß-/Pflanzenteilgruppe F	106	1	1	106	YES
L01	1	G457-L01-K057	f95v	F95V_WHOLE_PLANT	178	2	0	178	YES
L02	2	G457-L02-K001	f10r	zweiknolliges blauköpfiges Heilkraut	92	4	1	92	YES
L02	2	G457-L02-K002	f11r	blühender dreikroniger Sodenstock	59	2	0	59	YES
L02	2	G457-L02-K003	f13r	große Wurzelkrone mit Blatt und Blütenstand	77	2	0	77	YES
L02	2	G457-L02-K004	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	78	4	1	78	YES
L02	2	G457-L02-K005	f18r	große abgebildete Blütenpflanze	84	6	0	84	YES
L02	2	G457-L02-K006	f1r	F1R_TEXT_BLOCK_A	46	2	0	46	YES
L02	2	G457-L02-K007	f1r	F1R_TEXT_BLOCK_B	25	0	0	25	YES
L02	2	G457-L02-K008	f1r	F1R_TEXT_BLOCK_C	88	2	0	88	YES
L02	2	G457-L02-K009	f1r	F1R_TEXT_BLOCK_D	55	2	1	55	YES
L02	2	G457-L02-K010	f24v	F24V_WHOLE_PLANT	86	4	0	86	YES
L02	2	G457-L02-K011	f55v	große aromatische Doldenpflanze	106	2	0	106	YES
L02	2	G457-L02-K012	f56r	stachelköpfiges Kraut in mehreren Reifestufen	105	4	0	105	YES
L02	2	G457-L02-K013	f67r2	zwei getrennte Himmelsräder und Tabelle	126	4	2	126	YES
L02	2	G457-L02-K014	f68r1	mehrteilige Sternstellentafel	31	2	0	31	YES
L02	2	G457-L02-K015	f71v	dritte lokale Ringgruppe	11	0	0	11	YES
L02	2	G457-L02-K016	f71v	erste lokale Figuren-/Sternringgruppe	37	4	0	37	YES
L02	2	G457-L02-K017	f71v	zweite lokale Figuren-/Sternringgruppe	30	2	0	30	YES
L02	2	G457-L02-K018	f72r	Tierkreis-Ringgruppe A	42	2	0	42	YES
L02	2	G457-L02-K019	f72r	Tierkreis-Ringgruppe B	27	0	0	27	YES
L02	2	G457-L02-K020	f72r	Tierkreis-Ringgruppe C	13	0	0	13	YES
L02	2	G457-L02-K021	f72r	Tierkreis-Ringgruppe D	41	2	0	41	YES
L02	2	G457-L02-K022	f72r	Tierkreis-Ringgruppe E	26	2	0	26	YES
L02	2	G457-L02-K023	f72r	Tierkreis-Ringgruppe F	15	0	0	15	YES
L02	2	G457-L02-K024	f72r	Tierkreis-Ringgruppe G	47	0	0	47	YES
L02	2	G457-L02-K025	f72r	Tierkreis-Ringgruppe H	41	2	0	41	YES
L02	2	G457-L02-K026	f72r	Tierkreis-Ringgruppe I	27	0	0	27	YES
L02	2	G457-L02-K027	f72r	Tierkreis-Ringgruppe J	9	0	0	9	YES
L02	2	G457-L02-K028	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	408	4	0	408	YES
L02	2	G457-L02-K029	f76r	unbebilderter Textabschnitt A0	37	0	0	37	YES
L02	2	G457-L02-K030	f76r	unbebilderter Textabschnitt A1	26	0	0	26	YES
L02	2	G457-L02-K031	f76r	unbebilderter Textabschnitt A2	28	0	0	28	YES
L02	2	G457-L02-K032	f76r	unbebilderter Textabschnitt A3	39	0	0	39	YES
L02	2	G457-L02-K033	f76r	unbebilderter Textabschnitt A4	36	0	0	36	YES
L02	2	G457-L02-K034	f76r	unbebilderter Textabschnitt A5	35	0	0	35	YES
L02	2	G457-L02-K035	f76r	unbebilderter Textabschnitt A6	53	0	0	53	YES
L02	2	G457-L02-K036	f76r	unbebilderter Textabschnitt A7	39	0	0	39	YES
L02	2	G457-L02-K037	f76r	unbebilderter Textabschnitt A8	69	0	0	69	YES
L02	2	G457-L02-K038	f76r	unbebilderter Textabschnitt A9	6	0	0	6	YES
L02	2	G457-L02-K039	f76r	unbebilderter Textabschnitt B	58	0	0	58	YES
L02	2	G457-L02-K040	f76r	unbebilderter Textabschnitt C	76	0	0	76	YES
L02	2	G457-L02-K041	f76r	unbebilderter Textabschnitt D	58	0	0	58	YES
