review_id	primary_governor_key	statement_id	review_class	expected_selection_route	expected_source_pointer	expected_object_lemma_de	workshop_reason_de	retained_rival_de	decision_de
W01	ACTION:G407-E1628@1:S	G407-S119	OBJECT_RIVAL	RIGHT_SAME_EVENT_COMPATIBLE_SOURCE	ACTION:G407-E1628@2:SH	Körper	Der rechte Körper gehört zum selben Ereignis und ist näher als der ältere Stationsansatz.	älterer Stationsansatz E1626	RIGHT_BODY_WINS
W02	ACTION:G407-E2585@3:T	G407-S370	SCOPE_BLOCKER	ACTION_RULE_TYPED_DEFAULT	NONE	Stationsansatz	Die sichtbare Neuansatzformulierung beendet die ältere Körperreferenz.	NONE	DEFAULT_STATION_AFTER_NEW_BATCH_MARKER
W03	ACTION:G407-E2755@2:S	G407-S397	OBJECT_RIVAL	RIGHT_SAME_EVENT_COMPATIBLE_SOURCE	ACTION:G407-E2755@4:S	Stationsansatz	Der rechts geschriebene Stationsansatz desselben Ereignisses schlägt den nur aktionsintern erzeugten Strom.	interner Strom E2753	RIGHT_STATION_WINS
W04	ACTION:G407-E2765@2:CHD	G407-S397	SCOPE_BLOCKER	ACTION_RULE_TYPED_DEFAULT	NONE	Stationsansatz	Die unmittelbar zuvor angewandte Portion ist nach der Anwendung kein überzeugender fortbestehender Behandlungspatient.	verwendete Anwendungsportion E2764	DEFAULT_STATION_AFTER_USED_PORTION
W05	ACTION:G407-E3013@4:T	G407-S455	SAME_EVENT_BINDING	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3013@2:SH	Stationsansatz	Abkühlen nimmt das unmittelbar vorangehende Badobjekt desselben Ereignisses wieder auf.	NONE	KEEP_LEFT_SAME_EVENT_STATION
W06	ACTION:G407-E3061@1:S	G407-S468	OBJECT_RIVAL	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3060@1:SH	Körper	Der linke Körper ist der aktuelle Patient; der spätere Stationsansatz gehört zu einer anderen Handlung im Ereignis.	rechter Stationsansatz E3061@6	LEFT_BODY_WINS
W07	ACTION:G407-E3129@4:T	G407-S485	PATIENT_COMPATIBILITY	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3129@1:S	Strom	Der gleichereignige Strom ist ein natürlicher Temperaturpatient.	Stationsansatz-Default	KEEP_LEFT_SAME_EVENT_FLOW
W08	ACTION:G407-E3147@1:CHD	G407-S487	SCOPE_BLOCKER	ACTION_RULE_TYPED_DEFAULT	NONE	Stationsansatz	Ein zuvor nur aktionsintern umgeleiteter Strom wird ohne Kanal- oder Wegsignal nicht automatisch zum Behandlungspatienten.	entfernter interner Strom E3145	DEFAULT_STATION_AFTER_INTERNAL_FLOW
W09	ACTION:G407-E3159@2:CHD	G407-S489	PARAMETER_SKIP	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3158@1:CHD	Stationsansatz	Die dazwischenstehende Stationsbedingung ist Parameter und kein Behandlungspatient.	NONE	SKIP_CONDITION_KEEP_STATION
W10	ACTION:G407-E3200@3:T	G407-S498	PARAMETER_BARRIER	ACTION_RULE_TYPED_DEFAULT	NONE	Stationsansatz	Zwei unmittelbarere Maßparameter blockieren die weit entfernte Teilnehmeranapher; Maß selbst darf nicht temperiert werden.	ferner Stationsansatz E3197	DEFAULT_STATION_AFTER_TWO_MEASURES
W11	ACTION:G407-E3266@2:CHD	G407-S510	PARAMETER_SKIP	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3264@3:CHD	Stationsansatz	Die dazwischenstehende Stationsbedingung ist Parameter und kein Behandlungspatient.	NONE	SKIP_CONDITION_KEEP_STATION
W12	ACTION:G407-E3281@2:CHD	G407-S513	OBJECT_SCOPE_RIVAL	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3279@1:OK	Stationsansatz	Der ältere Stationsansatz bleibt primär; das unmittelbarere Maß ist ein sichtbarer Scope-Rivale, aber kein guter Behandlungspatient.	Stations- oder Badmaß E3280	LEFT_STATION_PRIMARY_RETAIN_MEASURE_RIVAL
W13	ACTION:G407-E3488@3:T	G407-S565	SAME_EVENT_BINDING	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3488@1:SH	Stationsansatz	Relationsregulierung nimmt das Badobjekt desselben Ereignisses wieder auf.	NONE	KEEP_LEFT_SAME_EVENT_STATION
W14	ACTION:G407-E3541@1:S	G407-S579	OBJECT_RIVAL	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3539@2:S	Stationsmaß	Das linke Stationsmaß ist bei Auswahl natürlich; die spätere Portion gehört zur nachfolgenden Handlung.	rechte Anwendungsportion E3541@2	LEFT_MEASURE_WINS
W15	ACTION:G407-E3650@1:CHD	G407-S609	FLOW_EXCEPTION	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3649@1:S	Strom	Das sichtbare Weg- oder Kanalsignal macht den zuvor umgeleiteten Strom hier ausnahmsweise zum vertretbaren Behandlungspatienten.	Stationsansatz-Default	KEEP_FLOW_WITH_CHANNEL_PATH
W16	ACTION:G407-E3707@1:T	G407-S631	PARAMETER_SKIP	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3705@1:OK	Stationsansatz	Das dazwischenstehende Maß ist kein Temperaturpatient; ein einzelner Parameter löscht den älteren Ansatz noch nicht.	Stationsansatz-Default als Definitheitsrivale	SKIP_ONE_MEASURE_KEEP_STATION
W17	ACTION:G407-E3749@1:S	G407-S641	SCOPE_BLOCKER	ACTION_RULE_TYPED_DEFAULT	NONE	Stationseinheit	Die bereits zugeführte Portion ist für eine spätere Auswahl kein überzeugender fortbestehender Gegenstand.	späterer Stationsansatz E3749@3	DEFAULT_UNIT_AFTER_COMPLETED_TRANSFER
