event_id	record_unit_id	statement_id	statement_position	instruction_atom_de	global_candidates	record_candidates	previous_atom_de	next_atom_de	selection_rule	selected_joint_tuple_id	expected_joint_tuple_id	selected_surfaces	exact_recovery
E101	B1	B1-S001	1	kurz ansetzen; Schluss	1	1	START	END	UNIQUE_VALUE	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	qokedy	PASS
E102	B1	B1-S002	1	bemessen	1	1	START	Wasser zufuehren	UNIQUE_VALUE	b5fcea1eaed06b2f2291	b5fcea1eaed06b2f2291	okaiin|qokaiin	PASS
E103	B1	B1-S002	2	Wasser zufuehren	1	1	bemessen	an die Stelle setzen	UNIQUE_VALUE	22fb87a5a83e5c3fb510	22fb87a5a83e5c3fb510	kair	PASS
E104	B1	B1-S002	3	an die Stelle setzen	1	1	Wasser zufuehren	dasselbe	UNIQUE_VALUE	308e8ea2d5d190c498e8	308e8ea2d5d190c498e8	okal|qokal	PASS
E105	B1	B1-S002	4	dasselbe	1	1	an die Stelle setzen	fortsetzen	UNIQUE_VALUE	4d4559019a961b834aa1	4d4559019a961b834aa1	char|dar|sar	PASS
E106	B1	B1-S002	5	fortsetzen	1	1	dasselbe	eine Portion	UNIQUE_VALUE	dcda95c81a5460feb191	dcda95c81a5460feb191	cheol|ol|qol|sol|tol	PASS
E107	B1	B1-S002	6	eine Portion	1	1	fortsetzen	weitere Portion	UNIQUE_VALUE	9da1b6ac2c929daea697	9da1b6ac2c929daea697	chkain|kain	PASS
E108	B1	B1-S002	7	weitere Portion	1	1	eine Portion	Stelle	UNIQUE_VALUE	94df4847b7b16c98394a	94df4847b7b16c98394a	olkain|qolkain	PASS
E109	B1	B1-S002	8	Stelle	1	1	weitere Portion	fortsetzen	UNIQUE_VALUE	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	PASS
E110	B1	B1-S002	9	fortsetzen	1	1	Stelle	weiter abkuehlen	UNIQUE_VALUE	dcda95c81a5460feb191	dcda95c81a5460feb191	cheol|ol|qol|sol|tol	PASS
E111	B1	B1-S002	10	weiter abkuehlen	1	1	fortsetzen	weiterfuehren	UNIQUE_VALUE	1496a731803a9f48d2e1	1496a731803a9f48d2e1	rol	PASS
E112	B1	B1-S002	11	weiterfuehren	1	1	weiter abkuehlen	weiterer Ansatz	UNIQUE_VALUE	0f18de177ed7c878bf95	0f18de177ed7c878bf95	dl	PASS
E113	B1	B1-S002	12	weiterer Ansatz	1	1	weiterfuehren	fortsetzen	UNIQUE_VALUE	dec401773c1f0347793d	dec401773c1f0347793d	olor	PASS
E114	B1	B1-S002	13	fortsetzen	1	1	weiterer Ansatz	kurz an der Durchlassstelle	UNIQUE_VALUE	dcda95c81a5460feb191	dcda95c81a5460feb191	cheol|ol|qol|sol|tol	PASS
E115	B1	B1-S002	14	kurz an der Durchlassstelle	1	1	fortsetzen	Mass	UNIQUE_VALUE	4eab1841ed655c20a348	4eab1841ed655c20a348	sheckhal	PASS
E116	B1	B1-S002	15	Mass	1	1	kurz an der Durchlassstelle	länger an der Stelle halten	UNIQUE_VALUE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	aiin|daiin|saiin	PASS
E117	B1	B1-S002	16	länger an der Stelle halten	1	1	Mass	Mass	UNIQUE_VALUE	93f69c38fdedee1598e9	93f69c38fdedee1598e9	qokeedal	PASS
E118	B1	B1-S002	17	Mass	1	1	länger an der Stelle halten	durchführen	UNIQUE_VALUE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	aiin|daiin|saiin	PASS
E119	B1	B1-S002	18	durchführen	1	1	Mass	umsetzen; Schluss	UNIQUE_VALUE	2cc8bb3c2af19607888f	2cc8bb3c2af19607888f	chckhy|shckhy	PASS
E120	B1	B1-S002	19	umsetzen; Schluss	2	2	durchführen	END	SHORT_DCH_AFTER_SHORT_CONTINUE_ELSE_DEFAULT	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	PASS
