lock_id	path	expected_sha256	role
G772-C001	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/CANDIDATE_POLICY_SPECS.tsv	be4b7079160d6bacf35b2886d5371ee99035bc842caeab8e649475e437879534	unchanged 18-candidate 22-branch deck
G772-C002	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/PENALTY_SPECS.tsv	cdb224e8f2fed9ebbb98eb2ed6f97f51cb691657c744858bb286f108b8319254	unchanged six-row penalty contract
G772-C003	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/WINNER_GATE_SPECS.tsv	91af34b056c0ef4a364ca12f27b69770eef65f53a61e34dc39494cdf672ab33a	unchanged eight-gate contract
G772-C004	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/model.py	34423af3a298c296f688cd109689e19d0f306a6384d36424207b4365c3daf407	unchanged opaque context and role-edge binder
G772-C005	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/scoring.py	466136d16f4667e7274fc8adcd19b145476dcfbff08b52d2882d85e9d5394f24	unchanged penalty-only occurrence scorer
G772-C006	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/run.py	4ad68adc9b7df7661973cc3698a878534c38d8a714783382d734f370e7054634	unchanged aggregation, holdout, and winner-gate helpers
G772-C007	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/validate.py	3006bae41d6e885784b70bc4e97dac552149705cbff50da6f6f48bd13f5a893e	independent frozen reimplementation used by GDT772 validator
G772-C008	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/COHORT_15_LINE_SPECS.tsv	369e5381abe59acfb59bd4db7ff75055e42f881b0cff0846bbe849c7c9b4c735	unchanged original 15-line cohort
G772-C009	experiments/yolo/gdt770_target_masked_valency_orphan_tournament/src/TARGET_INDEPENDENT_SLOT_CONSTRAINTS.tsv	b2a6cf146bf2d68967a04c78435c5ef575b919668c223fafd1cf023ca97406b0	unchanged original slot constraints
G772-C010	experiments/yolo/gdt771_complete_cache_discriminator_sufficiency/artifacts/OL_LEFT_BRANCH_ATLAS.tsv	ebc2e797bedd49a87964140cc9c60ec02339cd05b367f062ce9059afbc295262	seven full branches and collateral contexts
G772-C011	experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_32339_COMPACT_CELL_REGISTER.tsv	47e8c7375503c2af7c95049392660de23556993ef78c1f24a10af6d9d7a1ed3c	guarded token geometry and inherited display source
