mode	record	line	locus	word	pieces	coverage	rendering	row_status
W	f17r	f17r.4	f17r.4:1	tcho	tcho	OPEN	⟦tcho⟧	recorded
W	f17r	f17r.4	f17r.4:2	shol	shol	FULL_HYPOTHESIS	feucht[NP=NA]	recorded
W	f17r	f17r.4	f17r.4:3	qokol	qokol	OPEN	⟦qokol⟧	recorded
W	f17r	f17r.4	f17r.4:4	qor	qor	OPEN	⟦qor⟧	recorded
W	f17r	f17r.4	f17r.4:5	olaiin	olaiin	OPEN	⟦olaiin⟧	recorded
W	f17r	f17r.4	f17r.4:6	opydg	opydg	OPEN	⟦opydg⟧	recorded
W	f17r	f17r.4	f17r.4:7	som	som	OPEN	⟦som⟧	recorded
W	f17r	f17r.4	f17r.4:8	ypchy	ypchy	OPEN	⟦ypchy⟧	recorded
W	f17r	f17r.4	f17r.4:9	ypaim	ypaim	OPEN	⟦ypaim⟧	recorded
W	f17r	f17r.5	f17r.5:1	ychekchy	ychekchy	OPEN	⟦ychekchy⟧	recorded
W	f17r	f17r.5	f17r.5:2	cthy	cthy	FULL_HYPOTHESIS	Kraut[f17r.5:2/1]	recorded
W	f17r	f17r.5	f17r.5:3	chor	chor	FULL_HYPOTHESIS	Blüten[f17r.5:3/1]	recorded
W	f17r	f17r.5	f17r.5:4	shor	shor	FULL_HYPOTHESIS	Früchte[f17r.5:4/1]	recorded
W	f17r	f17r.5	f17r.5:5	cphor	cphor	OPEN	⟦cphor⟧	recorded
W	f17r	f17r.5	f17r.5:6	cphaldy	cphaldy	OPEN	⟦cphaldy⟧	recorded
W	f17r	f17r.5	f17r.5:7	dair	dair	OPEN	⟦dair⟧	recorded
W	f17r	f17r.5	f17r.5:8	cthey	cthey	OPEN	⟦cthey⟧	recorded
W	f17r	f17r.5	f17r.5:9	qody	qody	OPEN	⟦qody⟧	recorded
W	f17r	f17r.6	f17r.6:1	tsho	tsho	OPEN	⟦tsho⟧	recorded
W	f17r	f17r.6	f17r.6:2	qof	qof	OPEN	⟦qof⟧	recorded
W	f17r	f17r.6	f17r.6:3	cho	cho	OPEN	⟦cho⟧	recorded
W	f17r	f17r.6	f17r.6:4	qokcheor	qokcheor	OPEN	⟦qokcheor⟧	recorded
W	f17r	f17r.6	f17r.6:5	cheteg	cheteg	OPEN	⟦cheteg⟧	recorded
W	f21r	f21r.8	f21r.8:1	fcho	fcho	OPEN	⟦fcho⟧	recorded
W	f21r	f21r.8	f21r.8:2	kshy	kshy	OPEN	⟦kshy⟧	recorded
W	f21r	f21r.8	f21r.8:3	otor	otor	OPEN	⟦otor⟧	recorded
W	f21r	f21r.8	f21r.8:4	sheol	sheol	OPEN	⟦sheol⟧	recorded
W	f21r	f21r.8	f21r.8:5	ocphal	ocphal	OPEN	⟦ocphal⟧	recorded
W	f21r	f21r.8	f21r.8:6	opsheas	opsheas	OPEN	⟦opsheas⟧	recorded
W	f21r	f21r.8	f21r.8:7	cthodaiin	cthodaiin	OPEN	⟦cthodaiin⟧	recorded
W	f21r	f21r.8	f21r.8:8	oty	oty	OPEN	⟦oty⟧	recorded
W	f21r	f21r.9	f21r.9:1	okaiin	okaiin	FULL_HYPOTHESIS	Ansatz[f21r.9:1/1]	recorded
W	f21r	f21r.9	f21r.9:2	sho	sho	FULL_HYPOTHESIS	vermische(cthy;UNMARKED_ARGUMENT;NP=f21r.9:8/1)	recorded
W	f21r	f21r.9	f21r.9:3	tshaiin	tshaiin	OPEN	⟦tshaiin⟧	recorded
W	f21r	f21r.9	f21r.9:4	chkaiin	chkaiin	OPEN	⟦chkaiin⟧	recorded
W	f21r	f21r.9	f21r.9:5	sh	sh	OPEN	⟦sh⟧	recorded
W	f21r	f21r.9	f21r.9:6	cthey	cthey	OPEN	⟦cthey⟧	recorded
W	f21r	f21r.9	f21r.9:7	cthody	cthody	OPEN	⟦cthody⟧	recorded
W	f21r	f21r.9	f21r.9:8	cthy	cthy	FULL_HYPOTHESIS	Kraut[f21r.9:8/1]	recorded
W	f21r	f21r.9	f21r.9:9	s	s	OPEN	⟦s⟧	recorded
W	f21r	f21r.10	f21r.10:1	totchy	totchy	OPEN	⟦totchy⟧	recorded
W	f21r	f21r.10	f21r.10:2	keor	keor	OPEN	⟦keor⟧	recorded
W	f21r	f21r.10	f21r.10:3	chy	chy	FULL_HYPOTHESIS	Wasser[f21r.10:3/1]	recorded
W	f21r	f21r.10	f21r.10:4	ky	ky	OPEN	⟦ky⟧	recorded
W	f21r	f21r.10	f21r.10:5	qotaiin	qotaiin	OPEN	⟦qotaiin⟧	recorded
W	f21r	f21r.10	f21r.10:6	qotchol	qotchol	OPEN	⟦qotchol⟧	recorded
W	f21r	f21r.10	f21r.10:7	ty	ty	OPEN	⟦ty⟧	recorded
W	f21r	f21r.10	f21r.10:8	ctheey	ctheey	OPEN	⟦ctheey⟧	recorded
W	f21r	f21r.10	f21r.10:9	otaiin	otaiin	OPEN	⟦otaiin⟧	recorded
W	f21r	f21r.11	f21r.11:1	shol	shol	FULL_HYPOTHESIS	feucht[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:2	chol	chol	FULL_HYPOTHESIS	trocken[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:3	shol	shol	FULL_HYPOTHESIS	feucht[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:4	tchol	tchol	OPEN	⟦tchol⟧	recorded
W	f21r	f21r.11	f21r.11:5	chcthy	chcthy	OPEN	⟦chcthy⟧	recorded
W	f21r	f21r.11	f21r.11:6	otyky	otyky	OPEN	⟦otyky⟧	recorded
W	f21r	f21r.11	f21r.11:7	shey	shey	OPEN	⟦shey⟧	recorded
W	f21r	f21r.11	f21r.11:8	yteol	yteol	OPEN	⟦yteol⟧	recorded
