context_witness_id	frame_id	frozen_frame	context_recipe	context_meaning_de	event_id	record_id	physical_page	register	active_model	surface	working_recipe	match_count	match_start_ordinals	context_is_complete_event_recipe	current_event_reading_de	source_event_preserved
G489-CW001	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E009	G475-R007	f71v	CELESTIAL	COORDINATE	otaiin	OT+AIIN	1	2	NO	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	YES
G489-CW002	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E010	G475-R008	f71v	CELESTIAL	INSTRUCTION	okaraiin	OK+AR+AIIN	1	3	NO	Setze den Positionswert von der Ausgangsposition.	YES
G489-CW003	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E021	G475-R014	f71v	CELESTIAL	COORDINATE	otalaiin	OT+AL+AIIN	1	3	NO	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW004	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E027	G475-R019	f72r	CELESTIAL	COORDINATE	oaiin	O+AIIN	1	2	NO	Adressspur: Ausführungspunkt → Positionswert.	YES
G489-CW005	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E035	G475-R024	f72r	CELESTIAL	COORDINATE	otaiin	OT+AIIN	1	2	NO	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	YES
G489-CW006	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E079	G475-R060	f72r	CELESTIAL	INSTRUCTION	olkalaiin	OL+AL+AIIN	1	3	NO	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	YES
G489-CW007	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E084	G475-R063	f72r	CELESTIAL	COORDINATE	aiin	AIIN	1	1	YES	Adressspur: Positionswert.	YES
G489-CW008	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E088	G475-R065	f72r	CELESTIAL	CATALOGUE	ypaiin	AIIN	1	1	YES	Sternstelle »yp« — Wertangabe.	YES
G489-CW009	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E091	G475-R066	f72r	CELESTIAL	COORDINATE	daiin	AIIN	1	1	YES	Adressspur: Positionswert.	YES
G489-CW010	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E092	G475-R067	f72r	CELESTIAL	CATALOGUE	oeeodaiin	AIIN	1	1	YES	Sternstelle »oeeo« — Wertangabe.	YES
G489-CW011	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E095	G475-R069	f72r	CELESTIAL	INSTRUCTION	okaiin	OK+AIIN	1	2	NO	Setze den Positionswert.	YES
G489-CW012	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E099	G475-R072	f72r	CELESTIAL	CATALOGUE	oeeesaiin	AIIN	1	1	YES	Sternstelle »oeees« — Wertangabe.	YES
G489-CW013	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E106	G475-R076	f72r	CELESTIAL	CATALOGUE	ykaraiin	AR+AIIN	1	2	NO	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	YES
G489-CW014	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E110	G475-R078	f72r	CELESTIAL	CATALOGUE	olaiin	OL+AIIN	1	2	NO	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES
G489-CW015	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E130	G475-R093	f77r	BIOLOGICAL	COORDINATE	otolaiin	OT+OL+AIIN	1	3	NO	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES
G489-CW016	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E141	G475-R102	f88v	PHARMA	INSTRUCTION	okaiin	OK+AIIN	1	2	NO	Setze den Mengenwert als Ansatz an.	YES
G489-CW017	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E150	G475-R109	f89r	PHARMA	CATALOGUE	ararchodaiin	AR+AR+AIIN	1	3	NO	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES
G489-CW018	G489-F02	@ACTION+AIIN	AIIN	WERT	G485-E155	G475-R112	f89r	PHARMA	INSTRUCTION	okaiin	OK+AIIN	1	2	NO	Setze den Mengenwert als Ansatz an.	YES
G489-CW019	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E016	G475-R010	f71v	CELESTIAL	COORDINATE	dan	AIN	1	1	YES	Adressspur: Sektoranteil.	YES
G489-CW020	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E026	G475-R018	f72r	CELESTIAL	CATALOGUE	chdaiirdainy	AIN+Y	1	1	NO	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	YES
G489-CW021	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E036	G475-R024	f72r	CELESTIAL	COORDINATE	otain	OT+AIN	1	2	NO	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	YES
G489-CW022	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E039	G475-R025	f72r	CELESTIAL	INSTRUCTION	ainam	AIN+AM_ADDR	1	1	NO	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	YES
G489-CW023	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E047	G475-R031	f72r	CELESTIAL	COORDINATE	otainy	OT+AIN+Y	1	2	NO	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	YES
G489-CW024	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E154	G475-R111	f89r	PHARMA	CATALOGUE	otorain	OT+AIN	1	2	NO	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	YES
G489-CW025	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E156	G475-R112	f89r	PHARMA	INSTRUCTION	dan	AIN	1	1	YES	Im selben Gang setze den Drogenanteil als Ansatz an.	YES
G489-CW026	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E172	G475-R124	f89r	PHARMA	INSTRUCTION	korainy	K+OR+AIN+Y	1	3	NO	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G489-CW027	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E176	G475-R128	f89r	PHARMA	CATALOGUE	oporain	AIN	1	1	YES	Droge »opor« — Anteilsangabe.	YES
G489-CW028	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E178	G475-R130	f89r	PHARMA	INSTRUCTION	okain	OK+AIN	1	2	NO	Setze den Drogenanteil als Ansatz an.	YES
G489-CW029	G489-F03	@ACTION+AIN	AIN	ANTEIL	G485-E179	G475-R131	f89r	PHARMA	CATALOGUE	yorain	AIN	1	1	YES	Droge »yor« — Anteilsangabe.	YES
G489-CW030	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E005	G475-R003	f71v	CELESTIAL	CATALOGUE	chfaly	AL+Y	1	1	NO	Sternstelle »chf« — Zielzuordnung, Postenangabe.	YES
G489-CW031	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E008	G475-R006	f71v	CELESTIAL	INSTRUCTION	alcphy	AL+CH+P+Y	1	1	NO	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	YES
G489-CW032	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E013	G475-R009	f71v	CELESTIAL	COORDINATE	aly	AL+Y	1	1	NO	Adressspur: Zielposition → Positionsposten.	YES
G489-CW033	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E014	G475-R010	f71v	CELESTIAL	COORDINATE	opalar	AL+AR	1	1	NO	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	YES
G489-CW034	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E017	G475-R011	f71v	CELESTIAL	CATALOGUE	opalor	AL+OR	1	1	NO	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	YES
G489-CW035	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E020	G475-R013	f71v	CELESTIAL	CATALOGUE	otalody	OT+AL	1	2	NO	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW036	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E021	G475-R014	f71v	CELESTIAL	COORDINATE	otalaiin	OT+AL+AIIN	1	2	NO	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW037	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E030	G475-R020	f72r	CELESTIAL	INSTRUCTION	okalam	OK+AL+AM_ADDR	1	2	NO	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	YES
G489-CW038	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E031	G475-R021	f72r	CELESTIAL	INSTRUCTION	ytalshdy	AL+SH	1	1	NO	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	YES
G489-CW039	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E033	G475-R022	f72r	CELESTIAL	CATALOGUE	alif	AL	1	1	YES	Sternstelle »if« — Zielzuordnung.	YES
G489-CW040	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E034	G475-R023	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	3	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW041	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E037	G475-R025	f72r	CELESTIAL	INSTRUCTION	otalef	OT+AL	1	2	NO	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW042	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E042	G475-R027	f72r	CELESTIAL	COORDINATE	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	1	4	NO	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	YES
G489-CW043	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E044	G475-R029	f72r	CELESTIAL	CATALOGUE	otchdal	OT+AL	1	2	NO	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	YES
G489-CW044	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E052	G475-R036	f72r	CELESTIAL	INSTRUCTION	okealar	OK+AL+AR	1	2	NO	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	YES
G489-CW045	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E053	G475-R037	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	3	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW046	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E054	G475-R038	f72r	CELESTIAL	INSTRUCTION	okalar	OK+AL+AR	1	2	NO	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G489-CW047	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E055	G475-R039	f72r	CELESTIAL	INSTRUCTION	okal	OK+AL	1	2	NO	Setze den Eintrag zur Zielposition.	YES
G489-CW048	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E056	G475-R040	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	2	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW049	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E057	G475-R041	f72r	CELESTIAL	INSTRUCTION	okal	OK+AL	1	2	NO	Setze den Eintrag zur Zielposition.	YES
G489-CW050	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E064	G475-R046	f72r	CELESTIAL	INSTRUCTION	okeal	OK+AL	1	2	NO	Setze den Sternstelleneintrag »e« zur Zielposition.	YES
G489-CW051	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E066	G475-R048	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	2	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW052	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E070	G475-R052	f72r	CELESTIAL	COORDINATE	otal	OT+AL	1	2	NO	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW053	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E071	G475-R053	f72r	CELESTIAL	CATALOGUE	ralal	AL+AL	2	1|2	NO	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	YES
G489-CW054	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E073	G475-R055	f72r	CELESTIAL	COORDINATE	otalshy	OT+AL+Y	1	2	NO	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW055	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E074	G475-R056	f72r	CELESTIAL	INSTRUCTION	okaldy	OK+AL+DY	1	2	NO	Setze den Eintrag zur Zielposition, und schließe den Schritt.	YES
G489-CW056	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E077	G475-R059	f72r	CELESTIAL	CATALOGUE	ainaly	AL+Y	1	1	NO	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES
G489-CW057	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E079	G475-R060	f72r	CELESTIAL	INSTRUCTION	olkalaiin	OL+AL+AIIN	1	2	NO	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	YES
G489-CW058	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E080	G475-R060	f72r	CELESTIAL	COORDINATE	olalsy	OL+AL+Y	1	2	NO	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G489-CW059	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E086	G475-R064	f72r	CELESTIAL	INSTRUCTION	al	AL	1	1	YES	Beziehe den Eintrag zur Zielposition.	YES
G489-CW060	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E089	G475-R065	f72r	CELESTIAL	CATALOGUE	alaly	AL+AL+Y	2	1|2	NO	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES
G489-CW061	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E097	G475-R070	f72r	CELESTIAL	CATALOGUE	oralkam	OR+AL+AM_ADDR	1	2	NO	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES
G489-CW062	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E098	G475-R071	f72r	CELESTIAL	CATALOGUE	ytairal	AIR+AL	1	2	NO	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	YES
G489-CW063	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E105	G475-R075	f72r	CELESTIAL	CATALOGUE	eeesaly	AL+Y	1	1	NO	Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES
G489-CW064	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E107	G475-R076	f72r	CELESTIAL	CATALOGUE	airal	AIR+AL	1	2	NO	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	YES
G489-CW065	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E108	G475-R077	f72r	CELESTIAL	INSTRUCTION	okalar	OK+AL+AR	1	2	NO	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G489-CW066	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E112	G475-R078	f72r	CELESTIAL	INSTRUCTION	olfsheoral	OL+SH+AL	1	3	NO	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	YES
G489-CW067	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E113	G475-R079	f72r	CELESTIAL	CATALOGUE	opalal	AL+AL	2	1|2	NO	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	YES
G489-CW068	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E115	G475-R081	f72r	CELESTIAL	CATALOGUE	oraiiral	OR+AL	1	2	NO	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES
G489-CW069	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E119	G475-R084	f72r	CELESTIAL	COORDINATE	aral	AR+AL	1	2	NO	Adressspur: Ausgangsposition → Zielposition.	YES
G489-CW070	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E120	G475-R084	f72r	CELESTIAL	COORDINATE	oletal	OL+AL	1	2	NO	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	YES
G489-CW071	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E127	G475-R090	f77r	BIOLOGICAL	CATALOGUE	soral	AL	1	1	YES	Badstation »sor« — Zielzuordnung.	YES
G489-CW072	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E132	G475-R094	f88v	PHARMA	INSTRUCTION	okalyd	OK+AL	1	2	NO	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	YES
G489-CW073	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E142	G475-R103	f88v	PHARMA	CATALOGUE	daramdal	AR+AL	1	2	NO	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	YES
G489-CW074	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E158	G475-R114	f89r	PHARMA	CATALOGUE	saldam	AL+AM_ADDR	1	1	NO	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES
G489-CW075	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E164	G475-R119	f89r	PHARMA	INSTRUCTION	saloiinsheol	AL+SH+OL	1	1	NO	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G489-CW076	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E180	G475-R132	f89r	PHARMA	CATALOGUE	ofakal	O+LOCAL_CHAR_F+AL	1	3	NO	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES
G489-CW077	G489-F04	@ACTION+AL	AL	ZIELORT	G485-E181	G475-R133	f89r	PHARMA	COORDINATE	otalsy	OT+AL+Y	1	2	NO	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW078	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E005	G475-R003	f71v	CELESTIAL	CATALOGUE	chfaly	AL+Y	1	1	YES	Sternstelle »chf« — Zielzuordnung, Postenangabe.	YES
G489-CW079	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E013	G475-R009	f71v	CELESTIAL	COORDINATE	aly	AL+Y	1	1	YES	Adressspur: Zielposition → Positionsposten.	YES
