event_id	master_card_id	portable_value_de	page	record_unit_id	statement_id	field_id	visible_owner	terminal_status	is_r229_station_event	r229_station_id	portability_class
E003	MC055	davon	f10r	H1	H1-S001	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E008	MC026	einsetzen	f10r	H1	H1-S001	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E009	MC039	Sollwert	f10r	H1	H1-S001	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E017	MC080	Ansatz	f10r	H2	H2-S001	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E020	MC123	dies	f10r	H2	H2-S001	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E021	MC123	dies	f10r	H2	H2-S001	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E022	MC039	Sollwert	f10r	H2	H2-S001	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E023	MC123	dies	f10r	H2	H2-S001	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E025	MC080	Ansatz	f10r	H2	H2-S002	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E030	MC039	Sollwert	f10r	H2	H2-S002	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E031	MC055	davon	f10r	H2	H2-S002	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E033	MC080	Ansatz	f10r	H2	H2-S003	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E034	MC080	Ansatz	f10r	H2	H2-S003	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E035	MC123	dies	f10r	H2	H2-S003	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E037	MC123	dies	f10r	H2	H2-S003	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E048	MC123	dies	f11r	H3	H3-S003	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E050	MC123	dies	f11r	H3	H3-S003	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E051	MC039	Sollwert	f11r	H3	H3-S003	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E055	MC123	dies	f11r	H3	H3-S004	F009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E056	MC120	bemessen	f55v	H4	H4-S001	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E057	MC039	Sollwert	f55v	H4	H4-S001	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E061	MC039	Sollwert	f55v	H4	H4-S002	F011	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E062	MC074	überführen	f55v	H4	H4-S002	F011	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E068	MC039	Sollwert	f55v	H4	H4-S004	F013	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E069	MC040	dorthin einsetzen	f55v	H4	H4-S004	F013	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E071	MC080	Ansatz	f55v	H4	H4-S004	F013	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E072	MC123	dies	f55v	H4	H4-S004	F013	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E077	MC039	Sollwert	f56r	H5	H5-S001	F014	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E081	MC026	einsetzen	f56r	H5	H5-S001	F015	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E085	MC026	einsetzen	f56r	H5	H5-S002	F016	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E100	MC039	Sollwert	f56r	H5	H5-S006	F020	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
E101	MC083	kurz einwirken; Schluss	f81v	B1	B1-S001	F021	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	NO	OUTSIDE_R229_STATIONS	STRONG_PORTABLE_ACTION_OR_CONTROL
