prediction_rank	cell_id	scribe_profile	intended_fused_atom_sequence	written_analytic_atom_sequence	written_surface_sequence	spoken_reading_de	uses_only_observed_surfaces	new_surface_invented	word_boundary_changed	status
8	B04E10	S1_BARE_MASTER	CHD+EE+Y	CHD | EE+Y	chda oeesy	umsetzen länger am aktuellen Posten	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
8	B04E10	S2_Q_CELL_SCRIBE	CHD+EE+Y	CHD | EE+Y	chdy oeesy	umsetzen länger am aktuellen Posten	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
8	B04E10	S3_S_LINE_SCRIBE	CHD+EE+Y	CHD | EE+Y	chda oeesy	umsetzen länger am aktuellen Posten	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
8	B04E10	S4_MIXED_COMPACT	CHD+EE+Y	CHD | EE+Y	chdy oeesy	umsetzen länger am aktuellen Posten	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
9	B03E04	S1_BARE_MASTER	OT+AIN	OT | AIN	ot ain	zum folgenden Posten gehen an einer Portion	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
9	B03E04	S2_Q_CELL_SCRIBE	OT+AIN	OT | AIN	oty dain	zum folgenden Posten gehen an einer Portion	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
9	B03E04	S3_S_LINE_SCRIBE	OT+AIN	OT | AIN	otys sain	zum folgenden Posten gehen an einer Portion	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
9	B03E04	S4_MIXED_COMPACT	OT+AIN	OT | AIN	otaza ain	zum folgenden Posten gehen an einer Portion	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
11	B02E03	S1_BARE_MASTER	OL+AIIN	OL | AIIN	ol aiin	fortsetzen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
11	B02E03	S2_Q_CELL_SCRIBE	OL+AIIN	OL | AIIN	qolky daiin	fortsetzen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
11	B02E03	S3_S_LINE_SCRIBE	OL+AIIN	OL | AIIN	sol saiin	fortsetzen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
11	B02E03	S4_MIXED_COMPACT	OL+AIIN	OL | AIIN	oldy dadaiin	fortsetzen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
12	B11E03	S1_BARE_MASTER	KCH+AIIN	KCH | AIIN	kchy aiin	bearbeiten mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
12	B11E03	S2_Q_CELL_SCRIBE	KCH+AIIN	KCH | AIIN	kchey daiin	bearbeiten mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
12	B11E03	S3_S_LINE_SCRIBE	KCH+AIIN	KCH | AIIN	okchy saiin	bearbeiten mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
12	B11E03	S4_MIXED_COMPACT	KCH+AIIN	KCH | AIIN	okchy dadaiin	bearbeiten mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
17	B06E03	S1_BARE_MASTER	CKH+AIIN	CKH | AIIN	ockhy aiin	durchführen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
17	B06E03	S2_Q_CELL_SCRIBE	CKH+AIIN	CKH | AIIN	qockhy daiin	durchführen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
17	B06E03	S3_S_LINE_SCRIBE	CKH+AIIN	CKH | AIIN	ockhy saiin	durchführen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
17	B06E03	S4_MIXED_COMPACT	CKH+AIIN	CKH | AIIN	ockhy dadaiin	durchführen mit Sollwert	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
18	B02E06	S1_BARE_MASTER	OL+AL	OL | AL	ol al	fortsetzen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
18	B02E06	S2_Q_CELL_SCRIBE	OL+AL	OL | AL	qolky dal	fortsetzen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
18	B02E06	S3_S_LINE_SCRIBE	OL+AL	OL | AL	sol sal	fortsetzen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
18	B02E06	S4_MIXED_COMPACT	OL+AL	OL | AL	oldy alys	fortsetzen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
24	B05E06	S1_BARE_MASTER	CTH+AL	CTH | AL	octhey al	bereitstellen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
24	B05E06	S2_Q_CELL_SCRIBE	CTH+AL	CTH | AL	octhys dal	bereitstellen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
24	B05E06	S3_S_LINE_SCRIBE	CTH+AL	CTH | AL	cphocthy sal	bereitstellen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
24	B05E06	S4_MIXED_COMPACT	CTH+AL	CTH | AL	octhys alys	bereitstellen am Ziel	YES	NO	YES_FUSED_PREDICTION_TO_TWO_CARD_PARAPHRASE	APPRENTICE_ANALYTIC_PARAPHRASE_NOT_MANUSCRIPT_FORM
