neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N00001	AIIN	EMPTY_RECIPE	ATOM_DELETION	1	AIIN	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	150	155	20	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	0	0	150	0	0	155	OBSERVED_CONTEXT_ALL_STOP	EMPTY_RECIPE	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N00040	AIIN+Y	AIIN	ATOM_DELETION	2	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00041	AIIN+Y	Y	ATOM_DELETION	1	AIIN	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00048	AIN	EMPTY_RECIPE	ATOM_DELETION	1	AIN	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	61	63	15	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	0	0	61	0	0	63	OBSERVED_CONTEXT_ALL_STOP	EMPTY_RECIPE	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N00069	AIN+D_ADDR	AIN	ATOM_DELETION	2	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00070	AIN+D_ADDR	D_ADDR	ATOM_DELETION	1	AIN	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00083	AIR	EMPTY_RECIPE	ATOM_DELETION	1	AIR	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	5	5	3	f67r2|f72r|f89r	0	0	5	0	0	5	OBSERVED_CONTEXT_ALL_STOP	EMPTY_RECIPE	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N00234	AIR+Y+DY	AIR+DY	ATOM_DELETION	2	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_NARROW_APPENDIX	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00235	AIR+Y+DY	AIR+Y	ATOM_DELETION	3	DY	NONE	FORMAL_CONTROL	YES	IDENTITY_EXACT_FUTURE_STRONG	READ_AMBER	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00236	AIR+Y+DY	Y+DY	ATOM_DELETION	1	AIR	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
