neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N00002	AIIN	AIN	SAME_CLASS_SUBSTITUTION	1	AIIN	AIN	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	150	155	20	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	150	0	0	155	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00003	AIIN	OR	SAME_CLASS_SUBSTITUTION	1	AIIN	OR	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	150	155	20	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	150	0	0	155	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00004	AIIN	Y	SAME_CLASS_SUBSTITUTION	1	AIIN	Y	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	150	155	20	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	150	0	0	155	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00042	AIIN+Y	AIIN+AIIN	SAME_CLASS_SUBSTITUTION	2	Y	AIIN	ARGUMENT	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00043	AIIN+Y	AIIN+AIN	SAME_CLASS_SUBSTITUTION	2	Y	AIN	ARGUMENT	YES	IDENTITY_EXACT_FUTURE_STRONG	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00044	AIIN+Y	AIIN+OR	SAME_CLASS_SUBSTITUTION	2	Y	OR	ARGUMENT	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00045	AIIN+Y	AIN+Y	SAME_CLASS_SUBSTITUTION	1	AIIN	AIN	ARGUMENT	YES	IDENTITY_EXACT_FUTURE_STRONG	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00046	AIIN+Y	OR+Y	SAME_CLASS_SUBSTITUTION	1	AIIN	OR	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00047	AIIN+Y	Y+Y	SAME_CLASS_SUBSTITUTION	1	AIIN	Y	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00049	AIN	AIIN	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	61	63	15	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	61	0	0	63	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00050	AIN	OR	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	61	63	15	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	61	0	0	63	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00051	AIN	Y	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	61	63	15	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	61	0	0	63	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00071	AIN+D_ADDR	AIIN+D_ADDR	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00072	AIN+D_ADDR	OR+D_ADDR	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00073	AIN+D_ADDR	Y+D_ADDR	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00084	AIR	AL	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	5	5	3	f67r2|f72r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00085	AIR	AR	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	5	5	3	f67r2|f72r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00086	AIR	L	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	5	5	3	f67r2|f72r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00237	AIR+Y+DY	AIR+AIIN+DY	SAME_CLASS_SUBSTITUTION	2	Y	AIIN	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00238	AIR+Y+DY	AIR+AIN+DY	SAME_CLASS_SUBSTITUTION	2	Y	AIN	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00239	AIR+Y+DY	AIR+OR+DY	SAME_CLASS_SUBSTITUTION	2	Y	OR	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00240	AIR+Y+DY	AL+Y+DY	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00241	AIR+Y+DY	AR+Y+DY	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00242	AIR+Y+DY	L+Y+DY	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00244	AL	AIR	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ_AMBER	73	75	18	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	69	4	0	71	4	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
