mutation_family	source_atom_or_pair	target_atom_or_pair	substitution_class	neighbor_edge_count	sampled_context_count	all_green_edge_count	all_readable_with_amber_edge_count	mixed_read_stop_edge_count	all_stop_edge_count	edge_readable_rate	operator_is_not_an_authorial_rule
ADJACENT_SWAP	AIIN>L	L>AIIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIIN>LOCAL_CHAR_I	LOCAL_CHAR_I>AIIN	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AIIN>M_LOCAL	M_LOCAL>AIIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIIN>R	R>AIIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIIN>Y	Y>AIIN	ORDER	3	4	3	0	0	0	1.000000	YES
ADJACENT_SWAP	AIN>AL	AL>AIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIN>D_ADDR	D_ADDR>AIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIN>S	S>AIN	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>AL	AL>AIR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>A_ADDR	A_ADDR>AIR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>CH	CH>AIR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>DY	DY>AIR	ORDER	1	1	0	1	0	0	1.000000	YES
ADJACENT_SWAP	AIR>IIN	IIN>AIR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>O	O>AIR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AIR>Y	Y>AIR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>AIIN	AIIN>AL	ORDER	3	8	3	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>AIN	AIN>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>AM_ADDR	AM_ADDR>AL	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>AR	AR>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>CH	CH>AL	ORDER	5	5	5	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>CHD	CHD>AL	ORDER	4	7	3	0	0	1	0.750000	YES
ADJACENT_SWAP	AL>DY	DY>AL	ORDER	6	9	6	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>D_ADDR	D_ADDR>AL	ORDER	4	5	4	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>K	K>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>LOCAL_CHAR_F	LOCAL_CHAR_F>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>O	O>AL	ORDER	6	7	6	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>OL	OL>AL	ORDER	3	3	3	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>OR	OR>AL	ORDER	4	7	4	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>R	R>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>S	S>AL	ORDER	8	8	5	0	0	3	0.625000	YES
ADJACENT_SWAP	AL>SH	SH>AL	ORDER	3	3	3	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>T	T>AL	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AL>Y	Y>AL	ORDER	15	33	15	0	0	0	1.000000	YES
ADJACENT_SWAP	AM_ADDR>O	O>AM_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AM_ADDR>Y	Y>AM_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>AIIN	AIIN>AR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>AL	AL>AR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>AN	AN>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>A_ADDR	A_ADDR>AR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>CH	CH>AR	ORDER	4	5	4	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>CHD	CHD>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>DY	DY>AR	ORDER	3	3	3	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>D_ADDR	D_ADDR>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>L	L>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>LOCAL_CHAR_G	LOCAL_CHAR_G>AR	ORDER	1	2	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>LOCAL_CHAR_I	LOCAL_CHAR_I>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>O	O>AR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>OL	OL>AR	ORDER	4	7	4	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>OR	OR>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>S	S>AR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	AR>Y	Y>AR	ORDER	8	8	8	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>AL	AL>A_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>AM_ADDR	AM_ADDR>A_ADDR	ORDER	3	4	3	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>CH	CH>A_ADDR	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>D_ADDR	D_ADDR>A_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>G_LABEL	G_LABEL>A_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>IIN	IIN>A_ADDR	ORDER	3	3	3	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>K	K>A_ADDR	ORDER	2	2	1	0	0	1	0.500000	YES
ADJACENT_SWAP	A_ADDR>L	L>A_ADDR	ORDER	4	5	4	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>LOCAL_CHAR_I	LOCAL_CHAR_I>A_ADDR	ORDER	7	8	7	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>S	S>A_ADDR	ORDER	6	9	3	1	0	2	0.666667	YES
ADJACENT_SWAP	A_ADDR>SH	SH>A_ADDR	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>T	T>A_ADDR	ORDER	3	3	3	0	0	0	1.000000	YES
ADJACENT_SWAP	A_ADDR>Y	Y>A_ADDR	ORDER	4	6	4	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>E	E>CARRIER_Q	ORDER	9	9	9	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>EE	EE>CARRIER_Q	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>EEE	EEE>CARRIER_Q	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>K	K>CARRIER_Q	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>O	O>CARRIER_Q	ORDER	32	54	32	0	0	0	1.000000	YES
ADJACENT_SWAP	CARRIER_Q>S	S>CARRIER_Q	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>AIIN	AIIN>CH	ORDER	3	8	3	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>AIR	AIR>CH	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>AL	AL>CH	ORDER	8	20	8	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>AM_ADDR	AM_ADDR>CH	ORDER	2	3	2	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>AR	AR>CH	ORDER	3	4	3	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>A_ADDR	A_ADDR>CH	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>E	E>CH	ORDER	82	182	82	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>EE	EE>CH	ORDER	22	37	22	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>K	K>CH	ORDER	60	166	60	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>L	L>CH	ORDER	5	5	5	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	7	9	7	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>LOCAL_CHAR_G	LOCAL_CHAR_G>CH	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>O	O>CH	ORDER	43	64	42	0	0	1	0.976744	YES
ADJACENT_SWAP	CH>OK	OK>CH	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>OL	OL>CH	ORDER	8	16	8	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>OR	OR>CH	ORDER	19	51	18	0	0	1	0.947368	YES
ADJACENT_SWAP	CH>OT	OT>CH	ORDER	7	12	7	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>P	P>CH	ORDER	30	39	27	0	0	3	0.900000	YES
ADJACENT_SWAP	CH>R	R>CH	ORDER	2	2	2	0	0	0	1.000000	YES
ADJACENT_SWAP	CH>S	S>CH	ORDER	8	9	7	0	0	1	0.875000	YES
ADJACENT_SWAP	CH>T	T>CH	ORDER	61	128	55	5	0	1	0.983607	YES
ADJACENT_SWAP	CH>Y	Y>CH	ORDER	30	39	30	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AIIN	AIIN>CHD	ORDER	3	10	3	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AIN	AIN>CHD	ORDER	1	4	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AIR	AIR>CHD	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AL	AL>CHD	ORDER	3	4	3	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AM_ADDR	AM_ADDR>CHD	ORDER	1	2	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>AR	AR>CHD	ORDER	4	8	4	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>DY	DY>CHD	ORDER	18	59	18	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>OL	OL>CHD	ORDER	1	2	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>OR	OR>CHD	ORDER	1	1	1	0	0	0	1.000000	YES
ADJACENT_SWAP	CHD>S	S>CHD	ORDER	1	1	0	0	0	1	0.000000	YES
ADJACENT_SWAP	CHD>Y	Y>CHD	ORDER	36	161	31	0	0	5	0.861111	YES
ADJACENT_SWAP	DA>AM_ADDR	AM_ADDR>DA	ORDER	2	7	2	0	0	0	1.000000	YES
