replay_id	source_probe_id	source_surface	synthetic_unseen_surface	content_class	source_surface_template	mutated_surface_template	source_component_template	mutated_component_template	source_slot_topology	mutated_slot_topology	matched_surface_template_id	familiarity_state	familiarity_rank	source_route	mutated_route	route_stable	source_family_markers	mutated_family_markers	family_marker_trace_stable	source_has_family_marker	mutation_retains_any_family_marker	function_template_stable	gdt470_supported_replay_pass	replay_pass
G471-M001	G466-U001	oteeeon	otexeeon	PICTURED_PLANT	ot{NAME_1}	ot{NAME_1}	OT · {NAME_1}	OT · {NAME_1}	PREFIX · {NAME_1}	PREFIX · {NAME_1}	G471-T027	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	NONE	NONE	YES	NO	NO	YES	YES	YES
G471-M002	G466-U002	oiil	oxiil	PICTURED_PLANT	{NAME_1}	{NAME_1}	{NAME_1}	{NAME_1}	{NAME_1}	{NAME_1}	G471-T035	WHOLE_NAME_DEFAULT	7	WHOLE_LEARNED_OWNER_NAME	WHOLE_LEARNED_OWNER_NAME	YES	NONE	NONE	YES	NO	NO	YES	YES	YES
G471-M003	G466-U003	arom	aroxm	STAR_BEARING_RING_POSITION	ar{NAME_1}	ar{NAME_1}	AR · {NAME_1}	AR · {NAME_1}	PREFIX · {NAME_1}	PREFIX · {NAME_1}	G471-T003	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	NONE	NONE	YES	NO	NO	YES	YES	YES
G471-M004	G466-U004	chfaly	cxhfaly	STAR_BEARING_RING_POSITION	{NAME_1}aly	{NAME_1}aly	{NAME_1} · AL+Y	{NAME_1} · AL+Y	{NAME_1} · SUFFIX	{NAME_1} · SUFFIX	G471-T045	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	NONE	NONE	YES	NO	NO	YES	YES	YES
G471-M005	G466-U005	otchody	otcxhody	STAR_BEARING_RING_POSITION	ot{NAME_1}	ot{NAME_1}	OT · {NAME_1}	OT · {NAME_1}	PREFIX · {NAME_1}	PREFIX · {NAME_1}	G471-T027	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	otch=STERNSTELLENFAMILIE	NONE	NO	YES	NO	YES	YES	YES
G471-M006	G466-U006	opalar	oxpalar	STAR_BEARING_RING_POSITION	{NAME_1}alar	{NAME_1}alar	{NAME_1} · AL · AR	{NAME_1} · AL · AR	{NAME_1} · INTERNAL · SUFFIX	{NAME_1} · INTERNAL · SUFFIX	G471-T042	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	alar=STERNSTELLENFAMILIE|opal=STERNSTELLENFAMILIE|ala=STERNSTELLENFAMILIE|pa=STERNSTELLENFAMILIE	alar=STERNSTELLENFAMILIE|ala=STERNSTELLENFAMILIE|pa=STERNSTELLENFAMILIE	NO	YES	YES	YES	YES	YES
G471-M007	G466-U007	opalor	oxpalor	STAR_BEARING_RING_POSITION	{NAME_1}alor	{NAME_1}alor	{NAME_1} · AL+OR	{NAME_1} · AL+OR	{NAME_1} · SUFFIX	{NAME_1} · SUFFIX	G471-T043	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	opal=STERNSTELLENFAMILIE|pa=STERNSTELLENFAMILIE	pa=STERNSTELLENFAMILIE	NO	YES	YES	YES	YES	YES
G471-M008	G466-U008	ofaom	ofaxom	STAR_BEARING_RING_POSITION	of{NAME_1}	of{NAME_1}	O+LOCAL_CHAR_F · {NAME_1}	O+LOCAL_CHAR_F · {NAME_1}	PREFIX · {NAME_1}	PREFIX · {NAME_1}	G471-T005	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	NONE	NONE	YES	NO	NO	YES	YES	YES
G471-M009	G466-U009	otalody	otaloxdy	STAR_BEARING_RING_POSITION	otal{NAME_1}	otal{NAME_1}	OT+AL · {NAME_1}	OT+AL · {NAME_1}	PREFIX · {NAME_1}	PREFIX · {NAME_1}	G471-T025	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	otal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|tal=STERNSTELLENFAMILIE	otal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|tal=STERNSTELLENFAMILIE	YES	YES	YES	YES	YES	YES
G471-M010	G466-U010	sholshdy	sholshdxy	STAR_BEARING_RING_POSITION	sholsh{NAME_1}	sholsh{NAME_1}	SH · OL · SH · {NAME_1}	SH · OL · SH · {NAME_1}	PREFIX · INTERNAL · INTERNAL · {NAME_1}	PREFIX · INTERNAL · INTERNAL · {NAME_1}	G471-T034	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	YES	sho=STERNSTELLENFAMILIE	sho=STERNSTELLENFAMILIE	YES	YES	YES	YES	YES	YES
