event_id	page	locus	field_id	observed_surface	observed_wrapper	card_wrapper_palette	line_first	prev_dy	within_field_position	record_position_surface	record_position_match	copy_instruction	portable_renderer_reading_de
E128	f81v	f81v.17	F028	shckhy	sh	ch|sh	0	0	MIDDLE	chckhy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E148	f81v	f81v.21	F036	qol	q	NONE|ch|che|q|s|t	0	0	MIDDLE	ol	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E154	f81v	f81v.24	F038	qol	q	NONE|ch|che|q|s|t	0	0	MIDDLE	ol	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E155	f81v	f81v.24	F038	cheedy	che	che|sh|t	0	0	LAST	shedy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E169	f82r	f82r.2	F047	qokain	q	NONE|q	0	1	FIRST	okain	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E170	f82r	f82r.2	F047	dy	d	NONE|ch|che|d|s|sh	0	0	MIDDLE	chey	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E207	f82r	f82r.23	F059	daiin	d	NONE|ch|d|s|t	0	0	MIDDLE	aiin	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E271	f83r	f83r.14	F092	shcthy	sh	NONE|che|sh	0	0	MIDDLE	checthy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E278	f83r	f83r.15	F093	tal	t	NONE|ch|che|d|s|t	0	0	MIDDLE	dal	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E279	f83r	f83r.15	F093	shcthy	sh	NONE|che|sh	0	0	MIDDLE	checthy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E283	f83r	f83r.16	F096	tchedy	t	d|s|t	1	0	ONLY	schedy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
E291	f83r	f83r.20	F099	solkeedy	s	NONE|s	1	0	ONLY	olkeedy	NO	COPY_LOCAL_ALLOGRAPH_FROM_MASTER	gleiche Kartenbedeutung; nur Stellungs-/Handhülle
