current_pair_id	frozen_frame	register	t_current_default_id	r_current_default_id	t_current_phrase_de	r_current_phrase_de	t_policy	r_policy	t_evidence_status	r_evidence_status	current_phrases_distinct	formal_remainder_unchanged	both_context_safe	working_root_meaning_changed	guard
G497-TR01	@ACTION	BIOLOGICAL	G497-D003	G497-D008	Stelle das zuvor Genannte ein.	Markiere den Stationsposten [wie zuvor].	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR02	@ACTION	CELESTIAL	G497-D004	G497-D009	Stelle das zuvor Genannte ein.	Markiere den Positionsposten [wie zuvor].	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR03	@ACTION	HERBAL	G497-D002	G497-D007	Stelle den Pflanzenposten [wie zuvor] ein.	Markiere den Pflanzenposten [wie zuvor].	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR04	@ACTION	PHARMA	G497-D005	G497-D010	Stelle das zuvor Genannte ein.	Markiere den Drogenposten [wie zuvor].	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR05	@ACTION	SOURCE_SECTION_T	G497-D001	G497-D006	Lege das zuvor Genannte fest.	Kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR06	@ACTION+AIIN	BIOLOGICAL	G497-D013	G497-D018	Stelle den Stationswert ein.	Markiere den Stationswert.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR07	@ACTION+AIIN	CELESTIAL	G497-D014	G497-D019	Stelle den Positionswert ein.	Markiere den Positionswert.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR08	@ACTION+AIIN	HERBAL	G497-D012	G497-D017	Stelle den Arbeitswert ein.	Markiere den Arbeitswert.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR09	@ACTION+AIIN	PHARMA	G497-D015	G497-D020	Stelle den Mengenwert ein.	Markiere den Mengenwert.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR10	@ACTION+AIIN	SOURCE_SECTION_T	G497-D011	G497-D016	Lege den Kennwert fest.	Kennzeichne den Kennwert.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR11	@ACTION+AIN	BIOLOGICAL	G497-D023	G497-D028	Stelle den Stationsanteil ein.	Markiere den Stationsanteil.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR12	@ACTION+AIN	CELESTIAL	G497-D024	G497-D029	Stelle den Sektoranteil ein.	Markiere den Sektoranteil.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR13	@ACTION+AIN	HERBAL	G497-D022	G497-D027	Stelle den Materialanteil ein.	Markiere den Materialanteil.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR14	@ACTION+AIN	PHARMA	G497-D025	G497-D030	Stelle den Drogenanteil ein.	Markiere den Drogenanteil.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR15	@ACTION+AIN	SOURCE_SECTION_T	G497-D021	G497-D026	Lege den Teilwert fest.	Kennzeichne den Teilwert.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR16	@ACTION+AL	BIOLOGICAL	G497-D033	G497-D038	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR17	@ACTION+AL	CELESTIAL	G497-D034	G497-D039	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Markiere das zuvor Genannte; zur Zielposition.	OBSERVED_CLAUSE_RETAINED	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR18	@ACTION+AL	HERBAL	G497-D032	G497-D037	Stelle das zuvor Genannte ein; zur Zielstelle.	Markiere das zuvor Genannte; zur Zielstelle.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR19	@ACTION+AL	PHARMA	G497-D035	G497-D040	Stelle das zuvor Genannte ein; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR20	@ACTION+AL	SOURCE_SECTION_T	G497-D031	G497-D036	Lege das zuvor Genannte fest; zur Zielspalte.	Kennzeichne das zuvor Genannte; zur Zielspalte.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR21	@ACTION+AL+Y	BIOLOGICAL	G497-D043	G497-D048	Stelle den Stationsposten ein; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR22	@ACTION+AL+Y	CELESTIAL	G497-D044	G497-D049	Stelle den Positionsposten ein; zur Zielposition.	Markiere den Positionsposten; zur Zielposition.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR23	@ACTION+AL+Y	HERBAL	G497-D042	G497-D047	Stelle den Pflanzenposten ein; zur Zielstelle.	Markiere den Pflanzenposten; zur Zielstelle.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR24	@ACTION+AL+Y	PHARMA	G497-D045	G497-D050	Stelle den Drogenposten ein; zum Zielgefäß.	Markiere den Drogenposten; zum Zielgefäß.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR25	@ACTION+AL+Y	SOURCE_SECTION_T	G497-D041	G497-D046	Lege den laufenden Eintrag fest; zur Zielspalte.	Kennzeichne den laufenden Eintrag; zur Zielspalte.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR26	@ACTION+CH+E+Y	BIOLOGICAL	G497-D053	G497-D058	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR27	@ACTION+CH+E+Y	CELESTIAL	G497-D054	G497-D059	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR28	@ACTION+CH+E+Y	HERBAL	G497-D052	G497-D057	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR29	@ACTION+CH+E+Y	PHARMA	G497-D055	G497-D060	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR30	@ACTION+CH+E+Y	SOURCE_SECTION_T	G497-D051	G497-D056	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR31	@ACTION+CHD+Y	BIOLOGICAL	G497-D063	G497-D068	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR32	@ACTION+CHD+Y	CELESTIAL	G497-D064	G497-D069	Stelle den Positionsposten ein und bearbeite den Positionsposten.	Markiere den Positionsposten und bearbeite den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR33	@ACTION+CHD+Y	HERBAL	G497-D062	G497-D067	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR34	@ACTION+CHD+Y	PHARMA	G497-D065	G497-D070	Stelle den Drogenposten ein und bearbeite den Drogenposten.	Markiere den Drogenposten und bearbeite den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR35	@ACTION+CHD+Y	SOURCE_SECTION_T	G497-D061	G497-D066	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR36	@ACTION+OL	BIOLOGICAL	G497-D073	G497-D078	Weiter stelle den Stationsposten [wie zuvor] ein.	Weiter markiere den Stationsposten [wie zuvor].	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR37	@ACTION+OL	CELESTIAL	G497-D074	G497-D079	Fahre fort, das zuvor Genannte einzustellen.	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
