page	locus	token_ordinal	surface	working_meaning_de	form_level	v68_clause_type	v68_action_license	v68_active_verb_occurrences	last_semantic_writer	last_semantic_artifact	semantic_change_chain	last_writer_evidence_de	position_assignment_writer_gdt	semantic_card_origin_gdt	semantic_origin_artifact	semantic_origin_label	v57_baseline_gloss_de	v57_debt_applicability	v57_debt_severity	v57_primary_class	v57_signals	v57_identity_signals	v57_action_signals	v57_specificity_open	v57_strict_card_debt	v57_strict_debt_categories	v57_low_or_exploratory_applies	v57_low_confidence_sources	live_rivals_de	global_v48_semantic_match	global_v48_prior_gloss_de	global_v48_source	global_v48_strength	global_v48_scope_state	bound_span_id	bound_span_role	bound_span_global_export_allowed	evidence_summary_de	historical_confirmation	relation_word_delta	position_id	reading_id	source_reading_id	v91_reading_id	v91_lexical_core_de	v91_context_realization_de	v91_repair_mode	v91_resolved_debt_atom	v91_lexical_score	v91_lexical_level	v91_context_score	v91_context_level	v91_semantic_scope	v91_semantic_applicability	v91_global_export_scope	v91_lexical_bound_span_ids	v91_unconditional_global_export_allowed	v91_historical_confirmation	v91_occurrence_bound_span_id	v91_occurrence_bound_span_role	v91_occurrence_bound_span_global_export_allowed	v91_audit_decision	v91_evidence_class	v91_open_semantic_slots	v91_component_global_export_allowed	v91_boundary_decision	v91_boundary_render_once_de	v91_local_context_hypothesis	v91_expected_left_surface
f102v2	f102v2.3	1	oror	zwei Portionen	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT684	V57_479_POSITION_INFORMATION_AUDIT.tsv	GDT684	V57-Positionsaudit des geerbten Wortwerts	GDT676	GDT675	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	NEW_V50	zwei Portionen	APPLIES_TO_CURRENT_GLOSS	MAJOR	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	1	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	1	GDT674	NONE	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT684 zugewiesen; Kartenursprung GDT675; Signale MATERIAL_ROLE|VALUE_QUANTITY; Rivalen NONE.	H0_NONE	0_GDT696_TO_GDT709	P001	oror#1	oror#1	oror#1	zwei Portionen	zwei Portionen	RETAIN_V83	NONE	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	1	ychedaiin	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	F3_EXACT_ACTIVE_ZL3B_TOKEN	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	1	GDT684	V57_479_POSITION_INFORMATION_AUDIT.tsv	GDT684	V57-Positionsaudit des geerbten Wortwerts	GDT681	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/artifacts/V55_51_LINE_READER.tsv	V55_TARGET_OR_RENDER_REVISION	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	APPLIES_TO_CURRENT_GLOSS	NONE	A1_LICENSED_OPERATION	ACT_MEASURE|MATERIAL_ROLE|STATE_DRY|VALUE_GRADE	NONE	ACT_MEASURE	0	0	NONE	0	SUPERSEDED_OR_NONE	NONE	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT684 zugewiesen; Kartenursprung GDT681; Signale ACT_MEASURE|MATERIAL_ROLE|STATE_DRY|VALUE_GRADE; Rivalen NONE.	H0_NONE	0_GDT696_TO_GDT709	P002	ychedaiin#1	ychedaiin#1	ychedaiin#1	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	RETAIN_V83	NONE	49	W2_PROVISIONAL_WORKING	49	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	2	qoteed	Auszug vollständig abkühlen und abziehen	F3_EXACT_ACTIVE_ZL3B_TOKEN	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	2	GDT691	V64_479_TOKEN_READER.tsv	GDT684|GDT691	Rollen-Dispatch der Zubereitungskoepfe	GDT691	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	Ansatz vollständig abkühlen und abziehen	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	NONE	A1_LICENSED_OPERATION	ACT_COOL|ACT_DRAW_OFF|MATERIAL_ROLE|STATE_COLD	NONE	ACT_COOL|ACT_DRAW_OFF	0	0	NONE	0	SUPERSEDED_OR_NONE	Zubereitung|Absud	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT691 zugewiesen; Kartenursprung GDT691; Signale ACT_COOL|ACT_DRAW_OFF|MATERIAL_ROLE|STATE_COLD; Rivalen Zubereitung|Absud.	H0_NONE	0_GDT696_TO_GDT709	P003	qoteed#1	qoteed#1	qoteed#V84_1	vollständig abkühlen und abziehen	Zubereitung vollständig abkühlen und abziehen	PRODUCT_TO_VISIBLE_CORE	UNSUPPORTED_EXTRACT_OBJECT	44	W2_PROVISIONAL_WORKING	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	3	chockhy	trockene Arzneizubereitung, Gradanfang	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT691	V64_479_TOKEN_READER.tsv	GDT684|GDT691	Rollen-Dispatch der Zubereitungskoepfe	GDT691	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	Arzneikompositum im Trockenansatz am Gradanfang	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	MAJOR	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MATERIAL_ROLE|STATE_DRY|VALUE_GRADE	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	Trockenansatz des Arzneikompositums	0	Arzneikompositum im Trockenansatz am Gradanfang	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT691 zugewiesen; Kartenursprung GDT691; Signale MATERIAL_ROLE|STATE_DRY|VALUE_GRADE; Rivalen Trockenansatz des Arzneikompositums.	H0_NONE	0_GDT696_TO_GDT709	P004	chockhy#1	chockhy#1	chockhy#1	trockene Arzneizubereitung, Gradanfang	trockene Arzneizubereitung, Gradanfang	RETAIN_V83	NONE	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	4	otaiin	kalter Ansatz, Grad III	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT690	V63_479_TOKEN_NOUN_BINDING.tsv	GDT684|GDT690	Nomenordinal-, Kopf- und Rivalenapparat	GDT690	GDT690	experiments/yolo/gdt690_noun_ordinal_provenance_main_apparatus/artifacts/V63_479_TOKEN_NOUN_BINDING.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	kalt im Zubereitungsrahmen, Grad III	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	CRITICAL	D2_STRUCTURAL_OR_REGISTER_META	MATERIAL_ROLE|STATE_COLD|STRUCTURAL_META|VALUE_GRADE	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	NONE	0	kalt im Zubereitungsrahmen, Grad III	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT690 zugewiesen; Kartenursprung GDT690; Signale MATERIAL_ROLE|STATE_COLD|STRUCTURAL_META|VALUE_GRADE; Rivalen NONE.	H0_NONE	0_GDT696_TO_GDT709	P005	otaiin#1	otaiin#1	otaiin#1	kalter Ansatz, Grad III	kalter Ansatz, Grad III	RETAIN_V83	NONE	66	W3_SOLID_WORKING_THEORY	66	W3_SOLID_WORKING_THEORY	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	5	ydaiin	davon drei Maße	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT684	V57_479_POSITION_INFORMATION_AUDIT.tsv	GDT684	V57-Positionsaudit des geerbten Wortwerts	GDT676	GDT662	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	INHERITED_OTHER_ASSIGNED	davon drei Maße	APPLIES_TO_CURRENT_GLOSS	MAJOR	C3_VALUE_WITHOUT_AXIS_OR_OBJECT	VALUE_QUANTITY	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	NONE	1	davon drei Maße	GDT662:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT684 zugewiesen; Kartenursprung GDT662; Signale VALUE_QUANTITY; Rivalen NONE.	H0_NONE	0_GDT696_TO_GDT709	P006	ydaiin#1	ydaiin#1	ydaiin#1	Bezugswert III	davon: Wert III	UNSUPPORTED_UNIT_REMOVAL_AND_REFERENCE_VALUE_SPLIT	UNSUPPORTED_THREE_MEASURES	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	F3_EXACT_ACTIVE_ZL3B_TOKEN	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	2	GDT687	V60_95_POSITION_SCOPE_DISPATCH.tsv	GDT684|GDT687	vollstaendiger Action/Result/Boundary-Dispatch	GDT687	GDT687	experiments/yolo/gdt687_v60_dchey_y_dy_action_result_boundary_dispatch/artifacts/V60_95_POSITION_SCOPE_DISPATCH.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	ein Maß nehmen, erhitzen und fertigstellen	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	NONE	A1_LICENSED_OPERATION	ACT_FINISH|ACT_HEAT|ACT_TAKE|STATE_FINISHED|STATE_HOT|VALUE_QUANTITY	NONE	ACT_FINISH|ACT_HEAT|ACT_TAKE	0	0	NONE	0	SUPERSEDED_OR_NONE	dy als selbständiger Befehl innerhalb des Wortes	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT687 zugewiesen; Kartenursprung GDT687; Signale ACT_FINISH|ACT_HEAT|ACT_TAKE|STATE_FINISHED|STATE_HOT|VALUE_QUANTITY; Rivalen dy als selbständiger Befehl innerhalb des Wortes.	H0_NONE	0_GDT696_TO_GDT709	P007	qokamdy#1	qokamdy#1	qokamdy#1	ein Maß nehmen und erhitzen	ein Maß nehmen und erhitzen	RETAIN_V83	NONE	40	W2_PROVISIONAL_WORKING	40	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	7	otarar	Unteranteil I des Anteils I des kalten Ansatzes	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT693	V66_479_TOKEN_SELECTED_SHARE_READER.tsv	GDT684|GDT692|GDT693	AR-Kopf-Semantiktournament	GDT693	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	erste Unterfraktion der kalten Ansatzfraktion I	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	MAJOR	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	Unterfraktion I des kalten Drogenauszugs I	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT693 zugewiesen; Kartenursprung GDT693; Signale MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY; Rivalen Unterfraktion I des kalten Drogenauszugs I.	H0_NONE	0_GDT696_TO_GDT709	P008	otarar#1	otarar#1	otarar#1	kalter Unteranteil I von Zubereitungsanteil I	Unteranteil I des Anteils I der kalten Zubereitung	GENERIC_ANSATZ_NOUN_NORMALIZATION_AND_RECURSION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	38	W1_WEAK_WORKING	38	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	8	alched	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT684	V57_479_POSITION_INFORMATION_AUDIT.tsv	GDT684	V57-Positionsaudit des geerbten Wortwerts	GDT676	GDT675	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	NEW_V50	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	APPLIES_TO_CURRENT_GLOSS	MAJOR	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MATERIAL_ROLE|STATE_DRY|STATE_FINISHED|VALUE_GRADE	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	NONE	0	NO_V48_EXACT_SURFACE_CARD	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT684 zugewiesen; Kartenursprung GDT675; Signale MATERIAL_ROLE|STATE_DRY|STATE_FINISHED|VALUE_GRADE; Rivalen NONE.	H0_NONE	0_GDT696_TO_GDT709	P009	alched#1	alched#1	alched#1	Material I, bis Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	EXACT_WHOLE_IDENTITY_RETREAT	ROHDROGE	34	W1_WEAK_WORKING	34	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
f104v	f104v.2	9	otair	Anteil II des kalten Ansatzes	F3_EXACT_ACTIVE_ZL3B_TOKEN	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	GDT693	V66_479_TOKEN_SELECTED_SHARE_READER.tsv	GDT684|GDT691|GDT692|GDT693	AR-Kopf-Semantiktournament	GDT693	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	EXPLICIT_LATER_SEMANTIC_REVISION	zweite kalte Drogenfraktion im Ansatz	SUPERSEDED_BY_EXPLICIT_SEMANTIC_REPAIR	MAJOR	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY	NONE	NONE	1	0	NONE	0	SUPERSEDED_OR_NONE	kalter Drogenauszug II|zweite Fraktion des kalten Ansatzes	0	zweite kalte Drogenfraktion im Ansatz	NO_EXACT_SURFACE_GLOSS_MATCH	NONE	NONE	NONE	NONE	1	Form exakt; aktuelle Glosse zuletzt GDT693 zugewiesen; Kartenursprung GDT693; Signale MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY; Rivalen kalter Drogenauszug II|zweite Fraktion des kalten Ansatzes.	H0_NONE	0_GDT696_TO_GDT709	P010	otair#1	otair#1	otair#1	Anteil II des kalten Ansatzes	Anteil II des kalten Ansatzes	RETAIN_V83	NONE	42	W2_PROVISIONAL_WORKING	42	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	H0_NONE	NONE	NONE	1	NOT_IN_GDT718_TRANCHE	INHERITED_V90	NOT_EVALUATED	NOT_EVALUATED	NONE	NONE	NONE	NONE
