work_order_id	work_order_title_de	execution_unit_no	execution_step	phase	phase_step	source_unit	unit_id	unit_kind	page	record_or_diagram	visible_owner	visible_surface_sequence	lookup_sequence	literal_reading_sequence_de	fluent_workshop_reading_de	reading_rule	execution_instruction_de
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	1	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.1	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_01	ykshy s aram	AR163 AR162 AR161	Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert	A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	2	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.2	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_02	ykecho ols eesydy	AR166 AR165 AR164	Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe	A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	3	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.3	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_03	ey shs okar	AR167 AR169 AR168	aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	4	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.4	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_04	shekchy sykos	AR170 AR171	Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse	A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	5	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.5	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_05	ykeody okchy	AR173 AR172	Klassenplatz fest eingetragen | diesen Diagrammposten setzen	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen | diesen Diagrammposten setzen.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	6	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.6	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_06	dchetay	AR174	fester Hauptphasenwert	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	7	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.7	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_07	ykchy kchey ykchys	AR176 AR175 AR177	Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten	A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	8	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.8	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_08	chkchdar	AR178	Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert	A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	9	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.9	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_09	ykar ykaly	AR180 AR179	Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld	A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	10	1	WHEN	1	M67_RIGHT_SECTORS	f67r2.10	ASTRO_VISIBLE_LOCUS	f67r2	A1	A1_RIGHT_SECTOR_SLOT_10	lkshy kchy okar	AR182 AR181 AR183	Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	SELECT_VISIBLE_OWNER__READ_LOCAL_GROUPS__NO_CYCLIC_ORDER	Bedingungswert wählen und auf den Auftrag übernehmen
