work_order_id	work_order_title_de	execution_step	phase	phase_step	source_unit	page	reading_unit_count	visible_group_count	compact_command_de	complete_current_reading_de	handoff_de
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	1	WHEN	1	M67_RIGHT_SECTORS	f67r2	12	28	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung	A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe. A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse. A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen | diesen Diagrammposten setzen. A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert. A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten. A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld. A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren | Diagrammplatz berechnen oder bearbeiten | dieser lokale Diagrammposten. A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	2	WHEN	2	M67_RIGHT_RING_RULES	f67r2	3	18	Lies die rechte Ringregel als Bedienrahmen	A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen | Nebenwert | gezaehlter Teil oder Unterabschnitt | Zielsektor, Zielstern oder Zielfeld. A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe | Grad- oder Bedingungsstufe | fortsetzen und den Eintrag schliessen. A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert | dieser lokale Diagrammposten | Position oder Bedingung halten + lange oder volle Diagrammstufe | lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten | Diagrammplatz berechnen oder bearbeiten | Diagrammposten setzen oder aktivieren | Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	3	WHEN	3	M67_RIGHT_PHASES	f67r2	8	10	Wähle die sichtbare Phasenstelle und notiere ihre Bedingung	A1_RIGHT_PHASE_STATION_01: Nebenwert | Himmels-, Ring- oder Zeigerlauf. A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe. A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung. A1_RIGHT_PHASE_STATION_06: Nebenwert | aktueller Hauptwert. A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert. A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	4	WHEN	4	M67_SHARED_LEGEND	f67r2	1	13	Lies die Legende als gemeinsamen Kartenschlüssel, ohne sie einem Einzelrad aufzuzwingen	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | sekundärer Ablesewert | lange oder volle Diagrammstufe | durch Sektor, Ring oder Pruefweg fuehren | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | aktueller Hauptwert.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	5	WHAT	1	H1	f10r	2	14	Wurzelansatz ansetzen, einen Teil abtrennen, Wasserlauf und Sollmaß einstellen	Nimm die Wurzel, bereite den Ansatz, trenne daraus einen Teil ab, gib ihn in das Gefaess, gib den Wasserzulauf zu, fuehre den naechsten Teilposten weiter, setze ihn nach Sollmass an und behalte einen kleinen Restteil. Setze den Posten an, fuehre ihn danach weiter und halte ihn bereit.	vorbereiteten Posten an die Ausführungsstation übergeben
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	6	WHAT	2	H2	f10r	3	24	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Nimm den bereiten Auszugsansatz, bringe den Ansatz auf Fertigmass, fuehre den bereiten Posten weiter und stelle sein Sollmass ein. Führe den bemessenen Pflanzenansatz als Folgeansatz samt seinem Fortsetzungsposten weiter und nimm daraus das Sollmaß Gib den weitergefuehrten Folgeansatz in das Gefaess, bearbeite diesen Posten bis zur Weichstufe und stelle das Zutatenmass ein.	vorbereiteten Posten an die Ausführungsstation übergeben
D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	7	HOW	1	B1	f81v	21	66	Bad- oder Waschbecken füllen, dosieren, waschen, ruhen, wärmen und seihen	Setze kurz an und schließe Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse. Führe weiter, schwenke den Posten und schließe Setze um, führe weiter, lass absetzen und schließe Führe den Posten weiter und schließe Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt. Setze die abgekühlte Badmischung um und schließe Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe Setze kurz an und schließe Setze kurz an und schließe Leite durch und setze den Posten an Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe Wasche und schließe Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter. Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe Setze dort länger an, führe weiter, lass absetzen und schließe Fuehre dorthin, fuehre kurz weiter, setze um und schliesse. Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse. Lass absetzen und schließe Wärme kurz, seih und schließe Führe den Posten dorthin	Ergebnis, Ziel und Abschluss auf der Auftragskarte vermerken
D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	1	WHEN	1	M68_PANEL_HEADERS	f68r1	7	31	Wähle den sichtbaren Paneelkopf als Modus	A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten | lange oder volle Diagrammstufe | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | im selben Ring, Band oder Satz fortsetzen | Bedingungs-, Tabellen- oder Wahlansatz | lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld. A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes | naechster Platz oder folgende Bedingung | vollstaendig setzen und den Eintrag schliessen | abgelesener oder freigegebener Diagrammwert | lange oder volle Diagrammstufe + lange oder volle Diagrammstufe | Phasenplatz fest eingetragen | Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz | Himmelsobjekt oder Eingangsbedingung. A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | abgelesener oder freigegebener Wert | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | in langer Stufe setzen | Bedingungs-, Tabellen- oder Wahlansatz | durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert. A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz | Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe. A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus. A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert. A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	2	WHEN	2	M68_STAR_STATIONS	f68r1	28	28	Wähle den sichtbaren Sternplatz und lies seine lokale Funktion	A2_STAR_STATION_01: feste abgeleitete Bedingung. A2_STAR_STATION_02: naechster Platz oder folgende Bedingung. A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld. A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung. A2_STAR_STATION_05: ausgewählte Grundbedingung. A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert. A2_STAR_STATION_07: Teilsektor oder Untereintrag. A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert. A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung. A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung. A2_STAR_STATION_11: Teilsektor oder Untereintrag. A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz. A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren. A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz. A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen. A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten. A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen. A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz. A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert. A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen. A2_STAR_STATION_21: Wert oder Platzbezug uebertragen. A2_STAR_STATION_22: lange oder volle Diagrammstufe. A2_STAR_STATION_23: Grundauswahl. A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld. A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz. A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes. A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen. A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	3	WHEN	3	M68_CENTER_KEY	f68r1	2	6	Nutze Zentrum oder Legende als lokalen Ziel- und Gradschlüssel	A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld. A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen | Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | aktueller Grundgrad.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
