statement_id	page	record	dy_components	schritt_tokens	schritt_present	decision	working_reading_de
H3-S001	f11r	H3	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.
H4-S001	f55v	H4	1	0	NO	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.
H4-S003	f55v	H4	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.
H5-S002	f56r	H5	1	0	NO	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.
B1-S001	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.
B1-S002	f81v	B1	1	0	NO	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
B1-S003	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Weiterarbeiten; dann halten, zugeben und umsetzen; den Schritt schliessen.
B1-S004	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.
B1-S005	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.
B1-S007	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.
B1-S008	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.
B1-S009	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.
B1-S010	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.
B1-S012	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.
B1-S013	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.
B1-S015	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.
B1-S016	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.
B1-S017	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.
B1-S018	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.
B1-S019	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.
B1-S020	f81v	B1	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.
B2-S001	f82r	B2	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.
B2-S002	f82r	B2	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.
B2-S003	f82r	B2	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.
B2-S004	f82r	B2	1	0	NO	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.
B2-S005	f82r	B2	1	0	NO	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.
B2-S007	f82r	B2	1	1	YES	SCHRITT_IS_FLUENT_OBJECT_OF_SCHLUSS	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.
