held_file	n	role_pivots	source_bits	role_bits	gain_bits	source_top1	role_top1	source_mrr	role_mrr
allen	327	0	1165.9755227207236	1163.823447695298	2.1520750254255745	0.27522935779816515	0.27522935779816515	0.48715666789302187	0.48740794520275144
arundel	330	1	1206.131209951459	1207.755123353004	-1.6239134015449963	0.29393939393939394	0.29393939393939394	0.4895356529275551	0.48969319125028193
bacon	196	1	575.9781808210496	576.2816615648231	-0.30348074377354806	0.33163265306122447	0.33163265306122447	0.538001918632921	0.5383764732166593
barring	201	3	689.7766785995168	689.4222698497013	0.3544087498155477	0.3034825870646766	0.30845771144278605	0.507489110153059	0.5093962411646676
basire	172	0	474.34699898828114	474.2023248888775	0.1446740994036304	0.36627906976744184	0.36627906976744184	0.5759601613996279	0.5759601613996279
bentham	889	1	3089.512210886538	3084.052804234018	5.4594066525201015	0.28346456692913385	0.2845894263217098	0.4938474138544079	0.4943810806919675
brereto	261	1	805.7920703924815	805.3428243705026	0.44924602197886543	0.2681992337164751	0.2681992337164751	0.5030546390291151	0.5030836649202098
browne	141	1	383.9026826982814	384.4984117131795	-0.5957290148980974	0.2765957446808511	0.2765957446808511	0.5276178440759167	0.5286764781132741
brysket	544	3	1985.083793449365	1982.126421714397	2.9573717349678645	0.29411764705882354	0.2922794117647059	0.4837330826704522	0.4829491102896338
cecil	284	0	912.6901299986093	912.0847803492798	0.6053496493295825	0.27816901408450706	0.28169014084507044	0.5001208820075194	0.5018730617526569
cely	197	1	620.173334248266	621.7265977167481	-1.5532634684821005	0.30456852791878175	0.30456852791878175	0.5230585199047488	0.5230101756939681
chamber	328	4	1088.93415143108	1086.7151275625938	2.219023868486147	0.2804878048780488	0.2804878048780488	0.4780409543361201	0.47826998287762407
charles	368	3	1230.945598934733	1231.7324454468908	-0.7868465121578083	0.358695652173913	0.35597826086956524	0.5406352261148367	0.5385185317757045
clerk	426	0	1521.6566661907664	1519.1281909289335	2.5284752618329094	0.2676056338028169	0.2676056338028169	0.477982174680004	0.47802420359527237
cliffo	393	1	1399.056988089233	1396.7712672010873	2.285720888145761	0.24936386768447838	0.25190839694656486	0.47218008859944616	0.4735477194440187
conway	211	0	668.1014536436692	667.5094680547074	0.5919855889617338	0.3127962085308057	0.3127962085308057	0.5269499929898225	0.5277398824053042
corie	335	0	1195.6539235516148	1194.3128554041741	1.3410681474406374	0.2835820895522388	0.28059701492537314	0.4869566756530301	0.4850467806834336
cornwal	233	0	728.1662731116362	727.4833008135164	0.6829722981198074	0.3090128755364807	0.3090128755364807	0.5187281237655899	0.5194434313478502
cosin	200	0	627.1528569465797	627.2149777697352	-0.06212082315551015	0.33	0.33	0.5326693931068931	0.5330860597735597
cromwel	302	1	1116.966136203932	1113.4058044710791	3.5603317328527737	0.24172185430463577	0.24172185430463577	0.45120841120383065	0.45140686764078075
derby	326	2	1182.6816992275208	1180.0250648510064	2.6566343765143756	0.25766871165644173	0.25766871165644173	0.4629065727292808	0.4629590406343981
duppa	280	2	1000.3845627121448	1000.2984923000652	0.0860704120796072	0.2785714285714286	0.2785714285714286	0.4833677228220513	0.4832999949486333
edmonde	424	4	1436.3549393560077	1434.2194310032964	2.135508352711213	0.29245283018867924	0.29245283018867924	0.5036705333796685	0.503704282268011
elyot	254	0	835.7749557341303	835.3740915512179	0.40086418291241444	0.29133858267716534	0.29133858267716534	0.509938364133392	0.5089571337923534
essex	238	3	773.7179250109855	772.1106663922683	1.6072586187171964	0.3025210084033613	0.3067226890756303	0.5175494019343688	0.5199948245478586
ferrar	324	1	1085.3601910347488	1085.4531279293658	-0.09293689461696886	0.27469135802469136	0.27469135802469136	0.48993766058528654	0.4896018085739495
ffaring	434	0	1578.3798556928916	1575.3704025198276	3.009453173064003	0.27419354838709675	0.27419354838709675	0.4761181469629926	0.4764196904457216
fitzher	274	2	823.9102592841687	823.166993062589	0.7432662215796881	0.31386861313868614	0.31386861313868614	0.522344641368364	0.5231614644479607
fleming	181	0	539.683025538349	539.3233725716706	0.3596529666784818	0.292817679558011	0.292817679558011	0.5234723325639803	0.5234723325639803
fox	169	0	476.8369533723235	477.5444744467296	-0.7075210744061451	0.30177514792899407	0.30177514792899407	0.5265481970363627	0.5268440550245285
gardin	639	2	2273.9298371636396	2271.8663527411927	2.0634844224468907	0.3145539906103286	0.3145539906103286	0.5108128326653049	0.5110357630753991
haddock	202	5	622.5125282090935	621.5071596558471	1.0053685532463987	0.30198019801980197	0.30198019801980197	0.520039521487503	0.5206406530292286
hamilto	321	0	1079.6343168434557	1078.2462773147095	1.3880395287462761	0.308411214953271	0.308411214953271	0.5080004700862676	0.5080004700862676
harley	210	0	618.9623457971375	618.0387975721668	0.9235482249706592	0.30952380952380953	0.30952380952380953	0.5301443903462537	0.5301443903462537
hart	856	5	2966.763740448723	2963.7734759550176	2.990264493705581	0.2967289719626168	0.29789719626168226	0.49845625678527544	0.49909247167951004
harvey	289	3	1008.1209179284889	1009.385839443413	-1.26492151492414	0.30103806228373703	0.30103806228373703	0.49397420608636405	0.49408405394707694
hasting	380	2	1224.4982320594747	1225.843264036404	-1.3450319769292491	0.29210526315789476	0.29210526315789476	0.5063221176793424	0.5055181082498227
hatton	392	2	1434.9125050206244	1432.4384452785728	2.4740597420516224	0.23979591836734693	0.23979591836734693	0.45116588037172556	0.45134490224030843
henry8	254	0	883.0559088143414	882.3412641897075	0.7146446246338201	0.25984251968503935	0.25984251968503935	0.4687707747864164	0.46909856779233505
