world	event	order	kind	location	form	patient	second	object	second_object	source_object	before	after	assertion	status	debts	state_origin	alias_collision	row_status
E|ZL3b|B|f6v|f6v.6-f6v.21	0	1	MATERIAL	f6v.6:2	shocthol	f6v.6:2		f6v.6:2			{}	{}		EXTERNAL_PORTION			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	1	1	PROCESSED_NOMINAL	f6v.6:2	shocthol			f6v.6:2			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	2	4	ACTION	f6v.7:1	ychos	f6v.6:2		f6v.6:2			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	3	7	MATERIAL	f6v.7:4	cthol	f6v.7:4		f6v.7:4			{}	{}		EXTERNAL_PORTION			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	4	7	ACTION	f6v.7:2	ychol	f6v.7:4		f6v.7:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	5	10	MATERIAL	f6v.8:2	chor	f6v.8:2		f6v.8:2			{}	{}		EXTERNAL_PORTION			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	6	11	ACTION	f6v.8:3	okchey	f6v.8:2		f6v.8:2			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	7	12	ACTION	f6v.8:4	qokom	f6v.8:2		f6v.8:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	8	15	MATERIAL	f6v.9:3	chor	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	9	15	ACTION	f6v.9:1	oeeo	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
E|ZL3b|B|f6v|f6v.6-f6v.21	10	16	MATERIAL	f6v.9:4	cthom	f6v.9:4		f6v.9:4			{}	{}		EXTERNAL_PORTION			False	recorded
