edition	grammar	paragraph	target	form	first_form_mention	matching_operations	distinct_parent_names	status	source_names	row_status
ZL3b	B	f6v|f6v.6-f6v.21	f6v.6:2	shocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.18:1	ytchocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.6:2	shocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.18:1	ytchocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.6:2	shocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.18:1	ytchocthol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.6:4	chody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.6:4	chody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.6:4	chody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:4	tchol	True	1	1	CANDIDATES	kchor	recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:4	tchol	True	1	1	CANDIDATES	kchor	recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:4	tchol	True	1	1	CANDIDATES	kchor	recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.7:3	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.8:3	qokol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.9:2	shody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.9:4	tchol	True	1	1	CANDIDATES	shody	recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.7:3	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.8:3	qokol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.9:2	shody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.9:4	tchol	True	1	1	CANDIDATES	shody	recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.7:3	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.8:3	qokol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.9:2	shody	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.9:4	tchol	True	1	1	CANDIDATES	shody	recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:2	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:2	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f23r|f23r.4-f23r.5	f23r.5:2	qokchol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f24r|f24r.1-f24r.20	f24r.8:6	qokeol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f24r|f24r.1-f24r.20	f24r.11:5	qokain	True	1	1	CANDIDATES	otal	recorded
ZL3b	J	f24r|f24r.1-f24r.20	f24r.8:6	qokeol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	J	f24r|f24r.1-f24r.20	f24r.11:5	qokain	True	1	1	CANDIDATES	otal	recorded
ZL3b	M	f24r|f24r.1-f24r.20	f24r.8:6	qokeol	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	M	f24r|f24r.1-f24r.20	f24r.11:5	qokain	True	1	1	CANDIDATES	otal	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	f86v5.20:6	ykaiin	True	0	0	NO_REGISTERED_PARENT		recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	f86v5.22:1	ykaiin	False	0	0	REMENTION_TRACKED		recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	f86v5.23:1	ykaiin	False	0	0	REMENTION_TRACKED		recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	f86v5.23:7	qokar	True	1	1	CANDIDATES	ykaiin	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	f86v5.20:6	ykaiin	True	0	0	NO_REGISTERED_PARENT		recorded
