target_id	target	target_form	operation	operation_form	patient	patient_form	effect	expected	completion	status	argument_debts	unread_bridge	row_status
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.7:1	ychos	f6v.6:2	shocthol	null	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	4	NO_REGISTERED_EFFECT_MATCH	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.7:2	ychol	f6v.7:4	cthol	"{""axis"":""moisture"",""value"":""dry""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	7	NO_REGISTERED_EFFECT_MATCH		f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.8:3	okchey	f6v.8:2	chor	null	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	11	NO_REGISTERED_EFFECT_MATCH		f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.8:4	qokom	f6v.8:2	chor	"{""axis"":""thermal"",""value"":""warm""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	12	NO_REGISTERED_EFFECT_MATCH		f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.9:1	oeeo	f6v.9:3	chor	null	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	15	NO_REGISTERED_EFFECT_MATCH		f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.10:1	qokchod	f6v.9:4	cthom	"{""axis"":""moisture"",""value"":""dry""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	18	NO_REGISTERED_EFFECT_MATCH	IMPLICIT_SUBJECT_CONTINUATION	f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.10:2	ychear	f6v.10:3	kchdy	null	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	20	NO_REGISTERED_EFFECT_MATCH	MISSING_COINGREDIENT	f6v.12:1;f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.12:3	qokam	f6v.12:4	cthy	"{""axis"":""thermal"",""value"":""warm""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	30	NO_REGISTERED_EFFECT_MATCH		f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.14:1	qokor	f6v.13:4	chor	"{""axis"":""thermal"",""value"":""hot""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	37	NO_REGISTERED_EFFECT_MATCH	IMPLICIT_SUBJECT_CONTINUATION	f6v.16:3	recorded
ZL3b|B|f6v.18:1	f6v.18:1	ytchocthol	f6v.14:2	chol	f6v.14:3	cthol	"{""axis"":""moisture"",""value"":""dry""}"	"[{""axis"":""moisture"",""form"":""ytchocthol"",""kind"":""PROCESSED_NOMINAL"",""value"":""wet""}]"	39	NO_REGISTERED_EFFECT_MATCH		f6v.16:3	recorded
