event_id	page	record	statement_id	locus	owner_de	semantic_family	component_recipe	exact_card_id	surface	renderer_rules	surface_selection_layer
E008	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	SEM008	OK+Y	PROC008	oky	DIRECT	OWNER_CARD_DEFAULT
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	SEM008	OK+Y	PROC011	qokchy	ENTRY_FRAME>ITEM_CONTINUATION_CARRIER	OWNER_CARD_DEFAULT
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	SEM008	OK+Y	PROC008	choky	ENTRY_FRAME	GLOBAL_CARD_FORM
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	SEM008	OK+Y	PROC008	choky	ENTRY_FRAME	GLOBAL_CARD_FORM
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	SEM008	OK+Y	PROC011	okchy	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	SEM008	OK+Y	PROC011	chokchy	ENTRY_FRAME>ITEM_CONTINUATION_CARRIER	OWNER_CARD_DEFAULT
E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E188	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E195	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E247	f83r	B3	B3-S009	f83r.6	mittlere Randfigur im runden Gefäß	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E251	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E298	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E323	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM008	OK+Y	PROC008	qoky	ENTRY_FRAME	GLOBAL_CARD_FORM
E013	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	SEM012	OL	PROC013	chol	ENTRY_FRAME	GLOBAL_CARD_FORM
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	SEM012	OL	PROC013	chol	ENTRY_FRAME	GLOBAL_CARD_FORM
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	SEM012	OL	PROC013	chol	ENTRY_FRAME	GLOBAL_CARD_FORM
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	qol	ENTRY_FRAME	OWNER_CARD_DEFAULT
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E148	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	qol	ENTRY_FRAME	OWNER_CARD_DEFAULT
E154	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	SEM012	OL	PROC013	qol	ENTRY_FRAME	OWNER_CARD_DEFAULT
E196	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	SEM012	OL	PROC115	ls	TERMINAL_ECHO	GLOBAL_CARD_FORM
E295	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SEM012	OL	PROC013	sol	ENTRY_FRAME	GLOBAL_CARD_FORM
E324	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM012	OL	PROC013	tol	ENTRY_FRAME	OWNER_CARD_DEFAULT
E343	f83r	B4	B4-S011	f83r.37	linke Hauptstation mit offenem Fransenlauf	SEM012	OL	PROC013	sol	ENTRY_FRAME	GLOBAL_CARD_FORM
E366	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	SEM012	OL	PROC013	cheol	ENTRY_FRAME	OWNER_CARD_DEFAULT
E370	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	SEM012	OL	PROC013	sol	ENTRY_FRAME	GLOBAL_CARD_FORM
E376	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E378	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	SEM012	OL	PROC013	ol	DIRECT	GLOBAL_CARD_FORM
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	SEM030	SH+EE+Y	PROC031	shey	DIRECT	CONTEXT_WRAPPER_RULE
E197	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	SEM030	SH+EE+Y	PROC031	cheey	DIRECT	GLOBAL_CARD_FORM
E203	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	SEM030	SH+EE+Y	PROC031	cheey	DIRECT	GLOBAL_CARD_FORM
E334	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM030	SH+EE+Y	PROC157	sheey	DIRECT	GLOBAL_CARD_FORM
E353	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	SEM030	SH+EE+Y	PROC031	shey	DIRECT	CONTEXT_WRAPPER_RULE
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	SEM035	OT+Y	PROC036	qotchy	ENTRY_FRAME>ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	SEM035	OT+Y	PROC065	otchey	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E321	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM035	OT+Y	PROC065	otchey	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	SEM036	OK+OL	PROC037	okchol	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E346	f83r	B4	B4-S013	f83r.37	linke Hauptstation mit offenem Fransenlauf	SEM036	OK+OL	PROC160	qokol	ENTRY_FRAME	GLOBAL_CARD_FORM
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E145	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
