label_token_id	page	locus	label_token_ordinal	label_token	panel_id	component_id	working_local_default_de	anchor_eligible	binding_scope	lexical_export
GDT790-LT01	f77r	f77r.1	1	darchdar	F77_TOP_ARCH	LEFT_ENDPOINT_FIGURE_PORT	Kennung der linken Bogen-Endstelle	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT02	f77r	f77r.2	1	olkchs	F77_TOP_ARCH	INNER_PORT_1	Kennung der inneren Bogenstelle 1	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT03	f77r	f77r.3	1	otedy	F77_TOP_ARCH	INNER_PORT_2	Kennung der inneren Bogenstelle 2	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT04	f77r	f77r.4	1	otork	F77_TOP_ARCH	INNER_PORT_3	Kennung der inneren Bogenstelle 3	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT05	f77r	f77r.5	1	otol	F77_TOP_ARCH	INNER_PORT_4	Kennung der inneren Bogenstelle 4	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT06	f77r	f77r.6	1	dchdy	F77_TOP_ARCH	INNER_PORT_5	Kennung der inneren Bogenstelle 5	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT07	f77r	f77r.7	1	soral	F77_TOP_ARCH	INNER_PORT_6	Kennung der inneren Bogenstelle 6	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT08	f77r	f77r.8	1	dotedy	F77_TOP_ARCH	RIGHT_ENDPOINT_FIGURE_PORT	Kennung der rechten Bogen-Endstelle	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT09	f77r	f77r.49	1	otchdy	F77_MIDDLE_BODY	MIDDLE_WEST_FIGURE_ZONE	Kennung der mittleren westlichen Körperstation	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT10	f77r	f77r.50	1	otolaiin	F77_LOWER_VESSEL	LOWER_SOUTHWEST_FIGURE_ZONE	Kennung der unteren Gefäß-/Auslassstation	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT11	f77r	f77r.50	2	o	F77_LOWER_VESSEL	LOWER_SOUTHWEST_FIGURE_ZONE	Kennung der unteren Gefäß-/Auslassstation	NO_SINGLE_CHARACTER_BOUNDARY_UNSTABLE	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT12	f82r	f82r.10	1	oroldair	F82_MIDDLE_TRANSFER	LEFT_CROSS_TUBE	Kennung des kreuzförmigen Rohrteils	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT13	f82r	f82r.34	1	okor	F82_BOTTOM_COMMUNAL	TOP_FIGURE_1	Kennung der oberen Beckenfigur 1	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT14	f82r	f82r.35	1	darol	F82_BOTTOM_COMMUNAL	LEFT_VERTICAL_INFLOW	Kennung des linken vertikalen Zuflusses	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT15	f82r	f82r.36	1	okal	F82_BOTTOM_COMMUNAL	TOP_FIGURE_2	Kennung der oberen Beckenstelle 2	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT16	f82r	f82r.37	1	okaldy	F82_BOTTOM_COMMUNAL	TOP_FIGURE_3	Kennung der oberen Beckenfigur 3	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT17	f82r	f82r.38	1	darary	F82_BOTTOM_COMMUNAL	RIGHT_VERTICAL_INFLOW	Kennung des rechten vertikalen Zuflusses	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT18	f82r	f82r.39	1	okairady	F82_BOTTOM_COMMUNAL	TOP_FIGURE_4	Kennung der oberen Beckenfigur 4	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT19	f82r	f82r.40	1	sororl	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_1	Kennung der unteren Beckenfigur 1	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT20	f82r	f82r.41	1	olkoky	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_2	Kennung der unteren Beckenfigur 2	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT21	f82r	f82r.42	1	sokoly	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURES_3_4	Kennung der unteren Beckengruppe 3/4	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT22	f82r	f82r.43	1	dolol	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_5	Kennung der unteren Beckenfigur 5	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT23	f82r	f82r.44	1	olaiin	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_6	Kennung der unteren Beckenfigur 6	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT24	f82r	f82r.45	1	okeear	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_7	Kennung der unteren Beckenfigur 7	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT25	f83r	f83r.45	1	chtorol	F83_LOWER_COUPLED	LEFT_ARCH_ENDPOINT	Kennung der linken Bogen-Endzone	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT26	f83r	f83r.46	1	olsaiin	F83_LOWER_COUPLED	RIGHT_ARCH_ENDPOINT	Kennung der rechten Bogen-Endzone	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT27	f83r	f83r.50	1	sasoldal	F83_LOWER_COUPLED	LOWER_LEFT_OPEN_OUTLET	Kennung des unteren linken offenen Auslasses	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
GDT790-LT28	f83r	f83r.51	1	darolsy	F83_LOWER_COUPLED	LOWER_CENTRAL_OPEN_OUTLET	Kennung des unteren zentralen Auslasses	YES	EXACT_ZL3B_TOKEN_OCCURRENCE_ONLY	NO
