page	locus	label_surface	panel_id	component_id	owner_class	local_position	attachment_relation	working_local_default_de	evidence_basis	prose_anchor_policy	semantic_ceiling	label_token_count	exact_prose_occurrence_edges	same_page_edges	cross_page_edges	word_meaning_selected	prefix_or_root_export
f77r	f77r.1	darchdar	F77_TOP_ARCH	LEFT_ENDPOINT_FIGURE_PORT	FIGURE_OR_PORT_ZONE	linke Endstelle am Bogen bei der Frau	PROXIMITY_AMBIGUOUS	Kennung der linken Bogen-Endstelle	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.2	olkchs	F77_TOP_ARCH	INNER_PORT_1	APPARATUS_PORT	erste innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 1	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.3	otedy	F77_TOP_ARCH	INNER_PORT_2	APPARATUS_PORT	zweite innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 2	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	5	1	4	NO	NO
f77r	f77r.4	otork	F77_TOP_ARCH	INNER_PORT_3	APPARATUS_PORT	dritte innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 3	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.5	otol	F77_TOP_ARCH	INNER_PORT_4	APPARATUS_PORT	vierte innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 4	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.6	dchdy	F77_TOP_ARCH	INNER_PORT_5	APPARATUS_PORT	fünfte innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 5	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.7	soral	F77_TOP_ARCH	INNER_PORT_6	APPARATUS_PORT	sechste innere Öffnung von links	NEAR_OR_ATTACHED	Kennung der inneren Bogenstelle 6	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.8	dotedy	F77_TOP_ARCH	RIGHT_ENDPOINT_FIGURE_PORT	FIGURE_OR_PORT_ZONE	rechte Endstelle am Bogen bei der Frau	PROXIMITY_AMBIGUOUS	Kennung der rechten Bogen-Endstelle	GDT585_I03_PLUS_MANUAL_REVIEW	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f77r	f77r.49	otchdy	F77_MIDDLE_BODY	MIDDLE_WEST_FIGURE_ZONE	FIGURE_ZONE	oberhalb der Frau am westlichen Seitenrand	PROXIMITY_ONLY	Kennung der mittleren westlichen Körperstation	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	1	0	1	NO	NO
f77r	f77r.50	otolaiin o	F77_LOWER_VESSEL	LOWER_SOUTHWEST_FIGURE_ZONE	FIGURE_OR_OUTLET_ZONE	unterhalb der Frau in der südwestlichen Ecke	PROXIMITY_ONLY	Kennung der unteren Gefäß-/Auslassstation	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	2	1	0	1	NO	NO
f82r	f82r.10	oroldair	F82_MIDDLE_TRANSFER	LEFT_CROSS_TUBE	APPARATUS_COMPONENT	auf dem kreuzförmigen Rohr zwischen oberem und mittlerem Textfeld	EXPLICIT_ATTACHMENT	Kennung des kreuzförmigen Rohrteils	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.34	okor	F82_BOTTOM_COMMUNAL	TOP_FIGURE_1	FIGURE_ZONE	obere Figurenreihe Position 1	PROXIMITY_ONLY	Kennung der oberen Beckenfigur 1	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.35	darol	F82_BOTTOM_COMMUNAL	LEFT_VERTICAL_INFLOW	CONNECTOR_OR_INFLOW	linke vertikale Zufluss-/Wasserfallform	NEAR_OR_ATTACHED	Kennung des linken vertikalen Zuflusses	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.36	okal	F82_BOTTOM_COMMUNAL	TOP_FIGURE_2	FIGURE_OR_INFLOW_ZONE	obere Reihe zwischen Figur 2 und vertikaler Form	PROXIMITY_AMBIGUOUS	Kennung der oberen Beckenstelle 2	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	2	2	0	NO	NO
f82r	f82r.37	okaldy	F82_BOTTOM_COMMUNAL	TOP_FIGURE_3	FIGURE_ZONE	obere Figurenreihe Position 3	PROXIMITY_ONLY	Kennung der oberen Beckenfigur 3	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.38	darary	F82_BOTTOM_COMMUNAL	RIGHT_VERTICAL_INFLOW	CONNECTOR_OR_INFLOW	rechte vertikale Zufluss-/Wasserfallform	NEAR_OR_ATTACHED	Kennung des rechten vertikalen Zuflusses	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.39	okairady	F82_BOTTOM_COMMUNAL	TOP_FIGURE_4	FIGURE_ZONE	obere Figurenreihe Position 4	PROXIMITY_ONLY	Kennung der oberen Beckenfigur 4	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.40	sororl	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_1	FIGURE_ZONE	untere Figurenreihe Position 1	PROXIMITY_ONLY	Kennung der unteren Beckenfigur 1	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.41	olkoky	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_2	FIGURE_ZONE	untere Figurenreihe Position 2	PROXIMITY_ONLY	Kennung der unteren Beckenfigur 2	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.42	sokoly	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURES_3_4	FIGURE_GROUP_ZONE	untere Reihe bei den Figuren 3 und 4	PROXIMITY_AMBIGUOUS	Kennung der unteren Beckengruppe 3/4	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.43	dolol	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_5	FIGURE_ZONE	untere Figurenreihe Position 5	PROXIMITY_ONLY	Kennung der unteren Beckenfigur 5	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
f82r	f82r.44	olaiin	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_6	FIGURE_ZONE	untere Figurenreihe Position 6	PROXIMITY_ONLY	Kennung der unteren Beckenfigur 6	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	1	0	1	NO	NO
f82r	f82r.45	okeear	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_7	FIGURE_ZONE	untere Figurenreihe Position 7	PROXIMITY_ONLY	Kennung der unteren Beckenfigur 7	GDT002_EXISTING_HUMAN_ANNOTATION	EXACT_ZL3B_TOKEN_ONLY	OCCURRENCE_LOCAL_ADDRESS	1	0	0	0	NO	NO
