page	panel_id	record_id	record_kind	locus	line_number	record_line_ordinal	token_count	line_head_class	owner_display_de	subowner_display_de	zl3b_line	token_role_trace	structural_cells_de	image_aware_render_de	token_semantics_changed	word_to_single_figure_by_proximity
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.9	9	1	9	H1_ENTRY_BIASED	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	1:H1_ENTRY_BIASED|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN	[H1_ENTRY_BIASED poldarais] [OFFEN ol] [OFFEN qokol] [OFFEN chey] [OFFEN qopchedy] [OFFEN qopchedy] [OFFEN dylches] [OFFEN olkedy] [OFFEN loly]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H1_ENTRY_BIASED poldarais] [OFFEN ol] [OFFEN qokol] [OFFEN chey] [OFFEN qopchedy] [OFFEN qopchedy] [OFFEN dylches] [OFFEN olkedy] [OFFEN loly]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.10	10	2	10	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	1:H0_OTHER|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN | 10:OFFEN	[H0_OTHER tolchd] [OFFEN ar] [OFFEN shey] [OFFEN qotaiin] [OFFEN qotedy] [OFFEN qokol] [OFFEN chdy] [OFFEN qokain] [OFFEN chetey] [OFFEN sal]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H0_OTHER tolchd] [OFFEN ar] [OFFEN shey] [OFFEN qotaiin] [OFFEN qotedy] [OFFEN qokol] [OFFEN chdy] [OFFEN qokain] [OFFEN chetey] [OFFEN sal]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.11	11	3	9	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	1:H0_OTHER|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN	[H0_OTHER qoteedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN chol] [OFFEN shedy] [OFFEN shcthey] [OFFEN qokeedy] [OFFEN oteedy] [OFFEN cham]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H0_OTHER qoteedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN chol] [OFFEN shedy] [OFFEN shcthey] [OFFEN qokeedy] [OFFEN oteedy] [OFFEN cham]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.12	12	4	8	H2_SUBENTRY_BIASED	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched	1:H2_SUBENTRY_BIASED|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN	[H2_SUBENTRY_BIASED solteedy] [OFFEN qoteedy] [OFFEN qodeedy] [OFFEN chedaiin] [OFFEN chedy] [OFFEN shedaiin] [OFFEN shealol] [OFFEN ched]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H2_SUBENTRY_BIASED solteedy] [OFFEN qoteedy] [OFFEN qodeedy] [OFFEN chedaiin] [OFFEN chedy] [OFFEN shedaiin] [OFFEN shealol] [OFFEN ched]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.13	13	5	10	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	1:H0_OTHER|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN | 10:OFFEN	[H0_OTHER qokeedy] [OFFEN qol] [OFFEN sheedy] [OFFEN shol] [OFFEN tedy] [OFFEN chedy] [OFFEN lsheedy] [OFFEN qokedy] [OFFEN qolal] [OFFEN chedy]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H0_OTHER qokeedy] [OFFEN qol] [OFFEN sheedy] [OFFEN shol] [OFFEN tedy] [OFFEN chedy] [OFFEN lsheedy] [OFFEN qokedy] [OFFEN qolal] [OFFEN chedy]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.14	14	6	8	H2_SUBENTRY_BIASED	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	1:H2_SUBENTRY_BIASED|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN	[H2_SUBENTRY_BIASED sokcheey] [OFFEN sain] [OFFEN sheeol] [OFFEN qoteedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN qokeedy] [OFFEN qotedy]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H2_SUBENTRY_BIASED sokcheey] [OFFEN sain] [OFFEN sheeol] [OFFEN qoteedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN qokeedy] [OFFEN qotedy]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.15	15	7	10	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	1:H0_OTHER|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN | 10:OFFEN	[H0_OTHER qokeedy] [OFFEN shedy] [OFFEN qotol] [OFFEN shedy] [OFFEN qokaiin] [OFFEN sheety] [OFFEN qokeed] [OFFEN y] [OFFEN lchedy] [OFFEN lol]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H0_OTHER qokeedy] [OFFEN shedy] [OFFEN qotol] [OFFEN shedy] [OFFEN qokaiin] [OFFEN sheety] [OFFEN qokeed] [OFFEN y] [OFFEN lchedy] [OFFEN lol]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.16	16	8	8	H2_SUBENTRY_BIASED	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	1:H2_SUBENTRY_BIASED|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN	[H2_SUBENTRY_BIASED sshedy] [OFFEN qotaiin] [OFFEN chedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN qolcheedy] [OFFEN qokeedy] [OFFEN lol]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H2_SUBENTRY_BIASED sshedy] [OFFEN qotaiin] [OFFEN chedy] [OFFEN qokaiin] [OFFEN shedy] [OFFEN qolcheedy] [OFFEN qokeedy] [OFFEN lol]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.17	17	9	9	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	1:H0_OTHER|OFFEN | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN	[H0_OTHER qoteedy] [OFFEN qoteedy] [OFFEN qokedy] [OFFEN sheed] [OFFEN qeey] [OFFEN saiin] [OFFEN sheety] [OFFEN qokeedy] [OFFEN lol]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [H0_OTHER qoteedy] [OFFEN qoteedy] [OFFEN qokedy] [OFFEN sheed] [OFFEN qeey] [OFFEN saiin] [OFFEN sheety] [OFFEN qokeedy] [OFFEN lol]	0	0
f77r	F77_TOP_ARCH	F77_P1	MAIN_RECORD	f77r.18	18	10	11	H0_OTHER	oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen	gesamter Bogen mit beiden Endfiguren und inneren Stellen	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	1:H0_OTHER|VALUE_III_CANDIDATE | 2:OFFEN | 3:OFFEN | 4:OFFEN | 5:OFFEN | 6:OFFEN | 7:OFFEN | 8:OFFEN | 9:OFFEN | 10:OFFEN | 11:OFFEN	[VALUE_III_CANDIDATE daiin] [OFFEN cheedy] [OFFEN lshey] [OFFEN qo] [OFFEN l] [OFFEN or] [OFFEN chees] [OFFEN sheckhedy] [OFFEN qol] [OFFEN cheedy] [OFFEN qotaiin]	Bildbesitzer: oberes bogenförmiges Mehrstellen-System zwischen zwei Frauen; lokales Feld: gesamter Bogen mit beiden Endfiguren und inneren Stellen. [VALUE_III_CANDIDATE daiin] [OFFEN cheedy] [OFFEN lshey] [OFFEN qo] [OFFEN l] [OFFEN or] [OFFEN chees] [OFFEN sheckhedy] [OFFEN qol] [OFFEN cheedy] [OFFEN qotaiin]	0	0
