event_id	page	record_unit_id	statement_id	field_id	visible_surface	master_card_id	portable_value_de	visible_owner	curriculum_status	component_or_whole_analysis
E101	f81v	B1	B1-S001	F021	qokedy	MC083	kurz einwirken; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E102	f81v	B1	B1-S002	F022	okaiin	MC120	bemessen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+AIIN
E103	f81v	B1	B1-S002	F022	kair	MC023	Beckenlauf	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	K + AIR
E104	f81v	B1	B1-S002	F022	okal	MC040	dorthin einsetzen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+AL
E105	f81v	B1	B1-S002	F022	sar	MC055	davon	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AR
E106	f81v	B1	B1-S002	F022	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E107	f81v	B1	B1-S002	F022	kain	MC105	Portion	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	AIN
E108	f81v	B1	B1-S002	F022	olkain	MC097	weiterer Anteil	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E109	f81v	B1	B1-S002	F022	al	MC154	dorthin	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL
E110	f81v	B1	B1-S002	F022	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E111	f81v	B1	B1-S002	F022	rol	MC016	Anschluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E112	f81v	B1	B1-S002	F022	dl	MC012	Zusatz	gemeinsames zweireihiges Figuren-/Beckenfeld	LEARNED_LOCAL_WHOLE_CARD	DL
E113	f81v	B1	B1-S002	F023	olor	MC157	derselbe Ansatz	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL+OR
E114	f81v	B1	B1-S002	F023	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E115	f81v	B1	B1-S002	F023	sheckhal	MC058	Kurze Zielpassage	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL
E116	f81v	B1	B1-S002	F023	daiin	MC039	Sollwert	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AIIN
E117	f81v	B1	B1-S002	F023	qokeedal	MC096	Langer Zieleinsatz	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+AL
E118	f81v	B1	B1-S002	F023	daiin	MC039	Sollwert	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AIIN
E119	f81v	B1	B1-S002	F023	chckhy	MC035	durchleiten	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E120	f81v	B1	B1-S002	F023	schedy	MC025	überführen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E121	f81v	B1	B1-S003	F024	qol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E122	f81v	B1	B1-S003	F025	sshkchdy	MC061	Haltetransfer; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	PARTIAL_SPECIALIST_COMPOSITION	CHD + DY visible; SSHK hull unresolved
E123	f81v	B1	B1-S004	F026	chedy	MC074	überführen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y+CHED~CHD
E124	f81v	B1	B1-S004	F026	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E125	f81v	B1	B1-S004	F026	shedy	MC128	kurz absetzen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E126	f81v	B1	B1-S005	F027	qolchedy	MC028	weiterführen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL+DY+CHED~CHD
E127	f81v	B1	B1-S006	F028	qokain	MC017	Anteil zugeben	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	OK + AIN
E128	f81v	B1	B1-S006	F028	shckhy	MC035	durchleiten	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E129	f81v	B1	B1-S006	F028	dl	MC012	Zusatz	gemeinsames zweireihiges Figuren-/Beckenfeld	LEARNED_LOCAL_WHOLE_CARD	DL
E130	f81v	B1	B1-S006	F028	ral	MC056	Zielmarke	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL
E131	f81v	B1	B1-S007	F029	qokchdy	MC088	einführen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E132	f81v	B1	B1-S008	F030	chey	MC123	dies	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E133	f81v	B1	B1-S008	F030	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E134	f81v	B1	B1-S008	F030	cheky	MC147	kurz wärmen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E135	f81v	B1	B1-S008	F030	ol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E136	f81v	B1	B1-S008	F030	shedy	MC128	kurz absetzen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E137	f81v	B1	B1-S009	F031	qokedy	MC083	kurz einwirken; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E138	f81v	B1	B1-S010	F032	qokedy	MC083	kurz einwirken; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+DY
