joint_tuple_id	surfaces	events	event_ids	composition	old_local_value_de	new_value_de
22fb87a5a83e5c3fb510	kair	1	E103	K+AIR	Beckenwasser	Wasser zufuehren
1496a731803a9f48d2e1	rol	1	E111	R+OL	noch warm	weiter abkuehlen
0f18de177ed7c878bf95	dl	2	E112|E129	L	Zusatz	weiterfuehren
54e32e9c1414b20640e9	sshkchdy	1	E122	SH+K+CHD+DY	Sonderumsetzung; Schluss	gebuendelt umsetzen; Schluss
4da0f0f7b5fc7ac20067	ral	1	E130	R+AL	abkühlen	an der Stelle abkuehlen
be0974b366c981dc1eef	lsho	1	E141	LSH+O	Waschgang	Waschgang
2e7e89e0bd12b999c280	lshedy	2	E143|E144	LSH+E+DY	waschen; Schluss	Waschgang; Schluss
c205570c49d4d93c23d3	qolky	1	E146	OLK+Y	Arbeitsstelle	dies auffangen
a06244ef1f2b37ca44c1	teol	1	E157	E+OL	erste Öffnung	kurz fortsetzen
d225b7a7b95da7aee437	dchdy	1	E158	CHD+DY	umsetzen; Schluss	umsetzen; Schluss
b38d70daefd663d74625	ly	1	E159	L+Y	Empfangsgefäß	dies fuehren
2d2e37ccb2dacc53ee5a	solkaiin	1	E178	SOLK+AIIN	Seihtuch	Auffangmass
cbb42a4fe68068325d6b	dshedy	1	E189	SH+E+DY	Frischwasser; Schluss	kurz halten; Schluss
5eff216ba51fbfb21f22	ls	1	E196	L+S	erste Öffnung	abfuehren
d4a31dbcf1ed6d9e5aa9	tshey	1	E212	SH+E+Y	Spülwasser	dies kurz halten
78b3b3140714da19090d	daldy	1	E223	AL+DY	zweite Öffnung; Ende	an der Stelle schliessen
7f68f60279efe6b28cd7	rshedy	1	E225	R+SHED+DY	Waschung; Schluss	abkuehlen und absetzen; Schluss
0bdc8b6db811b4e67a63	chary	1	E253	AR+Y	abkühlen	dies aus der Quelle nehmen
2b7fa918d1b2f5c656e3	lo	1	E263	L+O	Abgang	hinausfuehren
cb57b696b815fdef9cb7	shecthy	1	E276	SH+E+CTH+Y	temperiert	dies kurz bereit halten
342c3f0777337648f4b3	cheedar	1	E285	EE+D+AR	Quellstation	laenger aus der Quelle fuehren
d72f71baff01cd0a0406	chldaiin	1	E286	L+D+AIIN	Absetzmaß	Abfuehrmass
d788d8d72d41b25a3c71	chealror	1	E290	AL+R+OR	Auffangpunkt	Ansatz an der Stelle auffangen
883a6708116c342cb10b	skar	1	E360	K+AR	Ausguss	aus dem Vorrat zufuehren
