layout_id	line_no	visible_no	surface	joint_tuple_id	atomic_value_de	corrector_action	source_contribution
LAYOUT_A_WIDTH20	1	1	or	7a4bb8136330ee4e6e56	Ansatz	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	1	2	kain	9da1b6ac2c929daea697	Portion	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	1	3	chckhy	2cc8bb3c2af19607888f	durchleiten	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	1	4	cheky	d904bf7b044dd3922781	Kurzwärme	REMOVE_LEFT_MARGIN_COPY	0
LAYOUT_A_WIDTH20	2	1	cheky	d904bf7b044dd3922781	Kurzwärme	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	2	2	oky	276a7c2d74d1143446f4	Einsetzen	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	3	1	aiin	2f1c5e56e8f0ff459065	Sollmaß	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	3	2	okeey	0275fbf14e07935b0a45	Langkontakt	READ_AS_SOURCE_CARD	1
LAYOUT_A_WIDTH20	3	3	qokedy	7db18b2f0fb7ed0fcfd3	Kurzkontakt	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	1	1	chor	7a4bb8136330ee4e6e56	Ansatz	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	1	2	chkain	9da1b6ac2c929daea697	Portion	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	1	3	shckhy	2cc8bb3c2af19607888f	durchleiten	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	1	4	cheky	d904bf7b044dd3922781	Kurzwärme	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	1	5	choky	276a7c2d74d1143446f4	Einsetzen	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	2	1	chaiin	2f1c5e56e8f0ff459065	Sollmaß	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	2	2	qokeey	0275fbf14e07935b0a45	Langkontakt	REMOVE_LEFT_MARGIN_COPY	0
LAYOUT_B_WIDTH30	3	1	qokeey	0275fbf14e07935b0a45	Langkontakt	READ_AS_SOURCE_CARD	1
LAYOUT_B_WIDTH30	3	2	qokedy	7db18b2f0fb7ed0fcfd3	Kurzkontakt	READ_AS_SOURCE_CARD	1
