statement_id	event_ordinal	event_id	record_unit_id	page	locus	field_id	surface	master_card_id	atomic_gloss_de	operating_mode	microstep_id	microstep_reading_de	read_once_role
B1-S002	1	E102	B1	f81v	f81v.2	F022	qokaiin	MC120	bemessen	MEASURE	B1-S002-M01	Messe die Arbeitsmenge ab und setze sie in den vorgesehenen Beckenlauf.	ORDINARY
B1-S002	2	E103	B1	f81v	f81v.2	F022	kair	MC023	Beckenlauf	LOCAL_CONTROL	B1-S002-M01	Messe die Arbeitsmenge ab und setze sie in den vorgesehenen Beckenlauf.	ORDINARY
B1-S002	3	E104	B1	f81v	f81v.2	F022	okal	MC040	Orteinsatz	CHARGE	B1-S002-M01	Messe die Arbeitsmenge ab und setze sie in den vorgesehenen Beckenlauf.	ORDINARY
B1-S002	4	E105	B1	f81v	f81v.2	F022	char	MC055	davon	LOCAL_CONTROL	B1-S002-M02	Nimm davon eine Portion und anschließend die Folgeportion an dieselbe Stelle.	ORDINARY
B1-S002	5	E106	B1	f81v	f81v.2	F022	ol	MC153	weiter	LOCAL_CONTROL	B1-S002-M02	Nimm davon eine Portion und anschließend die Folgeportion an dieselbe Stelle.	ORDINARY
B1-S002	6	E107	B1	f81v	f81v.2	F022	kain	MC105	Portion	CHARGE	B1-S002-M02	Nimm davon eine Portion und anschließend die Folgeportion an dieselbe Stelle.	ORDINARY
B1-S002	7	E108	B1	f81v	f81v.2	F022	olkain	MC097	Folgeportion	CHARGE	B1-S002-M02	Nimm davon eine Portion und anschließend die Folgeportion an dieselbe Stelle.	ORDINARY
B1-S002	8	E109	B1	f81v	f81v.2	F022	al	MC154	dorthin	LOCAL_CONTROL	B1-S002-M02	Nimm davon eine Portion und anschließend die Folgeportion an dieselbe Stelle.	ORDINARY
B1-S002	9	E110	B1	f81v	f81v.2	F022	ol	MC153	weiter	LOCAL_CONTROL	B1-S002-M03	Gib am Anschluss den Zusatz aus demselben Ansatz zu und führe ihn durch die kurze Zielpassage.	ORDINARY
B1-S002	10	E111	B1	f81v	f81v.2	F022	rol	MC016	Anschluss	LOCAL_CONTROL	B1-S002-M03	Gib am Anschluss den Zusatz aus demselben Ansatz zu und führe ihn durch die kurze Zielpassage.	ORDINARY
B1-S002	11	E112	B1	f81v	f81v.2	F022	dl	MC012	Zusatz	CHARGE	B1-S002-M03	Gib am Anschluss den Zusatz aus demselben Ansatz zu und führe ihn durch die kurze Zielpassage.	ORDINARY
B1-S002	12	E113	B1	f81v	f81v.7	F023	olor	MC157	Gleichansatz	CHARGE	B1-S002-M03	Gib am Anschluss den Zusatz aus demselben Ansatz zu und führe ihn durch die kurze Zielpassage.	ORDINARY
