edition	target	paragraph_id	status
ZL3b	f113r.14	f113r|f113r.13-f113r.15	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f113r.23	f113r|f113r.22-f113r.24	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f113r.39	f113r|f113r.39-f113r.41	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f113r.49	f113r|f113r.45-f113r.51	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f113r.8	f113r|f113r.8-f113r.9	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f113v.25	f113v|f113v.25-f113v.27	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f115v.39	f115v|f115v.37-f115v.40	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f115v.9	f115v|f115v.8-f115v.10	COMPLETE_EXISTING_PARAGRAPH
ZL3b	f77v.34	f77v|f77v.29-f77v.42	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113r.14	f113r|f113r.13-f113r.15	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113r.23	f113r|f113r.22-f113r.24	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113r.39	f113r|f113r.39-f113r.41	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113r.49	f113r|f113r.45-f113r.51	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113r.8	f113r|f113r.8-f113r.9	COMPLETE_EXISTING_PARAGRAPH
IT2a	f113v.25	f113v|f113v.25-f113v.27	COMPLETE_EXISTING_PARAGRAPH
IT2a	f115v.39	f115v|f115v.37-f115v.40	COMPLETE_EXISTING_PARAGRAPH
IT2a	f115v.9	f115v|f115v.8-f115v.10	COMPLETE_EXISTING_PARAGRAPH
IT2a	f77v.34	f77v|f77v.29-f77v.42	COMPLETE_EXISTING_PARAGRAPH
