candidate	code	currier	edition	hand	kind	locus	page	paragraph_end	paragraph_start	section	source_group_count	source_row_index	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator	gloss	role
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G001	1	tch[a:y]dchy	LINE_START	DEFINITE_SPACE	⟦tch[a:y]dchy⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G002	2	lshedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lshedy⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G003	3	daly	DEFINITE_SPACE	DEFINITE_SPACE	⟦daly⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G004	4	dal	DEFINITE_SPACE	DEFINITE_SPACE	und	COORDINATION
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G005	5	dsheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦dsheedy⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G006	6	pcheol	DEFINITE_SPACE	DEFINITE_SPACE	⟦pcheol⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G007	7	lfol	DEFINITE_SPACE	DEFINITE_SPACE	⟦lfol⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G008	8	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦ol⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G009	9	cheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	bewegt sich	MOTION
R_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G010	10	qoty	DEFINITE_SPACE	LINE_END	⟦qoty⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G001	1	tch[a:y]dchy	LINE_START	DEFINITE_SPACE	⟦tch[a:y]dchy⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G002	2	lshedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lshedy⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G003	3	daly	DEFINITE_SPACE	DEFINITE_SPACE	⟦daly⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G004	4	dal	DEFINITE_SPACE	DEFINITE_SPACE	und	COORDINATION
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G005	5	dsheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦dsheedy⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G006	6	pcheol	DEFINITE_SPACE	DEFINITE_SPACE	⟦pcheol⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G007	7	lfol	DEFINITE_SPACE	DEFINITE_SPACE	⟦lfol⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G008	8	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦ol⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G009	9	cheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	bewegt sich	MOTION
R_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G010	10	qoty	DEFINITE_SPACE	LINE_END	⟦qoty⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G001	1	tch[a:y]dchy	LINE_START	DEFINITE_SPACE	⟦tch[a:y]dchy⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G002	2	lshedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lshedy⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G003	3	daly	DEFINITE_SPACE	DEFINITE_SPACE	⟦daly⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G004	4	dal	DEFINITE_SPACE	DEFINITE_SPACE	und	COORDINATION
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G005	5	dsheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦dsheedy⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G006	6	pcheol	DEFINITE_SPACE	DEFINITE_SPACE	⟦pcheol⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G007	7	lfol	DEFINITE_SPACE	DEFINITE_SPACE	⟦lfol⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G008	8	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦ol⟧	UNREAD
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G009	9	cheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	ruht	REST_STATE
T_C	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G010	10	qoty	DEFINITE_SPACE	LINE_END	⟦qoty⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G001	1	tch[a:y]dchy	LINE_START	DEFINITE_SPACE	⟦tch[a:y]dchy⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G002	2	lshedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lshedy⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G003	3	daly	DEFINITE_SPACE	DEFINITE_SPACE	⟦daly⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G004	4	dal	DEFINITE_SPACE	DEFINITE_SPACE	und	COORDINATION
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G005	5	dsheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦dsheedy⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G006	6	pcheol	DEFINITE_SPACE	DEFINITE_SPACE	⟦pcheol⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G007	7	lfol	DEFINITE_SPACE	DEFINITE_SPACE	⟦lfol⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G008	8	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦ol⟧	UNREAD
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G009	9	cheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	ruht	REST_STATE
T_W	+P0	B	ZL3b	2	P	f77v.29	f77v	0	1	B	10	2681	ZL3b|f77v.29|G010	10	qoty	DEFINITE_SPACE	LINE_END	⟦qoty⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G001	1	shey	LINE_START	DEFINITE_SPACE	dieses	DEMONSTRATIVE
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G002	2	ol	DEFINITE_SPACE	DEFINITE_SPACE	⟦ol⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G003	3	sheey	DEFINITE_SPACE	DEFINITE_SPACE	klar	OPTICAL_QUALITY
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G004	4	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokedy⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G005	5	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	dorthin	GOAL_ANAPHOR
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G006	6	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	aus dem Rohr	SOURCE
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G007	7	dal	DEFINITE_SPACE	DEFINITE_SPACE	und	COORDINATION
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G008	8	daiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦daiin⟧	UNREAD
R_C	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G009	9	chedy	DEFINITE_SPACE	LINE_END	dort	LOCATION_ANAPHOR
R_W	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G001	1	shey	LINE_START	DEFINITE_SPACE	dieses	DEMONSTRATIVE
R_W	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G002	2	ol	DEFINITE_SPACE	DEFINITE_SPACE	⟦ol⟧	UNREAD
R_W	+P0	B	ZL3b	2	P	f77v.30	f77v	0	0	B	9	2682	ZL3b|f77v.30|G003	3	sheey	DEFINITE_SPACE	DEFINITE_SPACE	Wasser	MATERIAL_CLASS
