candidate	edition	page	physical_leaf	locus	marker_id	marker_raw	predicted_marker	required_left	required_right	left_id	left_raw	right_id	right_raw	left_separator	right_separator	left_value	right_value	consequence	status	partition	meaning_status
R0	ZL3b	f113r	113	f113r.14	ZL3b|f113r.14|G002	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.14|G001	ycheo	ZL3b|f113r.14|G003	l	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R1	ZL3b	f113r	113	f113r.14	ZL3b|f113r.14|G002	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.14|G001	ycheo	ZL3b|f113r.14|G003	l	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G0	ZL3b	f113r	113	f113r.14	ZL3b|f113r.14|G002	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.14|G001	ycheo	ZL3b|f113r.14|G003	l	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G1	ZL3b	f113r	113	f113r.14	ZL3b|f113r.14|G002	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.14|G001	ycheo	ZL3b|f113r.14|G003	l	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R0	ZL3b	f113r	113	f113r.23	ZL3b|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.23|G005	chckhey	ZL3b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R1	ZL3b	f113r	113	f113r.23	ZL3b|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.23|G005	chckhey	ZL3b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G0	ZL3b	f113r	113	f113r.23	ZL3b|f113r.23|G006	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.23|G005	chckhey	ZL3b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G1	ZL3b	f113r	113	f113r.23	ZL3b|f113r.23|G006	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	ZL3b|f113r.23|G005	chckhey	ZL3b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R0	IT2a	f113r	113	f113r.23	IT2a|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	IT2a|f113r.23|G005	chckhey	IT2a|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R1	IT2a	f113r	113	f113r.23	IT2a|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	IT2a|f113r.23|G005	chckhey	IT2a|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G0	IT2a	f113r	113	f113r.23	IT2a|f113r.23|G006	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	IT2a|f113r.23|G005	chckhey	IT2a|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
G1	IT2a	f113r	113	f113r.23	IT2a|f113r.23|G006	lkchey	größer als	^lka(i+)n$	^lka(i+)n$	IT2a|f113r.23|G005	chckhey	IT2a|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R0	RF1b	f113r	113	f113r.23	RF1b|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	RF1b|f113r.23|G005	chckhey	RF1b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
R1	RF1b	f113r	113	f113r.23	RF1b|f113r.23|G006	lkchey	zu (Verhältnis)	^lka(i+)n$	^lka(i+)n$	RF1b|f113r.23|G005	chckhey	RF1b|f113r.23|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE				UNBOUND_OPERANDS	OTHER_EXPOSED_LEAF	HYPOTHESIS_ONLY
