surface	reading_id	inherited_working_meaning_de	working_model_score	working_model_level	semantic_scope	unconditional_global_export_allowed	retired_head_words_detected	gdt737_decision	retained_exact_whole_meaning_de	reason	literal_translation_claimed	component_export_credit
lain	lain#GLOBAL	Drogenholz, Charge II	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lchar	lchar#GLOBAL	trockene Holzfraktion I	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lchdal	lchdal#GLOBAL	gemessene trockene Holzdroge, Rohstoff I	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lched	lched#GLOBAL	Holzdroge bis zur Mittelstufe trocknen und abschließen	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lchedar	lchedar#GLOBAL	getrocknete Holzfraktion I	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lcheedy	lcheedy#GLOBAL	Holzdroge vollständig trocknen und abschließen	73	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lcheor	lcheor#GLOBAL	eine Portion bis zur Mittelstufe getrocknete Holzdroge	58	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lchl	lchl#1	getrocknetes Holz	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lcho	lcho#GLOBAL	Trockenansatz aus Drogenholz	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lchor	lchor#GLOBAL	holziger Pflanzenteil	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ldar	ldar#GLOBAL	erste Holzdrogenfraktion abmessen	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ldol	ldol#GLOBAL	Holzdrogenstoff abmessen	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lkaiin	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lkain	lkain#GLOBAL	Holzdroge, heiß auf Stufe II	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lkar	lkar#1	erhitzter Holzanteil I	30	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lkeey	lkeey#GLOBAL	Drogenholz, heiß am Gradende	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lkey	lkey#GLOBAL	Holzdroge bis zur mittleren Heizstufe	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lky	lky#GLOBAL	Holzdroge, leicht erhitzt	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lo	lo#GLOBAL	Holzabsud	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
loar	loar#GLOBAL	erste Fraktion eines Holzdrogenansatzes	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
loiiin	loiiin#GLOBAL	Drogenholz: Formklasse IV	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lokedy	lokedy#GLOBAL	erhitztes Drogenholz, fertig	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
loldy	loldy#GLOBAL	Drogenholzstoff, fertig aufbereitet	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lolkaiin	lolkaiin#1	Holzstoff, heiß auf Stufe III	49	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lols	lols#GLOBAL	eine Charge Holzstoff	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
loly	loly#GLOBAL	seihe den Holzabsud ab	58	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lorain	lorain#GLOBAL	Holzportion in Charge II	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
los	los#GLOBAL	Drogenholzposten	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lr	lr#GLOBAL	Wurzelholz	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	wurzel|holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lsheedy	lsheedy#GLOBAL	Holzdroge vollständig einweichen und abschließen	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
lsheey	lsheey#GLOBAL	eingeweichtes Drogenholz, Form II	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ltain	ltain#1	Holz, kalt auf Stufe II	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	holz	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
paiir	paiir#GLOBAL	Pulveranteil III	38	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
pched	pched#GLOBAL	Pulver bis zur Mittelstufe trocknen und abschließen	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
pcheedy	pcheedy#GLOBAL	Pulver vollständig trocknen und abschließen	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
pcheol	pcheol#GLOBAL	getrockneter Pulverstoff	73	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
