held_body_id	source_shared_id	body	head_occupancy	opaque_heads	forms	total_headed_occurrences	bare_body_occurrences	atlas_semantic_status	atlas_inherited_value_de	working_candidate_de	candidate_confidence	candidate_renderer_license
G737-B001	G635-R083	a	2	H2|H3	sa|ra	4	9	ATLAS_ONLY	noch keine konkrete Restbedeutung	Gleichanteilsfeld	LOW	0
G737-B002	G635-R093	ag	2	H3|H4	rag|lag	3	1	ATLAS_ONLY	noch keine konkrete Restbedeutung	opaker Eintragsabschluss G	STRUCTURE_ONLY	0
G737-B003	G635-R041	aiiin	3	H2|H3|H4	saiiin|raiiin|laiiin	5	42	ATLAS_ONLY	noch keine konkrete Restbedeutung	Ordinal-/Wertstufe IV	HIGH	0
G737-B004	G635-R048	aiir	3	H1|H2|H3	paiir|saiir|raiir	4	20	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Anteilswert III	MEDIUM	0
G737-B005	G635-R025	ain	3	H2|H3|H4	sain|rain|lain	86	106	ATLAS_ONLY	noch keine konkrete Restbedeutung	Ordinal-/Wertstufe II	HIGH	0
G737-B006	G635-R109	alar	2	H1|H2	palar|salar	2	2	ATLAS_ONLY	noch keine konkrete Restbedeutung	Rohstoff-/Materialfraktion I	MEDIUM	0
G737-B007	G635-R110	alchey	2	H2|H3	salchey|ralchey	2	4	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockenes Rohmaterial, Stufe I/Form I	HIGH	0
G737-B008	G635-R111	alol	2	H2|H3	salol|ralol	2	7	ATLAS_ONLY	noch keine konkrete Restbedeutung	Rohmaterialträger	HIGH	0
G737-B009	G635-R073	aly	2	H2|H3	saly|raly	6	18	ATLAS_ONLY	noch keine konkrete Restbedeutung	Rohstoff-/Materialstufe I, Grundform	HIGH	0
G737-B010	G635-R069	araiin	2	H2|H3	saraiin|raraiin	7	9	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Fraktionsstufe I: Wert III	HIGH	0
G737-B011	G635-R084	aral	2	H2|H3	saral|raral	4	15	ATLAS_ONLY	noch keine konkrete Restbedeutung	Rohstoff-/Materialfraktion I	HIGH	0
G737-B012	G635-R042	aram	3	H2|H3|H4	saram|raram|laram	5	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Fraktionsstufe I, Eintragsabschluss	MEDIUM_HIGH	0
G737-B013	G635-R063	ary	2	H2|H3	sary|rary	10	15	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Fraktionsstufe I, abgeschlossen	HIGH	0
G737-B014	G635-R112	chaiin	2	H1|H2	pchaiin|schaiin	2	48	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenindex oder -grad III	HIGH	0
G737-B015	G635-R065	chal	2	H1|H4	pchal|lchal	9	42	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockenes Material, Stufe I	HIGH	0
G737-B016	G635-R034	char	3	H1|H2|H4	pchar|schar|lchar	8	75	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Teil-/Fraktionsstufe I	MEDIUM_HIGH	0
G737-B017	G635-R079	chdaiin	2	H1|H4	pchdaiin|lchdaiin	5	16	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenresultat: Dosis oder Wert III	MEDIUM_HIGH	0
G737-B018	G635-R094	chdal	2	H1|H4	pchdal|lchdal	3	19	ATLAS_ONLY	noch keine konkrete Restbedeutung	abgemessenes Trockenmaterial, Stufe I/Grundform	MEDIUM_HIGH	0
G737-B019	G635-R095	chdol	2	H1|H4	pchdol|lchdol	3	2	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenmaterial-Maßslot	MEDIUM	0
G737-B020	G635-R085	cheam	2	H1|H4	pcheam|lcheam	4	5	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenform, Eintragsabschluss I	MEDIUM_HIGH	0
G737-B021	G635-R096	chear	2	H1|H4	pchear|lchear	3	44	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Teil-/Fraktionsstufe I, Form I	MEDIUM_HIGH	0
G737-B022	G635-R035	ched	3	H1|H3|H4	pched|rched|lched	8	17	ATLAS_ONLY	noch keine konkrete Restbedeutung	getrocknetes Ergebnis, Mittel-/Schlussform	MEDIUM_HIGH	0
G737-B023	G635-R113	chedair	2	H1|H2	pchedair|schedair	2	0	ATLAS_ONLY	noch keine konkrete Restbedeutung	getrocknete Fraktion, Form I/Wert II	MEDIUM	0
G737-B024	G635-R074	chedal	2	H1|H4	pchedal|lchedal	6	22	ATLAS_ONLY	noch keine konkrete Restbedeutung	abgemessenes Trockenmaterial, Stufe I/Form I	MEDIUM_HIGH	0
G737-B025	G635-R030	chedar	3	H1|H3|H4	pchedar|rchedar|lchedar	13	31	ATLAS_ONLY	noch keine konkrete Restbedeutung	abgemessene Trockenfraktion I, Form I	MEDIUM_HIGH	0
G737-B026	G635-R064	cheedy	2	H1|H4	pcheedy|lcheedy	10	56	ATLAS_ONLY	noch keine konkrete Restbedeutung	getrocknetes Ergebnis, Form II	HIGH	0
G737-B027	G635-R114	chees	2	H2|H3	schees|rchees	2	32	ATLAS_ONLY	noch keine konkrete Restbedeutung	getrocknete Mischung, Form II	HIGH	0
G737-B028	G635-R075	cheody	2	H1|H4	pcheody|lcheody	6	69	ATLAS_ONLY	noch keine konkrete Restbedeutung	trocken aufbereitetes Ergebnis, Form I	HIGH	0
G737-B029	G635-R061	cheol	2	H1|H4	pcheol|lcheol	18	142	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenmaterial	MEDIUM_HIGH	0
G737-B030	G635-R076	cheor	2	H1|H4	pcheor|lcheor	6	71	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockener Teil-/Portionsträger	HIGH	0
G737-B031	G635-R086	cheos	2	H1|H4	pcheos|lcheos	4	28	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenansatz-Posten	MEDIUM_HIGH	0
G737-B032	G635-R049	ches	3	H1|H2|H3	pches|sches|rches	4	31	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Form I oder Mittelstufe	MEDIUM	0
G737-B033	G635-R097	chl	2	H3|H4	rchl|lchl	3	28	ATLAS_ONLY	noch keine konkrete Restbedeutung	gebundenes Trockenfeld	LOW	0
G737-B034	G635-R031	cho	3	H1|H2|H4	pcho|scho|lcho	11	75	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockener Ansatz oder Zubereitung	HIGH	0
G737-B035	G635-R087	chodain	2	H1|H2	pchodain|schodain	4	7	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Zubereitung: Dosis oder Wert II	HIGH	0
G737-B036	G635-R036	chody	3	H1|H3|H4	pchody|rchody|lchody	8	78	ATLAS_ONLY	noch keine konkrete Restbedeutung	trocken aufbereitetes Ergebnis, Grundform	MEDIUM_HIGH	0
G737-B037	G635-R029	chor	3	H1|H2|H4	pchor|schor|lchor	19	190	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockener Teil-/Portionsträger	MEDIUM	0
G737-B038	G635-R115	chos	2	H2|H3	schos|rchos	2	30	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Zubereitung oder Trockenposten	MEDIUM_HIGH	0
G737-B039	G635-R116	choy	2	H1|H2	pchoy|schoy	2	14	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Zubereitung, Grund-/Schlussform	HIGH	0
G737-B040	G635-R117	chr	2	H3|H4	rchr|lchr	2	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	UNKNOWN	UNKNOWN	0
G737-B041	G635-R098	chs	2	H3|H4	rchs|lchs	3	13	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Grundform oder Trockenposten	MEDIUM	0
G737-B042	G635-R070	daiin	2	H1|H4	pdaiin|ldaiin	7	721	ATLAS_ONLY	noch keine konkrete Restbedeutung	Dosis-/Wertslot III	HIGH	0
G737-B043	G635-R118	dal	2	H1|H2	pdal|sdal	2	191	ATLAS_ONLY	noch keine konkrete Restbedeutung	abgemessene Materialstufe I	MEDIUM_HIGH	0
G737-B044	G635-R071	dar	2	H1|H4	pdar|ldar	7	245	ATLAS_ONLY	noch keine konkrete Restbedeutung	abgemessener Anteil, Stufe I	HIGH	0
G737-B045	G635-R099	dol	2	H1|H4	pdol|ldol	3	76	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialmaß oder Materialwert	MEDIUM	0
G737-B046	G635-R058	kaiin	2	H2|H4	skaiin|lkaiin	51	74	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Form: Index III	HIGH	0
G737-B047	G635-R060	kain	2	H2|H4	skain|lkain	34	43	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Form: Index II	HIGH	0
G737-B048	G635-R038	kal	3	H2|H3|H4	skal|rkal|lkal	7	25	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Material, Stufe I	MEDIUM_HIGH	0
G737-B049	G635-R027	kar	3	H2|H3|H4	skar|rkar|lkar	33	57	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Teil-/Fraktionsstufe I	HIGH	0
G737-B050	G635-R077	kchdy	2	H2|H4	skchdy|lkchdy	6	17	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzt-trockenes Ergebnis, Grundform	HIGH	0
G737-B051	G635-R119	keeal	2	H2|H4	skeeal|lkeeal	2	1	ATLAS_ONLY	noch keine konkrete Restbedeutung	vollständig erhitztes Material, Stufe I	LOW	0
G737-B052	G635-R078	keeody	2	H2|H4	skeeody|lkeeody	6	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	vollständig erhitztes Zubereitungsergebnis	MEDIUM_HIGH	0
G737-B053	G635-R059	keey	2	H3|H4	rkeey|lkeey	39	43	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Form II	HIGH	0
G737-B054	G635-R067	key	2	H2|H4	skey|lkey	8	13	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Form I	HIGH	0
G737-B055	G635-R028	ky	3	H2|H3|H4	sky|rky|lky	21	29	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Grundform	HIGH	0
G737-B056	G635-R088	l	2	H2|H3	sl|rl	4	163	ATLAS_ONLY	noch keine konkrete Restbedeutung	verschachtelter H4-Kopf oder gebundenes Feld	STRUCTURE_ONLY	0
G737-B057	G635-R026	o	3	H2|H3|H4	so|ro|lo	34	146	ATLAS_ONLY	noch keine konkrete Restbedeutung	Ansatz-/Zubereitungsrahmen	LOW	0
G737-B058	G635-R100	oar	2	H1|H4	poar|loar	3	10	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsanteil, Stufe I	MEDIUM_HIGH	0
G737-B059	G635-R101	ochedy	2	H1|H4	pochedy|lochedy	3	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitung aus Trockenresultat, Form I	HIGH	0
G737-B060	G635-R120	ochey	2	H1|H4	pochey|lochey	2	5	ATLAS_ONLY	noch keine konkrete Restbedeutung	trockene Zubereitung, Form I	MEDIUM_HIGH	0
G737-B061	G635-R102	od	2	H3|H4	rod|lod	3	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	Abmess- oder Entnahmeschritt am Ansatz	MEDIUM_HIGH	0
G737-B062	G635-R121	odair	2	H1|H2	podair|sodair	2	1	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsanteil oder -dosis, Stufe II	LOW	0
G737-B063	G635-R043	odar	3	H1|H2|H4	podar|sodar|lodar	5	21	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsanteil oder Dosisstufe I	MEDIUM_HIGH	0
G737-B064	G635-R122	oees	2	H3|H4	roees|loees	2	9	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsposten, Endform	MEDIUM	0
G737-B065	G635-R044	oiiin	3	H2|H3|H4	soiiin|roiiin|loiiin	5	11	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsform: Index IV	HIGH	0
G737-B066	G635-R123	oiir	2	H2|H3	soiir|roiir	2	6	ATLAS_ONLY	noch keine konkrete Restbedeutung	UNKNOWN	UNKNOWN	0
G737-B067	G635-R124	oiis	2	H1|H2	poiis|soiis	2	0	ATLAS_ONLY	noch keine konkrete Restbedeutung	UNKNOWN	UNKNOWN	0
G737-B068	G635-R125	oiry	2	H2|H3	soiry|roiry	2	0	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsfraktion II, Grund-/Schlussform	LOW	0
G737-B069	G635-R126	okaiin	2	H2|H4	sokaiin|lokaiin	2	200	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Zubereitung: Index III	HIGH	0
G737-B070	G635-R127	okain	2	H1|H4	pokain|lokain	2	132	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Zubereitung: Index II	HIGH	0
G737-B071	G635-R054	okar	3	H1|H2|H4	pokar|sokar|lokar	3	119	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Zubereitungsfraktion I	HIGH	0
G737-B072	G635-R128	okedy	2	H2|H4	sokedy|lokedy	2	87	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Zubereitungsergebnis, Form I	HIGH	0
G737-B073	G635-R045	okeedy	3	H2|H3|H4	sokeedy|rokeedy|lokeedy	5	94	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Zubereitungsergebnis, Form II	HIGH	0
G737-B074	G635-R050	okeey	3	H1|H2|H4	pokeey|sokeey|lokeey	4	138	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitzte Zubereitung, Form II	HIGH	0
G737-B075	G635-R066	olaiin	2	H1|H2	polaiin|solaiin	9	39	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialträger: Wert III	HIGH	0
G737-B076	G635-R129	olain	2	H2|H4	solain|lolain	2	11	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialträger: Wert II	HIGH	0
G737-B077	G635-R051	olchey	3	H1|H2|H3	polchey|solchey|rolchey	4	20	ATLAS_ONLY	noch keine konkrete Restbedeutung	getrocknetes Material, Form I	HIGH	0
G737-B078	G635-R130	olchor	2	H1|H4	polchor|lolchor	2	1	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenmaterialportion	MEDIUM	0
G737-B079	G635-R131	olchy	2	H1|H3	polchy|rolchy	2	9	ATLAS_ONLY	noch keine konkrete Restbedeutung	Trockenmaterial, Grundform	HIGH	0
G737-B080	G635-R132	oldaiin	2	H1|H4	poldaiin|loldaiin	2	7	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialergebnis: Dosis oder Wert III	MEDIUM	0
G737-B081	G635-R052	oldy	3	H1|H2|H4	poldy|soldy|loldy	4	25	ATLAS_ONLY	noch keine konkrete Restbedeutung	fertig aufbereitetes Materialergebnis	HIGH	0
G737-B082	G635-R080	olkaiin	2	H2|H4	solkaiin|lolkaiin	5	28	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Material: Index III	MEDIUM_HIGH	0
G737-B083	G635-R103	olkain	2	H1|H2	polkain|solkain	3	33	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Material: Index II	HIGH	0
G737-B084	G635-R104	olkedy	2	H1|H2	polkedy|solkedy	3	22	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Materialergebnis, Form I	HIGH	0
G737-B085	G635-R046	olkeedy	3	H1|H2|H3	polkeedy|solkeedy|rolkeedy	5	42	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Materialergebnis, Form II	HIGH	0
G737-B086	G635-R040	olkeey	3	H1|H2|H3	polkeey|solkeey|rolkeey	6	35	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Material, Form II	HIGH	0
G737-B087	G635-R055	olky	3	H1|H2|H3	polky|solky|rolky	3	20	ATLAS_ONLY	noch keine konkrete Restbedeutung	erhitztes Material, Grundform	MEDIUM_HIGH	0
G737-B088	G635-R133	olol	2	H2|H4	solol|lolol	2	14	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialgrundlage oder Materialansatz	MEDIUM	0
G737-B089	G635-R105	olor	2	H1|H2	polor|solor	3	26	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zutaten- oder Materialportion	HIGH	0
G737-B090	G635-R089	ols	2	H2|H4	sols|lols	4	17	ATLAS_ONLY	noch keine konkrete Restbedeutung	Materialposten	HIGH	0
G737-B091	G635-R081	olshedy	2	H2|H4	solshedy|lolshedy	5	17	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtetes Materialergebnis, Form I	HIGH	0
G737-B092	G635-R106	olshey	2	H1|H2	polshey|solshey	3	13	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtetes Material, Form I	HIGH	0
G737-B093	G635-R037	oly	3	H1|H3|H4	poly|roly|loly	8	53	ATLAS_ONLY	noch keine konkrete Restbedeutung	Abseih- oder Trennschritt	MEDIUM_HIGH	0
G737-B094	G635-R039	om	3	H2|H3|H4	som|rom|lom	7	20	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsmaß	MEDIUM	0
