rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f104r	f104r.42	S	B	3	3	3	1	0	1	0	1.000000	2	2	1	0	y lshedy cholkar	Eintrag: | eingeweichtes Drogenholz | Trockengut: heiße Fraktion I	GDT659:Y_BOS_ENTRY | V13:SCOPED_CONCRETE_HEAD_FORM | GDT660:EXACT_WHOLE:cholkar	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: eingeweichtes Drogenholz; Trockengut: heiße Fraktion I
2	0	f115r	f115r.39	S	B	@	6	6	0	0	3	0	1.000000	3	3	1	0	y chey keey qodain cheody qokor	Eintrag: | trocken in der Mitte des Grades | heiß am Ende des Grades | Qualitätsgrad II | getrockneter Ansatz | heiße Drogenportion	GDT659:Y_BOS_ENTRY | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:EXACT_WHOLE:qodain | V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Eintrag: trocken in der Mitte des Grades; heiß am Ende des Grades; Qualitätsgrad II; getrockneter Ansatz; heiße Drogenportion
3	0	f115v	f115v.28	S	B	3	8	8	1	0	3	0	1.000000	5	6	1	0	y chey lcho lor chedy chol chedy chdy	Eintrag: | trocken in der Mitte des Grades | Trockenansatz aus Drogenholz | Holzportion | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen	GDT659:Y_BOS_ENTRY | GDT647:FAMILY_MIGRATION | GDT660:EXACT_WHOLE:lcho | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: trocken in der Mitte des Grades; Trockenansatz aus Drogenholz; Holzportion; trocken in der Mitte des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen
4	1	f11r	f11r.4	H	A	1	5	5	2	0	0	0	1.000000	5	5	1	1	dchol chy kchy dy daiin	Maß trockenen Materials | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | Grad-/Maßwert III	GDT639:ROUND_02 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:DY_MEDIAL | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	Maß trockenen Materials; trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; Grad-/Maßwert III
5	0	f13v	f13v.10	H	A	1	6	6	0	0	2	0	1.000000	4	4	1	0	y ol chy kchey kchor dal	Eintrag: | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Anfang des Grades | heiß und trocken in der Mitte des Grades | Drogenportion, heiß-trocken | abgemessene Rohstoffmenge I	GDT659:Y_BOS_ENTRY | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:EXACT_WHOLE:kchor | GDT655:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Anfang des Grades; heiß und trocken in der Mitte des Grades; Drogenportion, heiß-trocken; abgemessene Rohstoffmenge I
6	0	f15v	f15v.5	H	A	1	6	6	2	0	1	0	1.000000	5	5	1	0	otchor chor chor ytchor cthy s	kalt-trockene Drogenportion im Ansatz | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | kalt-trockene Portion dieser Droge | CTH-Drogenmaterial | Samen-/Saatgutposten	GDT645:ROUND_02 | V13:PART_OR_FORM | V13:PART_OR_FORM | GDT644:ROUND_05 | V13:TARGET_SURFACE_DEFAULT | GDT660:S_EOS	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalt-trockene Drogenportion im Ansatz; Pflanzen-/Reproduktionsteil; Pflanzen-/Reproduktionsteil; kalt-trockene Portion dieser Droge; CTH-Drogenmaterial; Samen-/Saatgutposten.
7	0	f19v	f19v.10	H	A	1	6	6	3	0	1	0	1.000000	5	5	1	0	daiin chor daiin qokor y okchan	Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | Menge/Portion III | heiße Drogenportion | hierzu: | heiß-trockener Ansatz, Grad I	V13:CONTEXTUAL_VALUE_SERIES | V13:PART_OR_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT654:NEW_EXACT_WHOLE | GDT659:Y_MEDIAL_UNRESOLVED_HINGE | GDT660:EXACT_WHOLE:okchan	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Grad-/Maßwert III; Pflanzen-/Reproduktionsteil; Menge/Portion III; heiße Drogenportion; hierzu: heiß-trockener Ansatz, Grad I
8	0	f24r	f24r.1	H	A	1	9	9	2	0	3	0	1.000000	6	6	1	0	por or y chor opchar she cheol daiin or	Pulverportion | Drogenportion | ; hierzu: | Pflanzen-/Reproduktionsteil | trockene Pulverfraktion I im Ansatz | feucht, attributiv gebunden | trockener Drogenstoff | Qualitätsgrad III | Drogenportion	V13:SCOPED_CONCRETE_HEAD_FORM | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE | V13:PART_OR_FORM | GDT660:EXACT_WHOLE:opchar | V13:TARGET_SURFACE_DEFAULT | GDT642:ROUND_01 | V13:CONTEXTUAL_VALUE_SERIES | GDT654:REVISE_AMBIGUOUS_TO_EXACT	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	Pulverportion; Drogenportion; hierzu: Pflanzen-/Reproduktionsteil; trockene Pulverfraktion I im Ansatz; feucht, attributiv gebunden; trockener Drogenstoff; Qualitätsgrad III; Drogenportion
9	0	f24r	f24r.18	H	A	1	5	5	4	0	1	0	1.000000	4	5	1	0	ycheol chol daiin chol s	trockener Drogenstoff dieser Droge | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken; nominal trockenes Gut/Material | Samen-/Saatgutposten	GDT650:STRONG_LOCAL_ENTRY_FAMILY | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:DRY_OL_FORM | GDT660:S_EOS	READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	trockener Drogenstoff dieser Droge; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken; nominal trockenes Gut/Material; Samen-/Saatgutposten.
10	0	f29v	f29v.3	H	A	1	11	11	4	0	3	0	1.000000	8	8	1	0	chol chol kor shey odaiin qotchy taiin s she otey sy	trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | heiße Drogenportion | feucht in der Mitte des Grades | Zubereitungsdosis III | kalt und trocken am Anfang des Grades | kalt, Grad III | Samen-/Saatgutposten | feucht, attributiv gebunden | kalter Ansatz in der Mitte des Grades | Saatgut in Grundform	V13:DRY_OL_FORM | V13:DRY_OL_FORM | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT648:STRICT_WHOLE_COMPLETION | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT660:S_MEDIAL | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; heiße Drogenportion; feucht in der Mitte des Grades; Zubereitungsdosis III; kalt und trocken am Anfang des Grades; kalt, Grad III; Samen-/Saatgutposten; feucht, attributiv gebunden; kalter Ansatz in der Mitte des Grades; Saatgut in Grundform
