occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v36_gloss_de	v37_gloss_de	v36_scope_state	v37_scope_state	v36_token_glosses_de	v37_token_glosses_de	v37_working_translation_de	exact_surface_dispatch	substring_dispatch
G660-T001	f100r	f100r.12	10	10	10	s	P	EOS	P	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cho	<EOS>	chos	30	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	pcheol sheod qocpheeckhy shodol cthdaoto ch qeos sheey chcthso s	pcheol sheod qocpheeckhy shodol da oto chqeos sheey cho s	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | [cho:?] | [s:?]	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | [cho:?] | Samen-/Saatgutposten	[pcheol:?]; [sheod:?]; [qocpheeckhy:?]; [shodol:?]; [da:?]; [oto:?]; [choos:?]; feucht am Ende des Grades; [cho:?]; Samen-/Saatgutposten.	0	0
G660-T002	f100v	f100v.15	11	11	11	s	P	EOS	P	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	chotol	<EOS>	chotols	1	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	0	0	1	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor cheey dair al cheol qoolkeey chol cheey qokeol chotols	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | [chotol:?] | [s:?]	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | [chotol:?] | Samen-/Saatgutposten	Samenportion; trocken am Ende des Grades; abgemessene Fraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; [qoolkeey:?]; trocken; nominal trockenes Gut/Material; trocken am Ende des Grades; [qokeol:?]; [chotol:?]; Samen-/Saatgutposten.	0	0
G660-T003	f100v	f100v.16	5	5	11	s	P	MEDIAL	P	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	eeoseeo	sheeo	eeoseeos	0	ssheeo	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | [s:?] | [sheeo:?] | [okeol:?] | [ches:?] | [okeor:?] | [okeol:?] | [dy:?]	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | [okeol:?] | [ches:?] | [okeor:?] | [okeol:?] | Qualitäts-/Wertfeld geschlossen	[ykeeol:?]; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades; [eeoseeo:?]; Samen-/Saatgutposten; [sheeo:?]; [okeol:?]; [ches:?]; [okeor:?]; [okeol:?].	0	0
G660-T004	f100v	f100v.16	11	11	11	dy	P	EOS	P	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	okeol	<EOS>	okeoldy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	[dy:?]	Qualitäts-/Wertfeld geschlossen	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | [s:?] | [sheeo:?] | [okeol:?] | [ches:?] | [okeor:?] | [okeol:?] | [dy:?]	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | [okeol:?] | [ches:?] | [okeor:?] | [okeol:?] | Qualitäts-/Wertfeld geschlossen	[ykeeol:?]; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades; [eeoseeo:?]; Samen-/Saatgutposten; [sheeo:?]; [okeol:?]; [ches:?]; [okeor:?]; [okeol:?].	0	0
G660-T005	f100v	f100v.18	2	2	11	s	P	MEDIAL	P	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	tachso	ol	tachsos	0	sol	57	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[tachso:?] | [s:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | [cheeor:?] | [odaidy:?] | [ckhod:?] | [sh:?] | [chod:?] | [qokeol:?] | Saat-Rohstoff I	[tachso:?] | Samen-/Saatgutposten | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | [cheeor:?] | [odaidy:?] | [ckhod:?] | [sh:?] | [chod:?] | [qokeol:?] | Saat-Rohstoff I	[tachso:?]; Samen-/Saatgutposten; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken angesetzte Zubereitung; [cheeor:?]; [odaidy:?]; [ckhod:?]; [sh:?]; [chod:?]; [qokeol:?]; Saat-Rohstoff I	0	0
G660-T006	f102r1	f102r1.14	9	9	11	s	P	MEDIAL	P	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chos	or	choss	0	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[doeey:?] | [keeol:?] | [qokeo:?] | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | [s:?] | Drogenportion | [oeeaiin:?]	[doeey:?] | [keeol:?] | [qokeo:?] | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | Samen-/Saatgutposten | Drogenportion | [oeeaiin:?]	[doeey:?]; [keeol:?]; [qokeo:?]; [daor:?]; feucht in der Mitte des Grades; [qoteol:?]; [okol:?]; [chos:?]; Samen-/Saatgutposten; Drogenportion; [oeeaiin:?]	0	0
G660-T007	f102r1	f102r1.16	5	5	10	dy	P	MEDIAL	P	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ykeey	okeol	ykeeydy	0	dyokeol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	[dy:?]	Qualitäts-/Wertfeld geschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | [dy:?] | [okeol:?] | [doeoear:?] | [s:?] | [aral:?] | [dor:?]	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | [okeol:?] | [doeoear:?] | Samen-/Saatgutposten | [aral:?] | [dor:?]	[ddor:?]; [chordam:?]; Samenportion III; [ykeey:?]; [okeol:?]; [doeoear:?]; Samen-/Saatgutposten; [aral:?]; [dor:?]	0	0
G660-T008	f102r1	f102r1.16	8	8	10	s	P	MEDIAL	P	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	doeoear	aral	doeoears	0	saral	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	[s:?]	Samen-/Saatgutposten	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | [dy:?] | [okeol:?] | [doeoear:?] | [s:?] | [aral:?] | [dor:?]	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | [okeol:?] | [doeoear:?] | Samen-/Saatgutposten | [aral:?] | [dor:?]	[ddor:?]; [chordam:?]; Samenportion III; [ykeey:?]; [okeol:?]; [doeoear:?]; Samen-/Saatgutposten; [aral:?]; [dor:?]	0	0
G660-T009	f102v1	f102v1.10	10	10	10	dy	P	EOS	P	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	qokey	<EOS>	qokeydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin cheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin sheey ykeey korshey qokey dy	[dy:?]	Qualitäts-/Wertfeld geschlossen	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[kochor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ydaiin:?] | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | [ykeey:?] | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | [dy:?]	[kochor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ydaiin:?] | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | [ykeey:?] | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	[kochor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [ydaiin:?]; Blüten-/Pflanzenteil, Menge/Klasse III; feucht am Ende des Grades; [ykeey:?]; heiße Drogenportion; feucht in der Mitte des Grades; heiß in der Mitte des Grades.	0	0
G660-T010	f102v1	f102v1.11	10	10	10	dy	P	EOS	P	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cheody	<EOS>	cheodydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	sol chol qooiin qokal cheol chey kolcheey daiin cheody dy	s ol chol qooiin qokol cheol chey k lcheey daiin cheody dy	[dy:?]	Qualitäts-/Wertfeld geschlossen	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	Samenmaterial/Saatgut | trocken; nominal trockenes Gut/Material | [qooiin:?] | [qokol:?] | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | [dy:?]	Samenmaterial/Saatgut | trocken; nominal trockenes Gut/Material | [qooiin:?] | [qokol:?] | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenmaterial/Saatgut; trocken; nominal trockenes Gut/Material; [qooiin:?]; [qokol:?]; trockener Drogenstoff; trocken in der Mitte des Grades; [kolcheey:?]; Grad-/Maßwert III; getrockneter Ansatz.	0	0
