id	exclude	first	other	there	copy	status	paths	physical_complete_paths	safe_consistent_paths	without_safety_consistent_paths	hazards	first_physical_failure	safety_violations
ZL-P00-V00	EXCLUDING	FIRST	OTHER	GOAL	FIRST	CONDITIONAL_CONSISTENT	1	1	1	1	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	[[]]
ZL-P00-V01	EXCLUDING	FIRST	OTHER	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	1	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S15"", ""pair"": [""C"", ""W""], ""bank"": ""R""}]]"
ZL-P00-V02	EXCLUDING	FIRST	OTHER	CURRENT	FIRST	CONDITIONAL_CONSISTENT	1	1	1	1	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	[[]]
ZL-P00-V03	EXCLUDING	FIRST	OTHER	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	1	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S15"", ""pair"": [""C"", ""W""], ""bank"": ""R""}]]"
ZL-P00-V04	EXCLUDING	FIRST	FIRST	GOAL	FIRST	CONDITIONAL_CONSISTENT	1	1	1	1	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	[[]]
ZL-P00-V05	EXCLUDING	FIRST	FIRST	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	1	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S15"", ""pair"": [""C"", ""W""], ""bank"": ""R""}]]"
ZL-P00-V06	EXCLUDING	FIRST	FIRST	CURRENT	FIRST	CONDITIONAL_CONSISTENT	1	1	1	1	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	[[]]
ZL-P00-V07	EXCLUDING	FIRST	FIRST	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	1	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S15"", ""pair"": [""C"", ""W""], ""bank"": ""R""}]]"
ZL-P00-V08	EXCLUDING	RECENT	OTHER	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	[[]]
ZL-P00-V09	EXCLUDING	RECENT	OTHER	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
