joint_tuple_id	surfaces	component_parse	lexicon_class	remaining_events	statements	records	registers	phase_counts	top_slot_signature	top_slot_events	top_slot_fraction	slot_stable	current_value_de
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	SHED+DY	PRODUCTIVE_COMPOSITION	12	12	4	BIOLOGICAL	HOLD:12	PREPARE>HOLD>END	6	0.500	YES	absetzen; Schluss
b921a237be883a820352	chey|chy|dy|shy	Y	PRODUCTIVE_COMPOSITION	9	7	5	BIOLOGICAL|HERBAL	COLLECT:3|MOVE:3|SELECT:3	MEASURE>MOVE>END	1	0.111	NO	laufender Pflanzenansatz
276a7c2d74d1143446f4	choky|qoky	OK+Y	PRODUCTIVE_COMPOSITION	8	8	5	BIOLOGICAL|HERBAL	APPLY:8	HOLD>APPLY>MOVE	2	0.250	NO	verwende den laufenden Pflanzenansatz
2f1c5e56e8f0ff459065	aiin|chaiin|daiin	AIIN	PRODUCTIVE_COMPOSITION	8	8	6	BIOLOGICAL|HERBAL	MEASURE:8	COLLECT>MEASURE>END	1	0.125	NO	Maß
dcda95c81a5460feb191	chol|ol|qol|sol|tol	OL	PRODUCTIVE_COMPOSITION	8	8	4	BIOLOGICAL|HERBAL	PREPARE:8	START>PREPARE>HOLD	2	0.250	NO	fortsetzen
de7321bface5628e35d6	lchedy	L+CHD+DY	PRODUCTIVE_COMPOSITION	8	8	3	BIOLOGICAL	MOVE:8	START>MOVE>END	5	0.625	YES	hinausführen; Schluss
0275fbf14e07935b0a45	okeey|qokeey	OK+EE+Y	PRODUCTIVE_COMPOSITION	7	7	4	BIOLOGICAL	HOLD:7	APPLY>HOLD>PREPARE	1	0.143	NO	länger ansetzen
7d25241b0e56c836372a	qokeedy	OK+EE+DY	PRODUCTIVE_COMPOSITION	7	7	3	BIOLOGICAL	HOLD:7	START>HOLD>END	5	0.714	YES	länger ansetzen; Schluss
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	CTH+Y	PRODUCTIVE_COMPOSITION	7	6	4	BIOLOGICAL|HERBAL	CHECK:7	PREPARE>CHECK>END	1	0.143	NO	bereit
7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	PRODUCTIVE_COMPOSITION	6	6	3	BIOLOGICAL	HOLD:6	START>HOLD>END	3	0.500	YES	kurz ansetzen; Schluss
