record	at	word	kind	material	material_word	vessel	missing	before	after	producer	reprocess	row_status
F83_P1	f83r.2:10	chedy	chedy	f83r.2:3	qokaiin			{}	"{""heat"": ""f83r.2:10"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P1	f83r.4:2	chedy	chedy	f83r.3:8	qokaiin			"{""heat"": ""f83r.2:10"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.4:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P1	f83r.4:3	qokedy	qokedy	f83r.3:8	qokaiin			"{""heat"": ""f83r.4:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.4:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P1	f83r.4:9	chedy	chedy	f83r.4:7	shedy			{}	"{""heat"": ""f83r.4:9"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P1	f83r.6:6	chedy	chedy	f83r.6:5	qokaiin			"{""heat"": ""f83r.4:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.6:6"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P1	f83r.6:7	qokeedy	qokeedy	f83r.6:5	qokaiin	f83r.6:8		"{""heat"": ""f83r.6:6"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.6:6"", ""prepared"": ""f83r.6:7"", ""vessel"": ""f83r.6:8""}"		false	recorded
F83_P1	f83r.6:9	qoky	definition	f83r.6:5	qokaiin	f83r.6:8		"{""heat"": ""f83r.6:6"", ""prepared"": ""f83r.6:7"", ""vessel"": ""f83r.6:8""}"	"{""heat"": ""f83r.6:6"", ""prepared"": ""f83r.6:7"", ""vessel"": ""f83r.6:8""}"		false	recorded
F83_P1	f83r.7:4	qoky	call	f83r.6:5	qokaiin	f83r.6:8		"{""heat"": ""f83r.6:6"", ""prepared"": ""f83r.6:7"", ""vessel"": ""f83r.6:8""}"	"{""heat"": ""f83r.7:4#1"", ""prepared"": ""f83r.7:4#2"", ""vessel"": ""f83r.6:8""}"		true	recorded
F83_P1	f83r.7:8	qokedy	qokedy	f83r.6:5	qokaiin			"{""heat"": ""f83r.7:4#1"", ""prepared"": ""f83r.7:4#2"", ""vessel"": ""f83r.6:8""}"	"{""heat"": ""f83r.7:4#1"", ""prepared"": ""f83r.7:4#2"", ""vessel"": ""f83r.6:8""}"	f83r.7:4#2	false	recorded
F83_P1	f83r.8:4	qoky	call	f83r.6:5	qokaiin	f83r.6:8		"{""heat"": ""f83r.7:4#1"", ""prepared"": ""f83r.7:4#2"", ""vessel"": ""f83r.6:8""}"	"{""heat"": ""f83r.8:4#1"", ""prepared"": ""f83r.8:4#2"", ""vessel"": ""f83r.6:8""}"		true	recorded
F83_P1	f83r.8:5	chedy	chedy	f83r.6:5	qokaiin			"{""heat"": ""f83r.8:4#1"", ""prepared"": ""f83r.8:4#2"", ""vessel"": ""f83r.6:8""}"	"{""heat"": ""f83r.8:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P2	f83r.9:3	qokedy	qokedy				material	{}	{}		false	recorded
F83_P2	f83r.11:6	qokedy	qokedy	f83r.11:3	qokaiin			{}	{}		false	recorded
F83_P2	f83r.12:8	qokedy	qokedy	f83r.11:3	qokaiin			{}	{}		false	recorded
F83_P2	f83r.13:7	qokedy	qokedy	f83r.13:3	shedy			{}	{}		false	recorded
F83_P2	f83r.14:2	qokeedy	qokeedy	f83r.13:3	shedy		vessel	{}	{}		false	recorded
F83_P2	f83r.16:5	chedy	chedy	f83r.14:7	qokaiin			{}	"{""heat"": ""f83r.16:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P3	f83r.20:4	qokedy	qokedy	f83r.19:9	shedy			{}	{}		false	recorded
F83_P3	f83r.20:7	qokedy	qokedy	f83r.19:9	shedy			{}	{}		false	recorded
F83_P3	f83r.20:8	qoky	call	f83r.19:9	shedy	f83r.19:11		{}	"{""heat"": ""f83r.20:8#1"", ""prepared"": ""f83r.20:8#2"", ""vessel"": ""f83r.19:11""}"		false	recorded
F83_P3	f83r.21:2	qokedy	qokedy	f83r.19:9	shedy			"{""heat"": ""f83r.20:8#1"", ""prepared"": ""f83r.20:8#2"", ""vessel"": ""f83r.19:11""}"	"{""heat"": ""f83r.20:8#1"", ""prepared"": ""f83r.20:8#2"", ""vessel"": ""f83r.19:11""}"	f83r.20:8#2	false	recorded
F83_P3	f83r.21:5	chedy	chedy	f83r.19:9	shedy			"{""heat"": ""f83r.20:8#1"", ""prepared"": ""f83r.20:8#2"", ""vessel"": ""f83r.19:11""}"	"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P3	f83r.21:8	qokedy	qokedy	f83r.19:9	shedy			"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P3	f83r.22:3	qokeedy	qokeedy	f83r.19:9	shedy		vessel	"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P3	f83r.22:5	chedy	chedy	f83r.19:9	shedy			"{""heat"": ""f83r.21:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.22:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
