event_id	page	record	locus	locus_position	card_no	component_recipe	surface	entry_frame	multi_surface_card	renderer_source	global_first_choice	remove_wrapper	apply_wrapper	residual_locus_mode	selection_instruction_de
E001	f10r	H1	f10r.2	FIRST	PROC001	CH+E+Y	dchey	d	NO	GLOBAL_RULE_RENDERER	dchey	NONE	NONE	RR01	Globale Kartenform kopieren.
E002	f10r	H1	f10r.2	MIDDLE	PROC002	CTH+O+OR	cthoor	BARE	NO	GLOBAL_RULE_RENDERER	cthoor	NONE	NONE	RR01	Globale Kartenform kopieren.
E003	f10r	H1	f10r.2	MIDDLE	PROC003	AR	char	ch	YES	GLOBAL_RULE_RENDERER	char	NONE	NONE	RR01	Globale Kartenform kopieren.
E004	f10r	H1	f10r.2	MIDDLE	PROC004	T+Y	chty	ch	YES	GLOBAL_RULE_RENDERER	chty	NONE	NONE	RR01	Globale Kartenform kopieren.
E005	f10r	H1	f10r.2	MIDDLE	PROC005	OS	os	BARE	NO	GLOBAL_RULE_RENDERER	os	NONE	NONE	RR01	Globale Kartenform kopieren.
E006	f10r	H1	f10r.2	MIDDLE	PROC006	CH+AIR	chair	BARE	NO	GLOBAL_RULE_RENDERER	chair	NONE	NONE	RR01	Globale Kartenform kopieren.
E007	f10r	H1	f10r.2	MIDDLE	PROC007	OT+Y+T+CH+OL	otytchol	BARE	NO	GLOBAL_RULE_RENDERER	otytchol	NONE	NONE	RR01	Globale Kartenform kopieren.
E008	f10r	H1	f10r.2	MIDDLE	PROC008	OK+Y	oky	BARE	YES	RESIDUAL_LOCUS_TABLE	choky	ch	Ø	RR01	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E009	f10r	H1	f10r.2	MIDDLE	PROC009	AIIN	daiin	d	YES	GLOBAL_RULE_RENDERER	daiin	NONE	NONE	RR01	Globale Kartenform kopieren.
E010	f10r	H1	f10r.2	LAST	PROC010	E+T+Y	etyd	BARE	NO	GLOBAL_RULE_RENDERER	etyd	NONE	NONE	RR01	Globale Kartenform kopieren.
E011	f10r	H1	f10r.5	FIRST	PROC011	OK+Y	qokchy	q	YES	RESIDUAL_LOCUS_TABLE	okchy	Ø	q	RR02	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E012	f10r	H1	f10r.5	MIDDLE	PROC012	OT+CH+OL	qotchol	q	NO	GLOBAL_RULE_RENDERER	qotchol	NONE	NONE	RR02	Globale Kartenform kopieren.
E013	f10r	H1	f10r.5	MIDDLE	PROC013	OL	chol	ch	YES	GLOBAL_RULE_RENDERER	chol	NONE	NONE	RR02	Globale Kartenform kopieren.
E014	f10r	H1	f10r.5	LAST	PROC014	CTH+Y	cthy	BARE	YES	GLOBAL_RULE_RENDERER	cthy	NONE	NONE	RR02	Globale Kartenform kopieren.
E015	f10r	H2	f10r.6	FIRST	PROC015	Y+CH+E+OR	ycheor	BARE	NO	GLOBAL_RULE_RENDERER	ycheor	NONE	NONE	RR03	Globale Kartenform kopieren.
E016	f10r	H2	f10r.6	MIDDLE	PROC014	CTH+Y	cthy	BARE	YES	GLOBAL_RULE_RENDERER	cthy	NONE	NONE	RR03	Globale Kartenform kopieren.
E017	f10r	H2	f10r.6	MIDDLE	PROC016	OR	chor	ch	YES	GLOBAL_RULE_RENDERER	chor	NONE	NONE	RR03	Globale Kartenform kopieren.
E018	f10r	H2	f10r.6	MIDDLE	PROC017	CTH+AIIN	cthaiin	BARE	NO	GLOBAL_RULE_RENDERER	cthaiin	NONE	NONE	RR03	Globale Kartenform kopieren.
E019	f10r	H2	f10r.6	MIDDLE	PROC018	O+CTH+OL+Y	qoctholy	q	NO	GLOBAL_RULE_RENDERER	qoctholy	NONE	NONE	RR03	Globale Kartenform kopieren.
E020	f10r	H2	f10r.6	MIDDLE	PROC019	Y	dy	d	YES	RESIDUAL_LOCUS_TABLE	chy	ch	d	RR03	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E021	f10r	H2	f10r.6	MIDDLE	PROC019	Y	chy	ch	YES	GLOBAL_RULE_RENDERER	chy	NONE	NONE	RR03	Globale Kartenform kopieren.
E022	f10r	H2	f10r.6	MIDDLE	PROC009	AIIN	taiin	t	YES	RESIDUAL_LOCUS_TABLE	daiin	d	t	RR03	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E023	f10r	H2	f10r.6	LAST	PROC019	Y	shy	sh	YES	RESIDUAL_LOCUS_TABLE	chey	che	sh	RR03	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E024	f10r	H2	f10r.8	FIRST	PROC020	OT+CH+OR	qotchor	q	YES	RESIDUAL_LOCUS_TABLE	otchor	Ø	q	RR04	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E025	f10r	H2	f10r.8	MIDDLE	PROC016	OR	chor	ch	YES	GLOBAL_RULE_RENDERER	chor	NONE	NONE	RR04	Globale Kartenform kopieren.
E026	f10r	H2	f10r.8	MIDDLE	PROC021	OT+OL	otol	BARE	NO	GLOBAL_RULE_RENDERER	otol	NONE	NONE	RR04	Globale Kartenform kopieren.
E027	f10r	H2	f10r.8	MIDDLE	PROC013	OL	chol	ch	YES	GLOBAL_RULE_RENDERER	chol	NONE	NONE	RR04	Globale Kartenform kopieren.
E028	f10r	H2	f10r.8	MIDDLE	PROC022	OL+OR	cholor	ch	YES	RESIDUAL_LOCUS_TABLE	olor	Ø	ch	RR04	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E029	f10r	H2	f10r.8	MIDDLE	PROC013	OL	chol	ch	YES	GLOBAL_RULE_RENDERER	chol	NONE	NONE	RR04	Globale Kartenform kopieren.
E030	f10r	H2	f10r.8	MIDDLE	PROC009	AIIN	daiin	d	YES	GLOBAL_RULE_RENDERER	daiin	NONE	NONE	RR04	Globale Kartenform kopieren.
E031	f10r	H2	f10r.8	LAST	PROC003	AR	dar	d	YES	AUTOMATIC_CONTEXT_RULE	char	ch	d	RR04	Kurze Nachbar-/Positionsregel anwenden.
E032	f10r	H2	f10r.9	FIRST	PROC023	O+Y+K+OR	oykchor	BARE	NO	GLOBAL_RULE_RENDERER	oykchor	NONE	NONE	RR05	Globale Kartenform kopieren.
E033	f10r	H2	f10r.9	MIDDLE	PROC016	OR	shor	sh	YES	RESIDUAL_LOCUS_TABLE	chor	c	s	RR05	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E034	f10r	H2	f10r.9	MIDDLE	PROC016	OR	chor	ch	YES	GLOBAL_RULE_RENDERER	chor	NONE	NONE	RR05	Globale Kartenform kopieren.
E035	f10r	H2	f10r.9	MIDDLE	PROC019	Y	chy	ch	YES	GLOBAL_RULE_RENDERER	chy	NONE	NONE	RR05	Globale Kartenform kopieren.
E036	f10r	H2	f10r.9	MIDDLE	PROC024	K+IIN	kaiiin	BARE	NO	GLOBAL_RULE_RENDERER	kaiiin	NONE	NONE	RR05	Globale Kartenform kopieren.
E037	f10r	H2	f10r.9	MIDDLE	PROC019	Y	dy	d	YES	RESIDUAL_LOCUS_TABLE	chy	ch	d	RR05	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E038	f10r	H2	f10r.9	LAST	PROC025	CH+O+AIIN	chodaiin	BARE	NO	GLOBAL_RULE_RENDERER	chodaiin	NONE	NONE	RR05	Globale Kartenform kopieren.
E039	f11r	H3	f11r.1	FIRST	PROC026	T+SH+OL	tshol	BARE	NO	GLOBAL_RULE_RENDERER	tshol	NONE	NONE	NONE	Globale Kartenform kopieren.
E040	f11r	H3	f11r.1	MIDDLE	PROC027	SH+O+AL	schoal	BARE	NO	GLOBAL_RULE_RENDERER	schoal	NONE	NONE	NONE	Globale Kartenform kopieren.
E041	f11r	H3	f11r.1	MIDDLE	PROC028	CFH+Y	cfhy	BARE	NO	GLOBAL_RULE_RENDERER	cfhy	NONE	NONE	NONE	Globale Kartenform kopieren.
E042	f11r	H3	f11r.1	MIDDLE	PROC029	SH+Y+AIIN	shfydaiin	BARE	NO	GLOBAL_RULE_RENDERER	shfydaiin	NONE	NONE	NONE	Globale Kartenform kopieren.
E043	f11r	H3	f11r.1	MIDDLE	PROC030	P+Y	cphy	c	NO	GLOBAL_RULE_RENDERER	cphy	NONE	NONE	NONE	Globale Kartenform kopieren.
E044	f11r	H3	f11r.1	MIDDLE	PROC031	SH+EE+Y	shey	BARE	YES	AUTOMATIC_CONTEXT_RULE	cheey	che	sh	NONE	Kurze Nachbar-/Positionsregel anwenden.
E045	f11r	H3	f11r.1	MIDDLE	PROC032	T+CH+O+DY	tchody	BARE	NO	GLOBAL_RULE_RENDERER	tchody	NONE	NONE	NONE	Globale Kartenform kopieren.
E046	f11r	H3	f11r.1	LAST	PROC033	SH+O+Y+T+Y	shoyty	BARE	NO	GLOBAL_RULE_RENDERER	shoyty	NONE	NONE	NONE	Globale Kartenform kopieren.
E047	f11r	H3	f11r.4	FIRST	PROC034	RESUME_CARD	dchol	d	YES	GLOBAL_RULE_RENDERER	dchol	NONE	NONE	RR06	Globale Kartenform kopieren.
E048	f11r	H3	f11r.4	MIDDLE	PROC019	Y	chy	ch	YES	GLOBAL_RULE_RENDERER	chy	NONE	NONE	RR06	Globale Kartenform kopieren.
E049	f11r	H3	f11r.4	MIDDLE	PROC035	K+Y	kchy	BARE	NO	GLOBAL_RULE_RENDERER	kchy	NONE	NONE	RR06	Globale Kartenform kopieren.
E050	f11r	H3	f11r.4	MIDDLE	PROC019	Y	dy	d	YES	RESIDUAL_LOCUS_TABLE	chy	ch	d	RR06	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E051	f11r	H3	f11r.4	LAST	PROC009	AIIN	daiin	d	YES	GLOBAL_RULE_RENDERER	daiin	NONE	NONE	RR06	Globale Kartenform kopieren.
E052	f11r	H3	f11r.7	FIRST	PROC036	OT+Y	qotchy	q	NO	GLOBAL_RULE_RENDERER	qotchy	NONE	NONE	RR07	Globale Kartenform kopieren.
E053	f11r	H3	f11r.7	MIDDLE	PROC037	OK+OL	okchol	BARE	NO	GLOBAL_RULE_RENDERER	okchol	NONE	NONE	RR07	Globale Kartenform kopieren.
E054	f11r	H3	f11r.7	MIDDLE	PROC014	CTH+Y	cthy	BARE	YES	GLOBAL_RULE_RENDERER	cthy	NONE	NONE	RR07	Globale Kartenform kopieren.
E055	f11r	H3	f11r.7	LAST	PROC019	Y	dy	d	YES	RESIDUAL_LOCUS_TABLE	chey	che	d	RR07	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E056	f55v	H4	f55v.5	FIRST	PROC038	OK+AIIN	qokaiin	q	YES	GLOBAL_RULE_RENDERER	qokaiin	NONE	NONE	RR08	Globale Kartenform kopieren.
E057	f55v	H4	f55v.5	MIDDLE	PROC009	AIIN	chaiin	ch	YES	RESIDUAL_LOCUS_TABLE	daiin	d	ch	RR08	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E058	f55v	H4	f55v.5	MIDDLE	PROC039	Y+K+AIN	ykain	BARE	NO	GLOBAL_RULE_RENDERER	ykain	NONE	NONE	RR08	Globale Kartenform kopieren.
E059	f55v	H4	f55v.5	MIDDLE	PROC040	Y+K+AN	ykan	BARE	NO	GLOBAL_RULE_RENDERER	ykan	NONE	NONE	RR08	Globale Kartenform kopieren.
E060	f55v	H4	f55v.5	MIDDLE	PROC041	O+DY	ody	BARE	NO	GLOBAL_RULE_RENDERER	ody	NONE	NONE	RR08	Globale Kartenform kopieren.
E061	f55v	H4	f55v.5	MIDDLE	PROC009	AIIN	daiin	d	YES	GLOBAL_RULE_RENDERER	daiin	NONE	NONE	RR08	Globale Kartenform kopieren.
E062	f55v	H4	f55v.5	MIDDLE	PROC042	CHD+Y	chedy	BARE	YES	GLOBAL_RULE_RENDERER	chedy	NONE	NONE	RR08	Globale Kartenform kopieren.
E063	f55v	H4	f55v.5	LAST	PROC043	TALAM	talam	BARE	NO	GLOBAL_RULE_RENDERER	talam	NONE	NONE	RR08	Globale Kartenform kopieren.
E064	f55v	H4	f55v.11	FIRST	PROC044	Y+K+AIIN	ykaiin	BARE	NO	GLOBAL_RULE_RENDERER	ykaiin	NONE	NONE	RR09	Globale Kartenform kopieren.
E065	f55v	H4	f55v.11	MIDDLE	PROC045	CH+E+O+AR	cheoar	BARE	NO	GLOBAL_RULE_RENDERER	cheoar	NONE	NONE	RR09	Globale Kartenform kopieren.
E066	f55v	H4	f55v.11	MIDDLE	PROC046	CHK+EE+Y	cheeky	BARE	NO	GLOBAL_RULE_RENDERER	cheeky	NONE	NONE	RR09	Globale Kartenform kopieren.
E067	f55v	H4	f55v.11	MIDDLE	PROC047	OL+DY	oldy	BARE	NO	GLOBAL_RULE_RENDERER	oldy	NONE	NONE	RR09	Globale Kartenform kopieren.
E068	f55v	H4	f55v.11	MIDDLE	PROC009	AIIN	aiin	BARE	YES	RESIDUAL_LOCUS_TABLE	daiin	d	Ø	RR09	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
E069	f55v	H4	f55v.11	MIDDLE	PROC048	OK+AL	okal	BARE	YES	RESIDUAL_LOCUS_TABLE	qokal	q	Ø	RR09	Lokalen Locusmodus aus dem Meisterexemplar verwenden.
