unit_id	pair_id	view_id	positive_surface	negative_surface	paragraph_id	page	physical_folio	section	language	hand	true_label	class_surface	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	model_feature_tokens	model_feature_types	model_feature_counts	exclusive_pair_membership	paragraph_vote_weight	semantic_credit
G807-P01:RAW_PAIRED:G807-P0004	G807-P01	RAW_PAIRED	cheol	otal	G807-P0004	f2v	f2v	H	A	1	1	cheol	27	3	4	27	22	chan=1|cheaiin=1|chees=1|chm=1|chokeos=1|chol=3|chor=1|chotchey=1|chr=1|chty=1|chy=1|daiiin=1|daiin=3|dor=2|kchor=1|keol=1|o=1|qoteeey=1|s=1|shey=1|shy=1|tchor=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0007	G807-P01	RAW_PAIRED	cheol	otal	G807-P0007	f3r	f3r	H	A	1	1	cheol	13	2	3	13	13	chom=1|chor=1|okeom=1|olchsy=1|oporar=1|or=1|otchom=1|qokeeodal=1|sam=1|shor=1|soeom=1|tsheoarom=1|yteody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0023	G807-P01	RAW_PAIRED	cheol	otal	G807-P0023	f7v	f7v	H	A	1	1	cheol	30	4	4	30	27	cheey=1|chochy=1|choschy=1|choteeeb=1|chy=1|cthd=1|cthol=1|cthy=2|daiin=3|dain=1|dchodaiin=1|deees=1|dol=1|dy=1|kshy=1|oeear=1|otshol=1|polyshy=1|qoky=1|qopchy=1|qotchy=1|shey=1|sho=1|shol=1|tcheey=1|tchody=1|tshodody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0033	G807-P01	RAW_PAIRED	cheol	otal	G807-P0033	f9v	f9v	H	A	1	0	otal	40	7	5	40	38	ar=1|chkaiin=1|chody=1|chol=1|chor=1|choy=1|chshoty=1|chty=1|chy=2|chyty=1|ckhy=1|cthod=1|daiiin=1|daiin=2|dain=1|daly=1|dary=1|kaiin=1|kchol=1|ksheody=1|kyty=1|odol=1|oky=1|olcfholy=1|otchy=1|oty=1|pchor=1|qokcho=1|qotor=1|rokyd=1|soiin=1|to=1|tor=1|ychor=1|yko=1|ypcheey=1|ypchy=1|ytoldy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0044	G807-P01	RAW_PAIRED	cheol	otal	G807-P0044	f13v	f13v	H	A	1	0	otal	19	2	4	19	18	d=1|daiin=1|dain=1|dairod=1|dy=1|foldaiin=1|kald=1|o=1|okchy=1|olcphy=1|otchy=1|oty=1|qotyd=1|shol=1|shor=1|taiin=1|y=2|ykol=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0068	G807-P01	RAW_PAIRED	cheol	otal	G807-P0068	f20v	f20v	H	A	1	1	cheol	24	3	4	24	22	aiin=1|ar=1|chcthy=1|choldy=1|chy=1|cphy=1|daiin=1|faiis=1|kchol=1|okchy=1|okoy=1|opchy=1|opydy=1|or=1|pofochey=1|qopy=1|qotchy=1|qoty=1|sho=2|shol=2|shy=1|tolshy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0087	G807-P01	RAW_PAIRED	cheol	otal	G807-P0087	f24v	f24v	H	A	1	1	cheol	43	10	5	42	39	arsa=1|chcthy=1|chear=1|cheeodam=1|chol=1|chor=2|choy=1|ctheod=1|daid=1|dar=1|dchal=1|dchey=1|doiir=1|dy=1|foar=1|kchod=1|keol=1|kochky=1|ksho=1|o=1|ochdy=1|odaiim=1|ok=1|okchal=1|okodaiin=1|okoeor=1|olom=1|or=1|otchol=1|qodom=1|qokch=1|r=1|sain=1|sho=3|shol=1|tochol=1|ycheol=1|ychol=1|ydaiin=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0091	G807-P01	RAW_PAIRED	cheol	otal	G807-P0091	f26r	f26r	H	B	2	0	otal	22	2	4	22	20	aiin=1|chckhy=1|chedyfchy=1|cheky=1|dalchedy=1|dar=1|dchdy=1|dy=2|okedy=1|okeedy=1|p=1|pcho=1|qokedy=1|s=2|sar=1|sha=1|sheo=1|tcheoshy=1|ykeechy=1|ypchseds=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0094	G807-P01	RAW_PAIRED	cheol	otal	G807-P0094	f27r	f27r	H	A	1	0	otal	39	6	5	38	30	chals=1|chees=1|chey=2|chol=4|chos=1|chy=3|daiiin=1|dain=1|dal=1|dan=1|dchey=1|dy=2|ey=1|kcheol=1|kchey=1|keeod=1|ly=1|otchodeey=1|oty=1|pcho=1|qotchey=1|s=1|schey=1|shes=1|shotchey=1|t=2|tchey=1|tolg=1|y=1|ytchy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0108	G807-P01	RAW_PAIRED	cheol	otal	G807-P0108	f31r	f31r	H	B	2	1	cheol	20	3	4	20	19	aiin=1|checkhey=1|cheda=1|chedy=1|chepos=1|daiir=1|dal=1|ldy=1|okeol=1|qokedy=2|qotedy=1|s=1|saiin=1|shcthey=1|sheeo=1|sheol=1|tshokeody=1|ykeedar=1|ykeedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0114	G807-P01	RAW_PAIRED	cheol	otal	G807-P0114	f33r	f33r	H	B	2	0	otal	52	5	5	52	47	aiiin=1|aiin=3|al=1|ar=1|chdal=1|chechdaiin=1|cheedy=1|cheekaiin=1|chekeedy=1|chekey=1|cheky=2|chkeey=1|chos=1|cphody=1|daiin=1|dar=2|far=1|laiin=1|lfchdy=1|ody=1|okaiin=1|okain=1|okaldy=1|okeeey=1|oldar=1|or=2|otar=1|otardam=1|otchedy=1|otor=1|qofody=1|qokaldy=1|qokar=1|qokchy=1|qokedy=1|qotar=1|s=1|saiin=1|shdor=1|shedy=1|shepchdy=1|taiin=1|tshdar=1|y=1|yfoldy=1|ykam=1|ytchedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0115	G807-P01	RAW_PAIRED	cheol	otal	G807-P0115	f33v	f33v	H	B	2	0	otal	52	5	5	52	40	aiin=1|ar=2|arl=1|chckhy=2|chdy=3|chedy=1|cheky=1|chody=1|ckhdy=1|cthey=1|cthy=1|daiin=1|dain=1|dal=1|dam=1|dar=2|dodl=1|dols=1|dor=1|dy=6|dyky=1|kam=1|okaiin=1|okar=3|oky=1|olaiin=1|oldy=1|otody=1|qokar=1|shd=1|shdy=1|sheky=1|tar=1|tchdy=1|tokar=1|ty=1|ycheo=1|ydain=1|ykar=1|ykedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0116	G807-P01	RAW_PAIRED	cheol	otal	G807-P0116	f33v	f33v	H	B	2	1	cheol	41	4	5	41	30	aiin=3|al=1|ar=3|chckhy=1|chey=1|chor=1|chy=1|daiin=1|dal=1|dar=2|dy=3|keedy=1|keey=1|lcho=1|lodaiin=1|o=1|okain=1|okaly=1|okar=1|okary=1|okchy=1|okedy=1|okeedy=1|or=5|oram=1|sar=1|sheey=1|shkair=1|shol=1|tar=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0120	G807-P01	RAW_PAIRED	cheol	otal	G807-P0120	f34v	f34v	H	B	2	1	cheol	46	4	5	44	36	air=1|ar=1|chdar=1|chdy=3|chear=1|checkhy=1|chedy=2|cheky=1|chey=1|chkain=1|choraiin=1|chy=1|cphy=1|daiin=1|dy=1|kain=1|kal=1|kchdy=2|kedy=1|keedy=2|lsheody=1|okedy=1|okeedy=1|okey=1|olchdaiin=2|oldaiin=1|oldar=1|or=2|otain=1|otar=1|qokedy=2|qokeey=1|s=1|shs=1|tedy=1|ysheos=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0123	G807-P01	RAW_PAIRED	cheol	otal	G807-P0123	f35v	f35v	H	A	1	1	cheol	81	19	6	81	64	aiin=3|ar=1|chckhor=1|chcthaiin=1|chkaly=1|chkcheeu=1|cho=2|chocthy=2|chodaiin=1|choiin=1|chokeeo=1|chol=1|choly=1|chor=2|chosar=1|chotchy=1|choty=1|chyty=1|ckhy=1|cthy=1|d=3|daiin=5|dain=2|dal=1|dan=1|dchaiin=1|dchokchy=1|dchold=1|dchor=1|dchy=2|doiin=1|kchor=1|keol=1|kol=1|ksho=1|l=1|o=1|oaiin=1|okcheey=1|okeey=1|parchor=1|qokchaiin=1|qokeeeb=1|qotcheeaiin=1|qotchy=2|r=1|roaiin=1|s=1|schokey=1|sho=1|shol=2|shory=1|shy=2|sodaiin=1|tar=1|tcheain=1|tcheey=1|tchey=1|tcho=1|tchor=2|y=1|ydaiin=1|ytchy=1|yty=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0130	G807-P01	RAW_PAIRED	cheol	otal	G807-P0130	f37r	f37r	H	A	1	0	otal	22	3	4	22	19	chy=2|ckhy=1|daiin=3|daiir=1|dain=1|dchor=1|kchochor=1|kol=1|loldaiin=1|o=1|okchor=1|otcho=1|qotchy=1|qoto=1|qotordy=1|shy=1|ychey=1|ykaiin=1|ykchody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0140	G807-P01	RAW_PAIRED	cheol	otal	G807-P0140	f39v	f39v	H	B	2	0	otal	51	6	5	51	43	aiin=2|ain=1|ald=1|ar=3|chckhy=1|chdy=1|chedy=1|chek=1|chl=1|cholody=1|daiiin=1|dain=1|dalor=1|dar=3|dy=1|fchor=1|lchdy=1|oar=1|ockhedy=1|okaiin=2|okar=1|okedy=1|olaiir=1|olchef=1|olkaiin=1|olky=1|or=1|oraly=1|otedy=1|pardy=1|qokain=1|qokar=2|qokchy=1|sarol=1|shedy=1|sheedy=2|shek=1|shekam=1|tar=1|y=1|ykar=1|ykeedy=1|yky=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0145	G807-P01	RAW_PAIRED	cheol	otal	G807-P0145	f41r	f41r	H	B	5	0	otal	37	4	5	37	31	alshey=1|cheky=1|chpy=1|dalain=1|daly=1|dchedy=2|dor=1|dy=3|kchdy=1|kedaleey=1|keedy=1|kesh=1|oked=1|opchd=1|opshes=1|pshey=1|qok=1|qokedy=4|qokeed=1|qotchedy=1|qotchy=1|sal=1|say=1|seekeeey=1|shekchy=1|shkakeedy=1|ychdykchdy=1|ycheoky=1|ykedy=1|ykeeo=1|yteedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0159	G807-P01	RAW_PAIRED	cheol	otal	G807-P0159	f44r	f44r	H	A	1	0	otal	20	3	4	20	20	chody=1|dam=1|dchy=1|dy=1|dyeees=1|koees=1|okchey=1|oky=1|oray=1|otoloaiin=1|qykchey=1|shy=1|tshodpy=1|ty=1|y=1|ychor=1|ydsh=1|ykchey=1|ykchy=1|ypsholy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0162	G807-P01	RAW_PAIRED	cheol	otal	G807-P0162	f44v	f44v	H	A	1	1	cheol	17	2	4	17	14	chor=1|cthol=1|cthy=2|d=1|daiin=1|okchor=1|otol=2|otoldy=1|qotshol=1|qotshy=1|shcthy=1|shol=1|tol=2|tsho=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0163	G807-P01	RAW_PAIRED	cheol	otal	G807-P0163	f44v	f44v	H	A	1	1	cheol	30	3	4	30	28	cphaiin=1|cthain=1|cthy=1|dair=1|dol=1|dy=1|kchain=1|keey=1|oain=1|opchod=1|opy=1|otchol=1|otchy=1|oty=1|qoty=1|shaiin=1|shky=1|sho=1|shol=1|shor=1|shorody=1|tchy=1|tol=1|y=2|ykchor=1|yokalod=1|ytaiin=2|ytchear=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0164	G807-P01	RAW_PAIRED	cheol	otal	G807-P0164	f44v	f44v	H	A	1	0	otal	23	4	4	23	22	chaiin=1|chcthy=2|ckhy=1|cphaiin=1|cthal=1|cthees=1|ctho=1|cthol=1|dairl=1|dshor=1|kal=1|l=1|lchor=1|lkeees=1|lo=1|lsho=1|o=1|qokchy=1|shol=1|teol=1|tshy=1|ychey=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0167	G807-P01	RAW_PAIRED	cheol	otal	G807-P0167	f45r	f45r	H	A	1	1	cheol	23	3	4	23	20	chain=1|cthy=2|daiin=1|dain=2|daldaiin=1|dy=1|ey=1|g=1|kol=1|l=1|laldan=1|okaiin=1|okcho=1|or=2|otydal=1|qodaiin=1|qotchol=1|tchol=1|ykolody=1|ytaiin=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0168	G807-P01	RAW_PAIRED	cheol	otal	G807-P0168	f45v	f45v	H	A	1	1	cheol	26	3	4	26	25	chey=1|chko=1|chom=1|chor=1|cthy=1|daiin=1|dail=1|dain=1|dair=1|dod=1|dy=1|fsholom=1|kol=1|korary=1|okchol=2|okchy=1|okol=1|okolor=1|olald=1|opchaiin=1|qockhy=1|s=1|shor=1|shy=1|ykchy=1	1	1	0
