pair_id	view_id	surface	positive_token_count	negative_token_count	eligible_paragraphs_with_surface	eligible_folios_with_surface	full_training_log_odds	full_direction	scoreable_folds	same_direction_folds	zero_direction_folds	same_direction_rate	capacity_gate_5_paragraphs_4_folios	direction_gate_80_percent	landmark_status	structural_label_only	semantic_credit
G807-P01	STABLE_PAIRED	a	3	1	4	3	0.530676830397	POSITIVE	77	76	0	0.987012987013	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aiiin	2	7	8	6	-1.41523331866	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aiin	45	28	49	35	0.151187208692	POSITIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ail	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ain	13	8	11	11	0.146002491958	POSITIVE	77	76	0	0.987012987013	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	air	5	5	9	8	-0.31662102999	NEGATIVE	77	76	0	0.987012987013	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	al	25	22	31	23	-0.191457887036	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alain	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alal	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alam	1	3	3	3	-1.16391889038	NEGATIVE	77	77	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alchdy	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alchedy	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alchey	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aldam	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aldy	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alkar	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	alol	1	2	2	2	-0.827446653756	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aly	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	am	2	7	8	6	-1.41523331866	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ar	32	38	43	31	-0.486039181948	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	araiin	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	aral	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ary	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	as	3	1	4	3	0.530676830397	POSITIVE	77	77	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ay	1	2	3	3	-0.827446653756	NEGATIVE	77	77	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	ch	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chaiin	3	1	3	3	0.530676830397	POSITIVE	77	76	0	0.987012987013	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chain	2	1	3	3	0.194204593776	POSITIVE	77	75	0	0.974025974026	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	char	6	8	12	11	-0.584885016585	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chckhd	0	2	2	2	-1.92605894242	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chckhdy	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chckhedy	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chckhey	6	0	6	6	2.24832832747	POSITIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chckhy	9	14	18	15	-0.73947788081	NEGATIVE	77	77	0	1	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chcphedy	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chcphey	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chcphy	1	1	2	2	-0.31662102999	NEGATIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chcthey	2	0	2	2	1.29281688244	POSITIVE	75	75	0	1	0	1	NOT_LANDMARK	1	0
G807-P01	STABLE_PAIRED	chcthy	6	6	11	11	-0.31662102999	NEGATIVE	77	76	0	0.987012987013	1	1	PARAGRAPH_ECOLOGY_LANDMARK	1	0
