pair_id	view_id	offset	eligible_rotation_universe	moved_membership_sets	identity_membership_sets	moved_fraction	positive_paragraphs	negative_paragraphs	positive_folios	negative_folios	both_member_paragraphs_excluded	scoreable_predictions	invalid_training_folds	auc_ties_half	balanced_accuracy_zero_ties_half	model_scoreable	target_auc	null_auc_ge_target_ties_against
G807-P01	RAW_PAIRED	1	609	445	164	0.730706075534	73	65	60	45	13	138	0	0.493993677555	0.494415173867	1	0.733614330875	0
G807-P02	RAW_PAIRED	1	609	445	164	0.730706075534	53	36	45	24	10	89	0	0.67714884696	0.6535639413	1	0.731656184486	0
G807-P03	RAW_PAIRED	1	609	445	164	0.730706075534	26	58	24	48	5	84	0	0.537798408488	0.483421750663	1	0.667108753316	0
G807-P01	RAW_PAIRED	2	609	459	150	0.753694581281	73	65	57	45	13	138	0	0.643624868282	0.615068493151	1	0.733614330875	0
G807-P02	RAW_PAIRED	2	609	459	150	0.753694581281	53	36	41	28	10	89	0	0.746855345912	0.705188679245	1	0.731656184486	1
G807-P03	RAW_PAIRED	2	609	459	150	0.753694581281	26	58	22	45	5	84	0	0.456233421751	0.446949602122	1	0.667108753316	0
G807-P01	RAW_PAIRED	3	609	450	159	0.738916256158	73	65	53	47	13	138	0	0.453319283456	0.501369863014	1	0.733614330875	0
G807-P02	RAW_PAIRED	3	609	450	159	0.738916256158	53	36	44	25	10	89	0	0.660901467505	0.635220125786	1	0.731656184486	0
G807-P03	RAW_PAIRED	3	609	450	159	0.738916256158	26	58	22	46	5	84	0	0.613395225464	0.554376657825	1	0.667108753316	0
G807-P01	RAW_PAIRED	4	609	425	184	0.697865353038	73	65	55	46	13	138	0	0.61664910432	0.549209694415	1	0.733614330875	0
G807-P02	RAW_PAIRED	4	609	425	184	0.697865353038	53	36	45	27	10	89	0	0.658280922432	0.672955974843	1	0.731656184486	0
G807-P03	RAW_PAIRED	4	609	425	184	0.697865353038	26	58	23	47	5	84	0	0.612732095491	0.596816976127	1	0.667108753316	0
G807-P01	RAW_PAIRED	5	609	438	171	0.71921182266	73	65	57	48	13	138	0	0.581875658588	0.510748155954	1	0.733614330875	0
G807-P02	RAW_PAIRED	5	609	438	171	0.71921182266	53	36	45	27	10	89	0	0.682389937107	0.630765199161	1	0.731656184486	0
G807-P03	RAW_PAIRED	5	609	438	171	0.71921182266	26	58	23	48	5	84	0	0.568302387268	0.541777188329	1	0.667108753316	0
G807-P01	RAW_PAIRED	6	609	428	181	0.702791461412	73	65	52	46	13	138	0	0.558482613277	0.582613277134	1	0.733614330875	0
G807-P02	RAW_PAIRED	6	609	428	181	0.702791461412	53	36	45	28	10	89	0	0.772536687631	0.685796645702	1	0.731656184486	1
G807-P03	RAW_PAIRED	6	609	428	181	0.702791461412	26	58	22	49	5	84	0	0.487400530504	0.498673740053	1	0.667108753316	0
G807-P01	RAW_PAIRED	7	609	437	172	0.717569786535	73	65	55	43	13	138	0	0.489357218124	0.491043203372	1	0.733614330875	0
G807-P02	RAW_PAIRED	7	609	437	172	0.717569786535	53	36	45	27	10	89	0	0.710691823899	0.64858490566	1	0.731656184486	0
G807-P03	RAW_PAIRED	7	609	437	172	0.717569786535	26	58	23	47	5	84	0	0.525198938992	0.564986737401	1	0.667108753316	0
G807-P01	RAW_PAIRED	8	609	418	191	0.686371100164	73	65	58	48	13	138	0	0.556375131718	0.531296101159	1	0.733614330875	0
