pseudo_pair_id	target_pair_id	view_id	positive_control_surface	negative_control_surface	eligible_paragraph_universe	positive_paragraphs	negative_paragraphs	positive_folios	negative_folios	both_member_paragraphs_excluded	scoreable_predictions	invalid_training_folds	auc_ties_half	balanced_accuracy_zero_ties_half	model_scoreable	target_stable_paired_auc	pseudo_auc_ge_target_ties_against	membership_source	guarded_all_token_membership_credit
G807-P01-K01	G807-P01	STABLE_PAIRED	shol	qokal	583	82	59	66	42	10	141	0	0.85593220339	0.831955353452	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K02	G807-P01	STABLE_PAIRED	al	sheol	566	76	32	46	27	10	108	0	0.780427631579	0.675986842105	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K03	G807-P01	STABLE_PAIRED	sheol	al	566	32	76	27	46	10	108	0	0.780427631579	0.675986842105	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K04	G807-P01	STABLE_PAIRED	qokal	dol	594	62	40	39	35	9	102	0	0.864516129032	0.863306451613	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K05	G807-P01	STABLE_PAIRED	dal	shol	588	78	74	57	61	19	152	0	0.693000693001	0.62525987526	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K06	G807-P01	STABLE_PAIRED	dol	shol	593	32	75	29	61	18	107	0	0.6375	0.614375	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K07	G807-P01	STABLE_PAIRED	chol	okol	583	144	20	101	20	16	164	0	0.676041666667	0.580555555556	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K08	G807-P01	STABLE_PAIRED	okol	sol	600	34	34	33	26	3	68	0	0.725778546713	0.661764705882	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K09	G807-P01	STABLE_PAIRED	sol	qotol	602	35	30	28	25	2	65	0	0.582857142857	0.55	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K10	G807-P01	STABLE_PAIRED	qotol	cthol	605	29	33	24	29	3	62	0	0.728317659352	0.73249738767	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K11	G807-P01	STABLE_PAIRED	okeol	chol	584	15	149	13	105	12	164	0	0.77807606264	0.749440715884	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K12	G807-P01	STABLE_PAIRED	cthol	chol	585	12	138	11	96	22	150	0	0.5	0.480072463768	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K13	G807-P01	STABLE_PAIRED	shol	sheol	585	88	40	69	30	5	128	0	0.788068181818	0.693181818182	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K14	G807-P01	STABLE_PAIRED	al	dol	577	84	45	51	40	5	129	0	0.828835978836	0.76626984127	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K15	G807-P01	STABLE_PAIRED	sheol	dol	592	41	46	30	41	4	87	0	0.758748674443	0.715005302227	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K16	G807-P01	STABLE_PAIRED	qokal	dal	586	49	75	34	61	19	124	0	0.737414965986	0.734829931973	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K17	G807-P01	STABLE_PAIRED	dal	shol	588	78	74	57	61	19	152	0	0.693000693001	0.62525987526	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K18	G807-P01	STABLE_PAIRED	dol	okol	601	46	34	41	32	4	80	0	0.73273657289	0.631074168798	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K19	G807-P01	STABLE_PAIRED	chol	sol	583	151	26	105	18	10	177	0	0.846663270504	0.766683647478	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K20	G807-P01	STABLE_PAIRED	okol	qotol	602	36	30	33	25	2	66	0	0.521296296296	0.5	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K21	G807-P01	STABLE_PAIRED	sol	cthol	602	31	30	23	26	6	61	0	0.897849462366	0.837634408602	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K22	G807-P01	STABLE_PAIRED	qotol	okeol	603	30	27	25	23	1	57	0	0.583950617284	0.594444444444	1	0.702507232401	0	GDT800_TERMINAL_L_ONLY	0
G807-P01-K23	G807-P01	STABLE_PAIRED	okeol	chol	584	15	149	13	105	12	164	0	0.77807606264	0.749440715884	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P01-K24	G807-P01	STABLE_PAIRED	cthol	qokal	594	34	69	29	41	2	103	0	0.973572037511	0.956095481671	1	0.702507232401	1	GDT800_TERMINAL_L_ONLY	0
G807-P02-K01	G807-P02	STABLE_PAIRED	sheol	sol	591	37	28	27	26	7	65	0	0.624517374517	0.610521235521	1	0.706705539359	0	GDT800_TERMINAL_L_ONLY	0
G807-P02-K02	G807-P02	STABLE_PAIRED	dol	okol	601	46	34	41	32	4	80	0	0.73273657289	0.631074168798	1	0.706705539359	1	GDT800_TERMINAL_L_ONLY	0
G807-P02-K03	G807-P02	STABLE_PAIRED	okol	qotol	602	36	30	33	25	2	66	0	0.521296296296	0.5	1	0.706705539359	0	GDT800_TERMINAL_L_ONLY	0
G807-P02-K04	G807-P02	STABLE_PAIRED	sol	sal	602	29	22	24	18	8	51	0	0.412225705329	0.451410658307	1	0.706705539359	0	GDT800_TERMINAL_L_ONLY	0
