pair_id	view_id	positive_surface	negative_surface	positive_paragraphs	negative_paragraphs	positive_folios	negative_folios	both_member_paragraphs_excluded	exclusive_eligible_paragraphs	scoreable_predictions	invalid_training_folds	zero_score_ties	auc_ties_half	balanced_accuracy_zero_ties_half	model_scoreable	model_status
G807-P01	RAW_PAIRED	cheol	otal	73	65	56	46	13	138	138	0	0	0.733614330875	0.618545837724	1	SCOREABLE
G807-P01	STABLE_PAIRED	cheol	otal	68	61	53	43	10	129	129	0	0	0.702507232401	0.616923818708	1	SCOREABLE
G807-P01	RAW_ED1_SENSITIVITY	cheol	otal	73	65	56	46	13	138	138	0	0	0.687671232877	0.561222339305	1	SCOREABLE
G807-P01	STABLE_ED1_SENSITIVITY	cheol	otal	68	61	53	43	10	129	129	0	0	0.662729026037	0.57762777242	1	SCOREABLE
G807-P02	RAW_PAIRED	qokol	qotal	53	36	43	27	10	89	89	0	0	0.731656184486	0.718553459119	1	SCOREABLE
G807-P02	STABLE_PAIRED	qokol	qotal	49	35	41	26	9	84	84	0	0	0.706705539359	0.636734693878	1	SCOREABLE
G807-P02	RAW_ED1_SENSITIVITY	qokol	qotal	53	36	43	27	10	89	89	0	0	0.621593291405	0.59748427673	1	SCOREABLE
G807-P02	STABLE_ED1_SENSITIVITY	qokol	qotal	49	35	41	26	9	84	84	0	0	0.585422740525	0.563265306122	1	SCOREABLE
G807-P03	RAW_PAIRED	qokeol	qokol	26	58	21	45	5	84	84	0	0	0.667108753316	0.641909814324	1	SCOREABLE
G807-P03	STABLE_PAIRED	qokeol	qokol	23	54	19	43	4	77	77	0	0	0.694041867955	0.631239935588	1	SCOREABLE
G807-P03	RAW_ED1_SENSITIVITY	qokeol	qokol	26	58	21	45	5	84	84	0	0	0.653183023873	0.641909814324	1	SCOREABLE
G807-P03	STABLE_ED1_SENSITIVITY	qokeol	qokol	23	54	19	43	4	77	77	0	0	0.693236714976	0.643719806763	1	SCOREABLE
