decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G662-D01	lkees	WOOD	PRODUCTIVE_COMPOUND	stark erhitzte Holzdroge, Endstufe	L_WOOD+K_HOT+EE_END+S_BOUND	heißer L-Rahmenstoff	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D02	shar	MOIST	PRODUCTIVE_COMPOUND	angefeuchtete Drogenfraktion I	SH_MOIST+AR_FRACTION_I	Feuchtfraktion ohne Zubereitungswert	29	28	25	24	24	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D03	ycheeo	ENTRY	PRODUCTIVE_COMPOUND	Eintrag: zweiter Trockenansatz	Y_ENTRY+CHEE_DRY_II+O_PREP	Y-Grenze vor CHEEO	6	6	5	5	5	Y_ENTRY_COMMAND	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D04	otydy	COLD_PREP	PRODUCTIVE_COMPOUND	kalter Ansatz in Grundform, fertig	O_PREP+T_COLD+Y_BASE+DY_FINISHED	kalte Zustandsform	3	3	3	2	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D05	lkedar	WOOD	PRODUCTIVE_COMPOUND	erhitzte Holzfraktion I	L_WOOD+K_HOT+ED+AR_FRACTION_I	erhitzte Ansatzfraktion I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D06	far	LEARNED_WHOLE	LEARNED_WHOLE	Pflanzendroge	LEARNED_F_DRUG_WHOLE	Blüten- oder Fruchtdroge	2	2	2	2	2	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D07	dsheey	MOIST	PRODUCTIVE_COMPOUND	abgemessene, vollständig angefeuchtete Droge	D_MEASURED+SHEEY_MOIST_END	Feuchtmaß am Gradende	7	7	7	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D08	choty	COLD_PREP	PRODUCTIVE_COMPOUND	kalter Trockenansatz	CH_DRY+O_PREP+T_COLD+Y_BASE	nur kalt-trockener Zustand	34	33	25	32	32	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D09	chkey	DRY	PRODUCTIVE_COMPOUND	trocken-heiß in der Mittelstufe	CH_DRY+K_HOT+EY_MIDDLE	heiß getrocknete Form I	4	4	4	4	4	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D10	cheeoldy	DRY	PRODUCTIVE_COMPOUND	vollständig getrockneter Drogenstoff, fertig	CH_DRY+EE_END+OL_MATERIAL+DY_FINISHED	zweite Bindungsstufe	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D11	a	FUNCTION_WORD	LEARNED_FUNCTION_WORD	je, zu gleichen Teilen	LEARNED_EQUAL_PARTS_SIGN	davon/mit als Mengenanschluss	9	9	7	1	1	A_EQUAL_PARTS|A_EQUAL_PARTS_CONTINUATION	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D12	oteeo	COLD_PREP	PRODUCTIVE_COMPOUND	zweiter Kaltansatz	O_PREP+T_COLD+EE_STAGE_II+O_MEDIUM	kalte Zubereitung am Gradende	6	6	6	5	5	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D13	lain	WOOD	PRODUCTIVE_COMPOUND	Drogenholz, Charge II	L_WOOD+A_VALUE+IN_II	Flüssigkeit oder Auszug, Klasse II	5	5	4	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D14	dchy	DRY	PRODUCTIVE_COMPOUND	Dosis Trockendroge, Grundform	D_DOSE+CHY_DRY_BASE	bloßes Trockenmaß	22	22	19	20	20	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D15	oro	PART	HYBRID_EXACT	Ansatzportion	OR_PORTION+O_PREP	zweite Portion	4	4	4	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D16	oekor	PART	PRODUCTIVE_COMPOUND	erwärmte Ansatzportion	O_PREP+E_BOUND+K_HOT+OR_PORTION	heißer Drogenteil	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D17	ycho	ENTRY	PRODUCTIVE_COMPOUND	Eintrag: Trockenansatz	Y_ENTRY+CHO_DRY_PREP	Y-Grenze vor CHO	3	3	3	2	2	Y_ENTRY_COMMAND	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D18	schodain	SEED	PRODUCTIVE_COMPOUND	trockener Samenansatz, Dosis II	S_SEED+CHO_DRY_PREP+DAIN_DOSE_II	Salzansatz, Grad II	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D19	choraly	PART	PRODUCTIVE_COMPOUND	roher Pflanzenteil, Klasse I	CHOR_PLANT_PART+AL_RAW_I+Y_BASE	Blütenteil, Klasse I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D20	totchy	COLD_PREP	PRODUCTIVE_COMPOUND	kalter Ansatz aus kalt-trockener Droge	T_COLD+O_PREP+TCH_COLD_DRY+Y_BASE	doppelt kalt markierter Ansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D21	qokol	Q_COMMAND	PRODUCTIVE_COMPOUND	erhitzen	QO_COMMAND+KOL_HOT_MATERIAL	heißes Drogenmaterial	88	82	51	82	82	QOKOL_DOUBLE_START|QOKOL_HEAT_NEXT|QOKOL_TO_GRADE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D22	sham	MOIST	PRODUCTIVE_COMPOUND	ein Maß Flüssigkeit	SH_MOIST+AM_UNIT_I	ein Maß angefeuchteter Droge	6	6	5	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D23	kochky	DRY	PRODUCTIVE_COMPOUND	heißer Trockenansatz, Grundform	K_HOT+O_PREP+CHK_DRY_HOT+Y_BASE	Arzneikompositumform	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D24	otoldy	COLD_PREP	PRODUCTIVE_COMPOUND	fertiger Kaltansatz	O_PREP+TOL_COLD_MATERIAL+DY_FINISHED	kaltes Materialfeld, geschlossen	9	9	9	8	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D25	qo	FUNCTION_WORD	LEARNED_FUNCTION_WORD	nehmen	LEARNED_RECIPE_COMMAND	Rezept- oder Qualitätsrahmen	50	49	38	24	24	QO_TAKE_NEXT|QO_TAKE_PREVIOUS	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D26	ctho	CTH	PRODUCTIVE_COMPOUND	Krautansatz	CTH_LEAF_HERB+O_PREP	Blattansatz	18	18	18	8	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D27	dchaiin	DRY	PRODUCTIVE_COMPOUND	abgemessene Trockendroge, Grad III	D_MEASURED+CH_DRY+A_VALUE+IIN_III	Trockenheitsgrad III	3	3	3	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D28	ydaiin	MEASURE	PRODUCTIVE_COMPOUND	davon drei Maße	Y_REFERENCE+DAIIN_DOSE_III	Bezugsdosis III	14	14	14	14	14	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D29	dytory	PART	HYBRID_EXACT	als kalte Portion abteilen	DY_FINISHED+T_COLD+OR_PORTION+Y	abgeschlossener kalter Teilwert	1	1	1	1	1	PRACTICAL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D30	kolschees	HYBRID	HYBRID_EXACT	heiß getrocknete Arzneispecies	KOL_HOT_MATERIAL+S+CHEES_DRY_II	heißes Material plus trockene Species	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D31	tchol	DRY	PRODUCTIVE_COMPOUND	kalt-trockenes Drogenmaterial	T_COLD+CHOL_DRY_MATERIAL	reine Qualitätsangabe	16	16	14	11	11	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D32	cthodd	CTH	HYBRID_EXACT	fertiger Krautabsud	CTH_LEAF_HERB+O_PREP+DD_FINISHED	fertiger Blattabsud	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D33	sheoty	MOIST	PRODUCTIVE_COMPOUND	kalt angesetzte Feuchtzubereitung	SHEO_MOIST_PREP+T_COLD+Y_BASE	feucht-kalte Qualitätsform	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D34	ykchokeo	ENTRY	PRODUCTIVE_COMPOUND	Eintrag: heiß-trockener Auszug	Y_ENTRY+KCH_HOT_DRY+O_PREP+KEO	verschachtelte Qualitätsform	1	1	1	1	1	Y_ENTRY_COMMAND	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D35	ochockhy	CTH	HYBRID_EXACT	Trockenansatz eines Arzneikompositums	O_PREP+CHO_DRY+CKH_COMPOSITE+Y	heiß-trockener CTH-Ansatz	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D36	qoctheol	HYBRID	PRODUCTIVE_COMPOUND	Krautgrundstoff	QO_FRAME+CTH_LEAF_HERB+E+OL_MATERIAL	Blattgrundstoff	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D37	kcheeytain	HYBRID	PRODUCTIVE_COMPOUND	heiß-trocken bis Endstufe, danach kalt Grad II	K_HOT+CHEEY_DRY_END+TAIN_COLD_II	Zustandsliste ohne Folge	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D38	shckheody	CTH	HYBRID_EXACT	fertig angesetztes feuchtes Arzneikompositum	SH_MOIST+CKH_COMPOSITE+EO_PREP+DY	feuchter CTH-Ansatz	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D39	qodaiin	Q_COMMAND	PRODUCTIVE_COMPOUND	Qualitätsgrad III	QO_FRAME+DAIIN_GRADE_III	Ansatzdosis III	41	40	25	34	36	EXACT_WHOLE|QODAIIN_GRADE_NEXT|QODAIIN_GRADE_PREVIOUS	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D40	ytchocthol	ENTRY	PRODUCTIVE_COMPOUND	Eintrag: kalt-trockener Krautansatz	Y_ENTRY+T_COLD+CHO_DRY+CTHOL_LEAF_HERB	kalt-trockener Blattansatz	1	1	1	0	1	Y_ENTRY_COMMAND	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D41	qolkeeoly	HYBRID	PRODUCTIVE_COMPOUND	erhitzte Drogenbasis; danach abseihen	QOL_DRUG_BASE+KEEOL_HOT+Y_CLOSE	zusammengeschriebene Materialliste	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D42	olsheedy	MOIST	PRODUCTIVE_COMPOUND	vollständig eingeweichtes Drogenmaterial, fertig	OL_MATERIAL+SH_MOIST+EE_END+DY	feuchtes Material am Gradende	1	1	1	0	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D43	shety	MOIST	PRODUCTIVE_COMPOUND	feucht-kalt ansetzen	SH_MOIST+E+T_COLD+Y	feucht-kalter Zustand	7	7	6	6	6	PRACTICAL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D44	qokchdyl	WOOD	HYBRID_EXACT	heiß-trocken aufbereitetes Drogenholz	QO_FRAME+KCH_HOT_DRY+DY+L_WOOD	Drogenstoff statt Holz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D45	saiiin	SEED	PRODUCTIVE_COMPOUND	Saatgutcharge IV	S_SEED+A_VALUE+IIIN_IV	Salz oder Samenmenge IV	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D46	qol	Q_COMMAND	PRODUCTIVE_COMPOUND	Drogenstoff zugeben	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	132	117	32	124	124	QOL_ADD_NEXT|QOL_ADD_PREVIOUS	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D47	chee	DRY	PRODUCTIVE_COMPOUND	vollständig getrocknet	CH_DRY+EE_END	zweite Bindungsstufe	1	1	1	0	0	CHEE_DRY_MATERIAL_NEXT	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D48	chl	LEARNED_WHOLE	LEARNED_WHOLE	trocknen	LEARNED_DRY_COMMAND	trockenes Drogenholz/Kurzform	28	27	20	24	24	CHL_DRY_FINISH|CHL_DRY_NEXT|CHL_DRY_PREVIOUS_HOT_FRACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D49	lokedy	WOOD	PRODUCTIVE_COMPOUND	erhitztes Drogenholz, fertig	L_WOOD+O_PREP+K_HOT+EDY	heißer L-Rahmenansatz	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D50	olkchdy	DRY	PRODUCTIVE_COMPOUND	heiß-trocken aufbereitetes Drogenmaterial	OL_MATERIAL+KCH_HOT_DRY+DY	heiß-trockener Qualitätswert	4	4	4	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D51	tees	HYBRID	PRODUCTIVE_COMPOUND	kalte Arzneispecies, Endstufe	T_COLD+EE_END+S_SPECIES	kaltes Drogenmaterial	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D52	olkedy	DRY	PRODUCTIVE_COMPOUND	erhitzte Drogenbasis, fertig	OL_MATERIAL+K_HOT+EDY	heißes Material in Mittelstufe	22	21	16	15	15	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D53	oly	HYBRID	PRODUCTIVE_COMPOUND	abseihen	OL_MATERIAL+Y_CLOSE_AS_LEARNED_ACTION	Drogenmaterial in Grundform	53	53	30	48	48	OLY_STRAIN_FINISH|OLY_STRAIN_PREVIOUS	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D54	los	LEARNED_WHOLE	LEARNED_WHOLE	Drogenholzposten	LEARNED_WOOD_BATCH	Holzpräparat einer Drogenart	5	5	5	5	5	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D55	olshdy	MOIST	PRODUCTIVE_COMPOUND	angefeuchtetes Drogenmaterial, fertig	OL_MATERIAL+SH_MOIST+DY	feuchter Materialzustand	3	3	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D56	doly	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis Abguss	D_DOSE+OL_DECANT+Y	abgemessener Drogenstoff	4	4	4	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D57	keeol	DRY	PRODUCTIVE_COMPOUND	stark erhitzter Drogenstoff	K_HOT+EE_END+OL_MATERIAL	heißer Stoff am Gradende	10	10	10	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D58	aral	MEASURE	PRODUCTIVE_COMPOUND	Rohdrogenfraktion I	AR_FRACTION_I+AL_RAW_I	Fraktion neben separater Rohstoffklasse	15	15	14	8	14	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
