family	surface	card_type	occurrences	lines	pages	working_default_de	composition	claim_scope
COLD_PREP	otydy	PRODUCTIVE_COMPOUND	3	3	3	kalter Ansatz in Grundform, fertig	O_PREP+T_COLD+Y_BASE+DY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
COLD_PREP	choty	PRODUCTIVE_COMPOUND	34	33	25	kalter Trockenansatz	CH_DRY+O_PREP+T_COLD+Y_BASE	exact whole; composition predicts relatives only as an explicit future proposal
COLD_PREP	oteeo	PRODUCTIVE_COMPOUND	6	6	6	zweiter Kaltansatz	O_PREP+T_COLD+EE_STAGE_II+O_MEDIUM	exact whole; composition predicts relatives only as an explicit future proposal
COLD_PREP	totchy	PRODUCTIVE_COMPOUND	1	1	1	kalter Ansatz aus kalt-trockener Droge	T_COLD+O_PREP+TCH_COLD_DRY+Y_BASE	exact whole; composition predicts relatives only as an explicit future proposal
COLD_PREP	otoldy	PRODUCTIVE_COMPOUND	9	9	9	fertiger Kaltansatz	O_PREP+TOL_COLD_MATERIAL+DY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
CTH	ctho	PRODUCTIVE_COMPOUND	18	18	18	Krautansatz	CTH_LEAF_HERB+O_PREP	exact whole; composition predicts relatives only as an explicit future proposal
CTH	cthodd	HYBRID_EXACT	1	1	1	fertiger Krautabsud	CTH_LEAF_HERB+O_PREP+DD_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
CTH	ochockhy	HYBRID_EXACT	1	1	1	Trockenansatz eines Arzneikompositums	O_PREP+CHO_DRY+CKH_COMPOSITE+Y	exact whole; composition predicts relatives only as an explicit future proposal
CTH	shckheody	HYBRID_EXACT	1	1	1	fertig angesetztes feuchtes Arzneikompositum	SH_MOIST+CKH_COMPOSITE+EO_PREP+DY	exact whole; composition predicts relatives only as an explicit future proposal
DRY	chkey	PRODUCTIVE_COMPOUND	4	4	4	trocken-heiß in der Mittelstufe	CH_DRY+K_HOT+EY_MIDDLE	exact whole; composition predicts relatives only as an explicit future proposal
DRY	cheeoldy	PRODUCTIVE_COMPOUND	1	1	1	vollständig getrockneter Drogenstoff, fertig	CH_DRY+EE_END+OL_MATERIAL+DY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
DRY	dchy	PRODUCTIVE_COMPOUND	22	22	19	Dosis Trockendroge, Grundform	D_DOSE+CHY_DRY_BASE	exact whole; composition predicts relatives only as an explicit future proposal
DRY	kochky	PRODUCTIVE_COMPOUND	1	1	1	heißer Trockenansatz, Grundform	K_HOT+O_PREP+CHK_DRY_HOT+Y_BASE	exact whole; composition predicts relatives only as an explicit future proposal
DRY	dchaiin	PRODUCTIVE_COMPOUND	3	3	3	abgemessene Trockendroge, Grad III	D_MEASURED+CH_DRY+A_VALUE+IIN_III	exact whole; composition predicts relatives only as an explicit future proposal
DRY	tchol	PRODUCTIVE_COMPOUND	16	16	14	kalt-trockenes Drogenmaterial	T_COLD+CHOL_DRY_MATERIAL	exact whole; composition predicts relatives only as an explicit future proposal
DRY	chee	PRODUCTIVE_COMPOUND	1	1	1	vollständig getrocknet	CH_DRY+EE_END	exact whole; composition predicts relatives only as an explicit future proposal
DRY	olkchdy	PRODUCTIVE_COMPOUND	4	4	4	heiß-trocken aufbereitetes Drogenmaterial	OL_MATERIAL+KCH_HOT_DRY+DY	exact whole; composition predicts relatives only as an explicit future proposal
DRY	olkedy	PRODUCTIVE_COMPOUND	22	21	16	erhitzte Drogenbasis, fertig	OL_MATERIAL+K_HOT+EDY	exact whole; composition predicts relatives only as an explicit future proposal
DRY	keeol	PRODUCTIVE_COMPOUND	10	10	10	stark erhitzter Drogenstoff	K_HOT+EE_END+OL_MATERIAL	exact whole; composition predicts relatives only as an explicit future proposal
DRY	dchedy	PRODUCTIVE_COMPOUND	26	25	23	abgemessene Trockendroge, fertig	D_MEASURED+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
DRY	pcheol	PRODUCTIVE_COMPOUND	10	10	8	getrockneter Pulverstoff	P_POWDER+CHEOL_DRY_MATERIAL	exact whole; composition predicts relatives only as an explicit future proposal
DRY	opchdy	PRODUCTIVE_COMPOUND	18	18	14	fertiges Trockenpulverpräparat	O_PREP+P_POWDER+CHDY_DRY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
DRY	choldy	PRODUCTIVE_COMPOUND	8	8	8	fertig getrocknete Droge	CHOL_DRY_MATERIAL+DY_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
ENTRY	ycheeo	PRODUCTIVE_COMPOUND	6	6	5	Eintrag: zweiter Trockenansatz	Y_ENTRY+CHEE_DRY_II+O_PREP	exact whole; composition predicts relatives only as an explicit future proposal
ENTRY	ycho	PRODUCTIVE_COMPOUND	3	3	3	Eintrag: Trockenansatz	Y_ENTRY+CHO_DRY_PREP	exact whole; composition predicts relatives only as an explicit future proposal
ENTRY	ykchokeo	PRODUCTIVE_COMPOUND	1	1	1	Eintrag: heiß-trockener Auszug	Y_ENTRY+KCH_HOT_DRY+O_PREP+KEO	exact whole; composition predicts relatives only as an explicit future proposal
ENTRY	ytchocthol	PRODUCTIVE_COMPOUND	1	1	1	Eintrag: kalt-trockener Krautansatz	Y_ENTRY+T_COLD+CHO_DRY+CTHOL_LEAF_HERB	exact whole; composition predicts relatives only as an explicit future proposal
ENTRY	ypshedy	PRODUCTIVE_COMPOUND	1	1	1	Eintrag: fertige Pulverpaste	Y_ENTRY+P_POWDER+SHEDY_MOIST_FINISHED	exact whole; composition predicts relatives only as an explicit future proposal
FUNCTION_WORD	a	LEARNED_FUNCTION_WORD	9	9	7	je, zu gleichen Teilen	LEARNED_EQUAL_PARTS_SIGN	exact whole; composition predicts relatives only as an explicit future proposal
FUNCTION_WORD	qo	LEARNED_FUNCTION_WORD	50	49	38	nehmen	LEARNED_RECIPE_COMMAND	exact whole; composition predicts relatives only as an explicit future proposal
FUNCTION_WORD	ey	LEARNED_FUNCTION_WORD	14	14	13	anschließend	LEARNED_SEQUENCE_SIGN	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	kolschees	HYBRID_EXACT	1	1	1	heiß getrocknete Arzneispecies	KOL_HOT_MATERIAL+S+CHEES_DRY_II	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	qoctheol	PRODUCTIVE_COMPOUND	1	1	1	Krautgrundstoff	QO_FRAME+CTH_LEAF_HERB+E+OL_MATERIAL	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	kcheeytain	PRODUCTIVE_COMPOUND	1	1	1	heiß-trocken bis Endstufe, danach kalt Grad II	K_HOT+CHEEY_DRY_END+TAIN_COLD_II	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	qolkeeoly	PRODUCTIVE_COMPOUND	1	1	1	erhitzte Drogenbasis; danach abseihen	QOL_DRUG_BASE+KEEOL_HOT+Y_CLOSE	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	tees	PRODUCTIVE_COMPOUND	1	1	1	kalte Arzneispecies, Endstufe	T_COLD+EE_END+S_SPECIES	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	oly	PRODUCTIVE_COMPOUND	53	53	30	abseihen	OL_MATERIAL+Y_CLOSE_AS_LEARNED_ACTION	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	oldy	PRODUCTIVE_COMPOUND	25	24	18	fertiger, abgeseihter Auszug	OL_MATERIAL+D_FINISHED+Y	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	dytshy	HYBRID_EXACT	1	1	1	danach kalt-feucht ansetzen	DY_SEQUENCE+T_COLD+SH_MOIST+Y	exact whole; composition predicts relatives only as an explicit future proposal
HYBRID	sheoees	PRODUCTIVE_COMPOUND	1	1	1	vollständig eingeweichte Arzneimischung	SHEO_MOIST_PREP+EE_END+S	exact whole; composition predicts relatives only as an explicit future proposal
LEARNED_WHOLE	far	LEARNED_WHOLE	2	2	2	Pflanzendroge	LEARNED_F_DRUG_WHOLE	exact whole; composition predicts relatives only as an explicit future proposal
LEARNED_WHOLE	chl	LEARNED_WHOLE	28	27	20	trocknen	LEARNED_DRY_COMMAND	exact whole; composition predicts relatives only as an explicit future proposal
LEARNED_WHOLE	los	LEARNED_WHOLE	5	5	5	Drogenholzposten	LEARNED_WOOD_BATCH	exact whole; composition predicts relatives only as an explicit future proposal
LEARNED_WHOLE	cheyet	LEARNED_WHOLE	1	1	1	getrocknete, abgekühlte Wurzel	LEARNED_LABEL_WHOLE	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	ydaiin	PRODUCTIVE_COMPOUND	14	14	14	davon drei Maße	Y_REFERENCE+DAIIN_DOSE_III	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	doly	PRODUCTIVE_COMPOUND	4	4	4	eine Dosis Abguss	D_DOSE+OL_DECANT+Y	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	aral	PRODUCTIVE_COMPOUND	15	15	14	Rohdrogenfraktion I	AR_FRACTION_I+AL_RAW_I	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	kair	PRODUCTIVE_COMPOUND	11	10	8	heiße Drogenfraktion II	K_HOT+AIR_FRACTION_II	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	ra	PRODUCTIVE_COMPOUND	1	1	1	Wurzelanteil	R_ROOT+A_VALUE_LINK	exact whole; composition predicts relatives only as an explicit future proposal
MEASURE	taral	PRODUCTIVE_COMPOUND	2	2	2	kalte Rohdrogenfraktion I	T_COLD+AR_FRACTION_I+AL_RAW_I	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	shar	PRODUCTIVE_COMPOUND	29	28	25	angefeuchtete Drogenfraktion I	SH_MOIST+AR_FRACTION_I	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	dsheey	PRODUCTIVE_COMPOUND	7	7	7	abgemessene, vollständig angefeuchtete Droge	D_MEASURED+SHEEY_MOIST_END	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	sham	PRODUCTIVE_COMPOUND	6	6	5	ein Maß Flüssigkeit	SH_MOIST+AM_UNIT_I	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	sheoty	PRODUCTIVE_COMPOUND	1	1	1	kalt angesetzte Feuchtzubereitung	SHEO_MOIST_PREP+T_COLD+Y_BASE	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	olsheedy	PRODUCTIVE_COMPOUND	1	1	1	vollständig eingeweichtes Drogenmaterial, fertig	OL_MATERIAL+SH_MOIST+EE_END+DY	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	shety	PRODUCTIVE_COMPOUND	7	7	6	feucht-kalt ansetzen	SH_MOIST+E+T_COLD+Y	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	olshdy	PRODUCTIVE_COMPOUND	3	3	2	angefeuchtetes Drogenmaterial, fertig	OL_MATERIAL+SH_MOIST+DY	exact whole; composition predicts relatives only as an explicit future proposal
MOIST	sheekchy	PRODUCTIVE_COMPOUND	2	2	2	vollständig anfeuchten, dann heiß-trocken ansetzen	SHEE_MOIST_END+KCH_HOT_DRY+Y	exact whole; composition predicts relatives only as an explicit future proposal
PART	oro	HYBRID_EXACT	4	4	4	Ansatzportion	OR_PORTION+O_PREP	exact whole; composition predicts relatives only as an explicit future proposal
PART	oekor	PRODUCTIVE_COMPOUND	1	1	1	erwärmte Ansatzportion	O_PREP+E_BOUND+K_HOT+OR_PORTION	exact whole; composition predicts relatives only as an explicit future proposal
PART	choraly	PRODUCTIVE_COMPOUND	1	1	1	roher Pflanzenteil, Klasse I	CHOR_PLANT_PART+AL_RAW_I+Y_BASE	exact whole; composition predicts relatives only as an explicit future proposal
PART	dytory	HYBRID_EXACT	1	1	1	als kalte Portion abteilen	DY_FINISHED+T_COLD+OR_PORTION+Y	exact whole; composition predicts relatives only as an explicit future proposal
PART	tchor	PRODUCTIVE_COMPOUND	21	21	18	kalt-trockene Drogenportion	T_COLD+CHOR_PLANT_PART	exact whole; composition predicts relatives only as an explicit future proposal
Q_COMMAND	qokol	PRODUCTIVE_COMPOUND	88	82	51	erhitzen	QO_COMMAND+KOL_HOT_MATERIAL	exact whole; composition predicts relatives only as an explicit future proposal
Q_COMMAND	qodaiin	PRODUCTIVE_COMPOUND	41	40	25	Qualitätsgrad III	QO_FRAME+DAIIN_GRADE_III	exact whole; composition predicts relatives only as an explicit future proposal
Q_COMMAND	qol	PRODUCTIVE_COMPOUND	132	117	32	Drogenstoff zugeben	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	exact whole; composition predicts relatives only as an explicit future proposal
Q_COMMAND	qokeeey	PRODUCTIVE_COMPOUND	27	27	18	stark erhitzt, Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	exact whole; composition predicts relatives only as an explicit future proposal
SEED	schodain	PRODUCTIVE_COMPOUND	1	1	1	trockener Samenansatz, Dosis II	S_SEED+CHO_DRY_PREP+DAIN_DOSE_II	exact whole; composition predicts relatives only as an explicit future proposal
SEED	saiiin	PRODUCTIVE_COMPOUND	2	2	2	Saatgutcharge IV	S_SEED+A_VALUE+IIIN_IV	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lkees	PRODUCTIVE_COMPOUND	1	1	1	stark erhitzte Holzdroge, Endstufe	L_WOOD+K_HOT+EE_END+S_BOUND	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lkedar	PRODUCTIVE_COMPOUND	1	1	1	erhitzte Holzfraktion I	L_WOOD+K_HOT+ED+AR_FRACTION_I	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lain	PRODUCTIVE_COMPOUND	5	5	4	Drogenholz, Charge II	L_WOOD+A_VALUE+IN_II	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	qokchdyl	HYBRID_EXACT	1	1	1	heiß-trocken aufbereitetes Drogenholz	QO_FRAME+KCH_HOT_DRY+DY+L_WOOD	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lokedy	PRODUCTIVE_COMPOUND	1	1	1	erhitztes Drogenholz, fertig	L_WOOD+O_PREP+K_HOT+EDY	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lchedar	PRODUCTIVE_COMPOUND	2	2	2	getrocknete Holzfraktion I	L_WOOD+CHED_DRY+AR_FRACTION_I	exact whole; composition predicts relatives only as an explicit future proposal
WOOD	lchedam	PRODUCTIVE_COMPOUND	2	2	2	ein Maß getrocknetes Drogenholz	L_WOOD+CHED_DRY+DAM_DOSE_I	exact whole; composition predicts relatives only as an explicit future proposal
