page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v38_token_glosses_de	v39_token_glosses_de	v39_working_translation_de	v38_unknown_tokens	v39_unknown_tokens	v39_complete
f100r	f100r.12	P	1	1	pcheol	EXACT_WHOLE	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | Trockenansatz | Samen-/Saatgutposten	getrockneter Pulverstoff | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | Trockenansatz | Samen-/Saatgutposten	getrockneter Pulverstoff; [sheod:?]; [qocpheeckhy:?]; [shodol:?]; [da:?]; [oto:?]; [choos:?]; feucht am Ende des Grades; Trockenansatz; Samen-/Saatgutposten.	7	6	0
f102r1	f102r1.14	P	1	2	keeol	EXACT_WHOLE	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	[doeey:?] | [keeol:?] | [qokeo:?] | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | Samen-/Saatgutposten | Drogenportion | [oeeaiin:?]	[doeey:?] | stark erhitzter Drogenstoff | [qokeo:?] | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | Samen-/Saatgutposten | Drogenportion | [oeeaiin:?]	[doeey:?]; stark erhitzter Drogenstoff; [qokeo:?]; [daor:?]; feucht in der Mitte des Grades; [qoteol:?]; [okol:?]; [chos:?]; Samen-/Saatgutposten; Drogenportion; [oeeaiin:?]	8	7	0
f102r1	f102r1.16	P	1	9	aral	EXACT_WHOLE	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | [okeol:?] | [doeoear:?] | Samen-/Saatgutposten | [aral:?] | [dor:?]	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | [okeol:?] | [doeoear:?] | Samen-/Saatgutposten | Rohdrogenfraktion I | [dor:?]	[ddor:?]; [chordam:?]; Samenportion III; [ykeey:?]; [okeol:?]; [doeoear:?]; Samen-/Saatgutposten; Rohdrogenfraktion I; [dor:?]	7	6	0
f102r1	f102r1.17	P	1	6	oly	OLY_STRAIN_FINISH	ydar arody oldaiin sody chockhy oly	[ydar:?] | [arody:?] | [oldaiin:?] | Samen/Saatgut, fertig aufbereitet | Arzneikompositum im Trockenansatz am Gradanfang | [oly:?]	[ydar:?] | [arody:?] | [oldaiin:?] | Samen/Saatgut, fertig aufbereitet | Arzneikompositum im Trockenansatz am Gradanfang | abseihen	[ydar:?]; [arody:?]; [oldaiin:?]; Samen/Saatgut, fertig aufbereitet; Arzneikompositum im Trockenansatz am Gradanfang; seihe Vorstehendes ab.	4	3	0
f102r1	f102r1.5	P	1	9	qokol	QOKOL_TO_GRADE	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | [olaiin:?] | [orain:?] | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | [qokol:?] | Qualitätsgrad II	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | [olaiin:?] | [orain:?] | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | erhitzen | Qualitätsgrad II	[ytol:?]; feuchtes Material; feucht, attributiv gebunden; [olaiin:?]; [orain:?]; [oraroekeol:?]; trocken; nominal trockenes Gut/Material; [ekey:?]; erhitze bis Grad II	6	5	0
f102r1	f102r1.6	P	1	3	oldy	EXACT_WHOLE	daiin ykeeol oldy okodaiin	Grad-/Maßwert III | [ykeeol:?] | [oldy:?] | [okodaiin:?]	Grad-/Maßwert III | [ykeeol:?] | fertiger, abgeseihter Auszug | [okodaiin:?]	Grad-/Maßwert III; [ykeeol:?]; fertiger, abgeseihter Auszug; [okodaiin:?]	3	2	0
f102r1	f102r1.8	P	1	8	doly	EXACT_WHOLE	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	[pshodaiin:?] | [qoorar:?] | [chopy:?] | [chofol:?] | Qualitätsgrad III | [oteol:?] | [qoteol:?] | [doly:?]	[pshodaiin:?] | [qoorar:?] | [chopy:?] | [chofol:?] | Qualitätsgrad III | [oteol:?] | [qoteol:?] | eine Dosis Abguss	[pshodaiin:?]; [qoorar:?]; [chopy:?]; [chofol:?]; Qualitätsgrad III; [oteol:?]; [qoteol:?]; eine Dosis Abguss	7	6	0
f102v1	f102v1.10	P	1	3	ydaiin	EXACT_WHOLE	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	[kochor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ydaiin:?] | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | [ykeey:?] | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	[kochor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | [ykeey:?] | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	[kochor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; davon drei Maße; Blüten-/Pflanzenteil, Menge/Klasse III; feucht am Ende des Grades; [ykeey:?]; heiße Drogenportion; feucht in der Mitte des Grades; heiß in der Mitte des Grades.	3	2	0
f102v1	f102v1.11	P	1	4	qokol	QOKOL_HEAT_NEXT	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	Samenmaterial/Saatgut | trocken; nominal trockenes Gut/Material | [qooiin:?] | [qokol:?] | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenmaterial/Saatgut | trocken; nominal trockenes Gut/Material | [qooiin:?] | erhitzen | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenmaterial/Saatgut; trocken; nominal trockenes Gut/Material; [qooiin:?]; erhitze Folgendes: trockener Drogenstoff; trocken in der Mitte des Grades; [kolcheey:?]; Grad-/Maßwert III; getrockneter Ansatz.	3	2	0
f102v1	f102v1.12	P	1	9	ey	EY_SEQUENCE_NEXT	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin	Eintrag: | trockener Drogenstoff | trockener Drogenstoff | [doiir:?] | [shekcheor:?] | Samen-/Saatgutposten | Drogenfraktion I | trockener Drogenteil | [ey:?] | [pchodaiin:?]	Eintrag: | trockener Drogenstoff | trockener Drogenstoff | [doiir:?] | [shekcheor:?] | Samen-/Saatgutposten | Drogenfraktion I | trockener Drogenteil | anschließend | [pchodaiin:?]	Eintrag: trockener Drogenstoff; trockener Drogenstoff; [doiir:?]; [shekcheor:?]; Samen-/Saatgutposten; Drogenfraktion I; trockener Drogenteil; anschließend: [pchodaiin:?]	4	3	0
